journal,authors,buzz_id,date,name,doi,pii
Journal of Hydrology X,"['Jenniver Sehring', 'Rozemarijn ter Horst', 'Alexandra Said']",0,2023-03-24,"Water diplomacy: A man’s world? Insights from the Nile, Rhine and Chu-Talas basins",10.1016/j.hydroa.2023.100152,S2589915523000056
Journal of Hydrology X,"['Omar Cenobio-Cruz', 'Pere Quintana-Seguí', 'Santiago Beguería']",0,2023-01-01,Improvement of low flows simulation in the SASER hydrological modeling chain,10.1016/j.hydroa.2022.100147,S2589915522000293
Journal of Hydrology X,"['Mayu Fujino', 'Koichi Sakakibara', 'Keisuke Suzuki']",0,2023-01-01,Influence of alpine vegetation on water storage and discharge functions in an alpine headwater of Northern Japan Alps,10.1016/j.hydroa.2022.100146,S2589915522000281
Journal of Hydrology X,"['Kai Tsuruta', 'Markus A. Schnorbus']",0,2022-12-01,"Assessing the influence of calibration methodology and model structure on glacio-hydrological simulations in the Cheakamus River Basin, British Columbia, Canada",10.1016/j.hydroa.2022.100144,S2589915522000268
Journal of Hydrology X,"['Lysander Bresinsky', 'Jannes Kordilla', 'Martin Sauter']",0,2023-01-01,Variably saturated dual-permeability flow modeling to assess distributed infiltration and vadose storage dynamics of a karst aquifer – The Western Mountain Aquifer in Israel and the West Bank,10.1016/j.hydroa.2022.100143,S2589915522000256
Journal of Hydrology X,"['Olga Yu. Lavrova', 'Anna I. Ginzburg', 'Tatiana Yu. Bocharova']",0,2022-12-01,Interannual variability of ice cover in the Caspian Sea,10.1016/j.hydroa.2022.100145,S258991552200027X
Journal of Hydrology X,"['Brigitta Czauner', 'Anita Erőss', 'Judit Mádl-Szőnyi']",0,2022-12-01,"From basin-scale groundwater flow to integrated geofluid research in the hydrogeology research group of Eötvös Loránd University, Hungary",10.1016/j.hydroa.2022.100142,S2589915522000244
Journal of Hydrology X,"['Sarah H. Ledford', 'Martin Briggs', 'Margaret A. Zimmer']",0,2022-12-01,Connecting diverse disciplines to improve understanding of surface water-groundwater interactions,10.1016/j.hydroa.2022.100141,S2589915522000232
Journal of Hydrology X,"['Jannis Epting', 'Love Råman Vinnå', 'Stefan Scheidler']",0,2022-12-01,Impacts of climate change on Swiss alluvial aquifers – A quantitative forecast focused on natural and artificial groundwater recharge by surface water infiltration,10.1016/j.hydroa.2022.100140,S2589915522000220
Journal of Hydrology X,"['Junyu Qi', 'Sheng Li', 'Fan-Rui Meng']",0,2022-12-01,Impacts of sampling frequency on the estimation accuracy of exceedance for suspended solids and nitrates in streams in small to medium-sized watersheds,10.1016/j.hydroa.2022.100139,S2589915522000219
Journal of Hydrology X,"['Roy Sando', 'Kristin L. Jaeger', 'Alden Shallcross']",0,2022-12-01,Predictions and drivers of sub-reach-scale annual streamflow permanence for the upper Missouri River basin: 1989–2018,10.1016/j.hydroa.2022.100138,S2589915522000207
Journal of Hydrology X,"['Jared E. Siegel', 'Aimee H. Fullerton', 'Chris E. Jordan']",0,2022-12-01,Accounting for snowpack and time-varying lags in statistical models of stream temperature,10.1016/j.hydroa.2022.100136,S2589915522000189
Journal of Hydrology X,"['Admin Husic', 'Nabil Al-Aamery', 'James F. Fox']",0,2022-12-01,"Simulating hydrologic pathway contributions in fluvial and karst settings: An evaluation of conceptual, physically-based, and deep learning modeling approaches",10.1016/j.hydroa.2022.100134,S2589915522000165
Journal of Hydrology X,"['Taha B. M. J. Ouarda', 'Christian Charron', 'André St-Hilaire']",0,2022-12-01,Regional estimation of river water temperature at ungauged locations,10.1016/j.hydroa.2022.100133,S2589915522000153
Journal of Hydrology X,"['Francesco Marra', 'Vincenzo Levizzani', 'Elsa Cattani']",0,2022-08-01,Changes in extreme daily precipitation over Africa: Insights from a non-asymptotic statistical approach,10.1016/j.hydroa.2022.100130,S2589915522000128
Journal of Hydrology X,"['Xuefeng Xu', 'Xuliang Li', 'Jie Tian']",0,2022-08-01,WITHDRAWN: Development of a simple Budyko-based framework for the simulation and attribution of ET variability in dry regions,10.1016/j.hydroa.2022.100128,S2589915522000104
Journal of Hydrology X,['C. V. Castro'],0,2022-08-01,"Optimizing nature-based solutions by combining social equity, hydro-environmental performance, and economic costs through a novel Gini coefficient",10.1016/j.hydroa.2022.100127,S2589915522000098
Journal of Hydrology X,"['Wout Hanckmann', 'Thomas Sweijen', 'Alraune Zech']",0,2022-05-01,Complex wave propagation from open water bodies into aquifers: A fast analytical approach,10.1016/j.hydroa.2022.100125,S2589915522000074
Journal of Hydrology X,"['Jordyn M. Wolfand', 'Kristine T. Taniguchi-Quan', 'Terri S. Hogue']",0,2022-05-01,Balancing water reuse and ecological support goals in an effluent dominated river,10.1016/j.hydroa.2022.100124,S2589915522000062
Journal of Hydrology X,"['Florentin Hofmeister', 'Leonardo F. Arias-Rodriguez', 'Gabriele Chiogna']",0,2022-05-01,Intercomparison of Sentinel-2 and modelled snow cover maps in a high-elevation Alpine catchment,10.1016/j.hydroa.2022.100123,S2589915522000050
Journal of Hydrology X,"['Ivan Vorobevskii', 'Rico Kronenberg', 'Christian Bernhofer']",0,2022-05-01,"Linking different drought types in a small catchment from a statistical perspective – Case study of the Wernersbach catchment, Germany",10.1016/j.hydroa.2022.100122,S2589915522000049
Journal of Hydrology X,"['Bentje Brauns', 'Somsubhra Chattopadhyay', 'Veena Srinivasan']",0,2022-05-01,"Assessing the role of groundwater recharge from tanks in crystalline bedrock aquifers in Karnataka, India, using hydrochemical tracers",10.1016/j.hydroa.2022.100121,S2589915522000037
Journal of Hydrology X,"['Prabin Rokaya', 'Karl-Erich Lindenschmidt', 'Martyn Clark']",0,2022-05-01,Modelling of ice jam floods under past and future climates: A review,10.1016/j.hydroa.2022.100120,S2589915522000025
Journal of Hydrology X,"['Mary Rose P. Gabuyo', 'Fernando P. Siringan']",0,2022-01-01,Utility of low-cost recreational-grade echosounders in imaging and characterizing bubbly coastal submarine groundwater discharge,10.1016/j.hydroa.2021.100118,S2589915521000468
Journal of Hydrology X,"['Jory S. Hecht', 'Nancy A. Barth', 'Angela E. Gregory']",0,2022-12-01,Simulation experiments comparing nonstationary design-flood adjustments based on observed annual peak flows in the conterminous United States,10.1016/j.hydroa.2021.100115,S2589915521000432
Journal of Hydrology X,"['Xindi Yu', 'Charles P. -A. Bourque']",0,2022-01-01,"Controls of contemporary (2001–2018) springtime waterflow dynamics in a Large, snowmelt-dominated basin in northeastern North America",10.1016/j.hydroa.2021.100117,S2589915521000456
Journal of Hydrology X,"['David Bretreger', 'In-Young Yeo', 'Greg Hancock']",0,2021-12-01,"Remote sensing’s role in improving transboundary water regulation and compliance: The Murray-Darling Basin, Australia",10.1016/j.hydroa.2021.100112,S2589915521000407
Journal of Hydrology X,"['R. Muñoz-Carpena', 'C. Lauvernet', 'G. A. Fox']",0,2021-12-01,Comment on “Modeling slope rainfall-infiltration-runoff process with shallow water table during complex rainfall patterns” by Wu et al. (2021),10.1016/j.hydroa.2021.100113,S2589915521000419
Journal of Hydrology X,"['Songbai Wu', 'Ting Fong May Chui', 'Li Chen']",0,2021-12-01,Reply to comments by Muñoz-Carpena et al. on “Modeling slope rainfall-infiltration-runoff process with shallow water table during complex rainfall patterns”,10.1016/j.hydroa.2021.100114,S2589915521000420
Journal of Hydrology X,"['E. Essouayed', 'T. Ferré', 'O. Atteia']",0,2021-12-01,Application of an iterative source localization strategy at a chlorinated solvent site,10.1016/j.hydroa.2021.100111,S2589915521000390
Journal of Hydrology X,"['Witold F. Krajewski', 'Ganesh R. Ghimire', 'Ricardo Mantilla']",0,2021-12-01,Real-time streamflow forecasting: AI vs. Hydrologic insights,10.1016/j.hydroa.2021.100110,S2589915521000389
Journal of Hydrology X,"['Emad Hasan', 'Aondover Tarhule']",0,2021-12-01,"Comparison of decadal water storage trends from common GRACE releases (RL05, RL06) using spatial diagnostics and a modified triple collocation approach",10.1016/j.hydroa.2021.100108,S2589915521000365
Journal of Hydrology X,"['Svenja Fischer', 'Andreas H. Schumann']",0,2021-12-01,Regionalisation of flood frequencies based on flood type-specific mixture distributions,10.1016/j.hydroa.2021.100107,S2589915521000353
Journal of Hydrology X,"['Michael H. Wimmer', 'Markus Hollaus', 'Norbert Pfeifer']",0,2021-12-01,Processing of nationwide topographic data for ensuring consistent river network representation,10.1016/j.hydroa.2021.100106,S2589915521000341
Journal of Hydrology X,"['Tasnuva Rouf', 'Manuela Girotto', 'Viviana Maggioni']",0,2021-12-01,Assimilating satellite-based soil moisture observations in a land surface model: The effect of spatial resolution,10.1016/j.hydroa.2021.100105,S258991552100033X
Journal of Hydrology X,"['Apin Worawiwat', 'Chavalit Chaleeraktrakoon', 'Ashish Sharma']",0,2021-12-01,Is increased flooding in Bangkok a result of rising local temperatures?,10.1016/j.hydroa.2021.100095,S2589915521000237
Journal of Hydrology X,"['Ico Broekhuizen', 'Santiago Sandoval', 'Maria Viklander']",0,2021-08-01,Performance comparison of green roof hydrological models for full-scale field sites,10.1016/j.hydroa.2021.100093,S2589915521000201
Journal of Hydrology X,"['Amina Nouhou Bako', 'Carine Lucas', 'Noémie Gaveau']",0,2021-08-01,"A unifying model framework for soil erosion, river bedload and chemical transport",10.1016/j.hydroa.2021.100082,S2589915521000092
Journal of Hydrology X,"['Olivia L. Miller', 'Annie L. Putman', 'Daniel R. Wise']",0,2021-05-01,Changing climate drives future streamflow declines and challenges in meeting water demand across the southwestern United States,10.1016/j.hydroa.2021.100074,S2589915521000018
Journal of Hydrology X,"['Zhipeng Zhu', 'Asphota Wasti', 'Patrick A. Ray']",0,2021-05-01,Techniques to evaluate the modifier process of National Weather Service flood forecasts,10.1016/j.hydroa.2020.100073,S2589915520300249
Journal of Hydrology X,"['Jannis Epting', 'Adrien Michel', 'Peter Huggenberger']",0,2021-05-01,Climate change effects on groundwater recharge and temperatures in Swiss alluvial aquifers,10.1016/j.hydroa.2020.100071,S2589915520300225
Journal of Hydrology X,"['Svenja Fischer', 'Andreas Schumann', 'Philipp Bühler']",0,2021-01-01,A statistics-based automated flood event separation,10.1016/j.hydroa.2020.100070,S2589915520300213
Journal of Hydrology X,"['H. A. Haig', 'N. M. Hayes', 'P. R. Leavitt']",0,2021-01-01,"Effects of seasonal and interannual variability in water isotopes (δ<ce:sup loc=post>2</ce:sup>H, δ<ce:sup loc=post>18</ce:sup>O) on estimates of water balance in a chain of seven prairie lakes",10.1016/j.hydroa.2020.100069,S2589915520300201
Journal of Hydrology X,"['G. Musolino', 'R. Ahmadian', 'R. A. Falconer']",0,2020-12-31,Comparison of flood hazard assessment criteria for pedestrians with a refined mechanics-based method,10.1016/j.hydroa.2020.100067,S2589915520300183
Journal of Hydrology X,"['Harm-Jan F. Benninga', 'Rogier van der Velde', 'Zhongbo Su']",0,2020-12-31,Sentinel-1 soil moisture content and its uncertainty over sparsely vegetated fields,10.1016/j.hydroa.2020.100066,S2589915520300171
Journal of Hydrology X,"['Azbina Rahman', 'Xinxuan Zhang', 'Viviana Maggioni']",0,2020-12-31,A synthetic experiment to investigate the potential of assimilating LAI through direct insertion in a land surface model,10.1016/j.hydroa.2020.100063,S2589915520300146
Journal of Hydrology X,"['Shih-Chieh Kao', 'Scott T. DeNeale', 'Meredith L. Carr']",0,2020-12-31,Variability of precipitation areal reduction factors in the conterminous United States,10.1016/j.hydroa.2020.100064,S2589915520300158
Journal of Hydrology X,"['Qianrong Ma', 'Jie Zhang', 'Shuangshuang Li']",0,2020-08-31,Spatiotemporal variability of summer precipitation and precipitation extremes and associated large-scale mechanisms in Central Asia during 1979–2018,10.1016/j.hydroa.2020.100061,S2589915520300122
Journal of Hydrology X,"['Michelle Nygren', 'Markus Giese', 'Roland Barthel']",0,2020-08-31,Changes in seasonality of groundwater level fluctuations in a temperate-cold climate transition zone,10.1016/j.hydroa.2020.100062,S2589915520300134
Journal of Hydrology X,"['Thomas Skaugen', 'Deborah Lawrence', 'Rengifo Zenon Ortega']",0,2020-08-31,A parameter parsimonious approach for catchment scale urban hydrology – Which processes are important?,10.1016/j.hydroa.2020.100060,S2589915520300110
Journal of Hydrology X,"['Michael R. Neale', 'Sybil Sharvelle', 'Chris Goemans']",0,2020-08-31,Assessing tradeoffs of strategies for urban water conservation and fit for purpose water,10.1016/j.hydroa.2020.100059,S2589915520300109
Journal of Hydrology X,"['Shinjiro Yano', 'Masahiro Yamaguchi', 'Taikan Oki']",0,2020-08-31,Using the sectoral and statistical demand to availability index to assess freshwater scarcity risk and effect of water resource management,10.1016/j.hydroa.2020.100058,S2589915520300092
Journal of Hydrology X,"['Achut Manandhar', 'Heloise Greeff', 'David A. Clifton']",0,2020-08-31,Shallow aquifer monitoring using handpump vibration data,10.1016/j.hydroa.2020.100057,S2589915520300080
Journal of Hydrology X,"['M. G. Hutchins', 'G. Harding', 'M. Loewenthal']",0,2020-08-31,Intense summer floods may induce prolonged increases in benthic respiration rates of more than one year leading to low river dissolved oxygen,10.1016/j.hydroa.2020.100056,S2589915520300079
