,journal,authors,buzz_id,date,name,doi,pii
29,Journal of Hydrology X,"['Mayu Fujino', 'Koichi Sakakibara', 'Keisuke Suzuki']",1,2023-01-01,Influence of alpine vegetation on water storage and discharge functions in an alpine headwater of Northern Japan Alps,10.1016/j.hydroa.2022.100146,S2589915522000281
30,Journal of Hydrology X,"['Kai Tsuruta', 'Markus A. Schnorbus']",1,2022-12-01,"Assessing the influence of calibration methodology and model structure on glacio-hydrological simulations in the Cheakamus River Basin, British Columbia, Canada",10.1016/j.hydroa.2022.100144,S2589915522000268
31,Journal of Hydrology X,"['Lysander Bresinsky', 'Jannes Kordilla', 'Martin Sauter']",1,2023-01-01,Variably saturated dual-permeability flow modeling to assess distributed infiltration and vadose storage dynamics of a karst aquifer – The Western Mountain Aquifer in Israel and the West Bank,10.1016/j.hydroa.2022.100143,S2589915522000256
32,Journal of Hydrology X,"['Olga Yu. Lavrova', 'Anna I. Ginzburg', 'Tatiana Yu. Bocharova']",1,2022-12-01,Interannual variability of ice cover in the Caspian Sea,10.1016/j.hydroa.2022.100145,S258991552200027X
33,Journal of Hydrology X,"['Brigitta Czauner', 'Anita Erőss', 'Judit Mádl-Szőnyi']",1,2022-12-01,"From basin-scale groundwater flow to integrated geofluid research in the hydrogeology research group of Eötvös Loránd University, Hungary",10.1016/j.hydroa.2022.100142,S2589915522000244
34,Journal of Hydrology X,"['Sarah H. Ledford', 'Martin Briggs', 'Margaret A. Zimmer']",1,2022-12-01,Connecting diverse disciplines to improve understanding of surface water-groundwater interactions,10.1016/j.hydroa.2022.100141,S2589915522000232
35,Journal of Hydrology X,"['Jannis Epting', 'Love Råman Vinnå', 'Stefan Scheidler']",1,2022-12-01,Impacts of climate change on Swiss alluvial aquifers – A quantitative forecast focused on natural and artificial groundwater recharge by surface water infiltration,10.1016/j.hydroa.2022.100140,S2589915522000220
36,Journal of Hydrology X,"['Junyu Qi', 'Sheng Li', 'Fan-Rui Meng']",1,2022-12-01,Impacts of sampling frequency on the estimation accuracy of exceedance for suspended solids and nitrates in streams in small to medium-sized watersheds,10.1016/j.hydroa.2022.100139,S2589915522000219
37,Journal of Hydrology X,"['Roy Sando', 'Kristin L. Jaeger', 'Alden Shallcross']",1,2022-12-01,Predictions and drivers of sub-reach-scale annual streamflow permanence for the upper Missouri River basin: 1989–2018,10.1016/j.hydroa.2022.100138,S2589915522000207
38,Journal of Hydrology X,"['Paul Schot', 'Jack Beard', 'Jasper Griffioen']",1,2022-12-01,Adapting classical water quality diagrams for ecohydrological and policy applications,10.1016/j.hydroa.2022.100137,S2589915522000190
39,Journal of Hydrology X,"['Jared E. Siegel', 'Aimee H. Fullerton', 'Chris E. Jordan']",1,2022-12-01,Accounting for snowpack and time-varying lags in statistical models of stream temperature,10.1016/j.hydroa.2022.100136,S2589915522000189
40,Journal of Hydrology X,"['Admin Husic', 'Nabil Al-Aamery', 'James F. Fox']",1,2022-12-01,"Simulating hydrologic pathway contributions in fluvial and karst settings: An evaluation of conceptual, physically-based, and deep learning modeling approaches",10.1016/j.hydroa.2022.100134,S2589915522000165
41,Journal of Hydrology X,"['Taha B. M. J. Ouarda', 'Christian Charron', 'André St-Hilaire']",1,2022-12-01,Regional estimation of river water temperature at ungauged locations,10.1016/j.hydroa.2022.100133,S2589915522000153
42,Journal of Hydrology X,"['Alberto Casillas-Trasvina', 'Bart Rogiers', 'Kristine Walraevens']",1,2022-12-01,"Using helium-4, tritium, carbon-14 and other hydrogeochemical evidence to evaluate the groundwater age distribution: The case of the Neogene aquifer, Belgium",10.1016/j.hydroa.2022.100132,S2589915522000141
43,Journal of Hydrology X,"['Francesco Marra', 'Vincenzo Levizzani', 'Elsa Cattani']",1,2022-08-01,Changes in extreme daily precipitation over Africa: Insights from a non-asymptotic statistical approach,10.1016/j.hydroa.2022.100130,S2589915522000128
44,Journal of Hydrology X,"['Xuefeng Xu', 'Xuliang Li', 'Jie Tian']",1,2022-08-01,WITHDRAWN: Development of a simple Budyko-based framework for the simulation and attribution of ET variability in dry regions,10.1016/j.hydroa.2022.100128,S2589915522000104
45,Journal of Hydrology X,['C. V. Castro'],1,2022-08-01,"Optimizing nature-based solutions by combining social equity, hydro-environmental performance, and economic costs through a novel Gini coefficient",10.1016/j.hydroa.2022.100127,S2589915522000098
46,Journal of Hydrology X,"['Wout Hanckmann', 'Thomas Sweijen', 'Alraune Zech']",1,2022-05-01,Complex wave propagation from open water bodies into aquifers: A fast analytical approach,10.1016/j.hydroa.2022.100125,S2589915522000074
47,Journal of Hydrology X,"['Jordyn M. Wolfand', 'Kristine T. Taniguchi-Quan', 'Terri S. Hogue']",1,2022-05-01,Balancing water reuse and ecological support goals in an effluent dominated river,10.1016/j.hydroa.2022.100124,S2589915522000062
48,Journal of Hydrology X,"['Florentin Hofmeister', 'Leonardo F. Arias-Rodriguez', 'Gabriele Chiogna']",1,2022-05-01,Intercomparison of Sentinel-2 and modelled snow cover maps in a high-elevation Alpine catchment,10.1016/j.hydroa.2022.100123,S2589915522000050
49,Journal of Hydrology X,"['Ivan Vorobevskii', 'Rico Kronenberg', 'Christian Bernhofer']",1,2022-05-01,"Linking different drought types in a small catchment from a statistical perspective – Case study of the Wernersbach catchment, Germany",10.1016/j.hydroa.2022.100122,S2589915522000049
50,Journal of Hydrology X,"['Sarah H. Ledford', 'Martin Briggs', 'Margaret A. Zimmer']",2,2022-12-01,Connecting diverse disciplines to improve understanding of surface water-groundwater interactions,10.1016/j.hydroa.2022.100141,S2589915522000232
51,Journal of Hydrology X,"['Apin Worawiwat', 'Chavalit Chaleeraktrakoon', 'Ashish Sharma']",2,2021-12-01,Is increased flooding in Bangkok a result of rising local temperatures?,10.1016/j.hydroa.2021.100095,S2589915521000237
52,Journal of Hydrology X,"['Laila C. Søberg', 'Maria Viklander', 'Annelie Hedström']",2,2019-04-30,"Reduction of <ce:italic>Escherichia coli</ce:italic>, <ce:italic>Enterococcus faecalis</ce:italic> and <ce:italic>Pseudomonas aeruginosa</ce:italic> in stormwater bioretention: Effect of drying, temperature and submerged zone",10.1016/j.hydroa.2019.100025,S2589915519300094
53,Journal of Hydrology X,"['Samantha H. Hartke', 'Daniel B. Wright', 'Aline S. Falck']",3,2023-01-01,Incorporating IMERG satellite precipitation uncertainty into seasonal and peak streamflow predictions using the Hillslope Link hydrological model,10.1016/j.hydroa.2023.100148,S2589915523000019
54,Journal of Hydrology X,"['Lysander Bresinsky', 'Jannes Kordilla', 'Martin Sauter']",3,2023-01-01,Variably saturated dual-permeability flow modeling to assess distributed infiltration and vadose storage dynamics of a karst aquifer – The Western Mountain Aquifer in Israel and the West Bank,10.1016/j.hydroa.2022.100143,S2589915522000256
55,Journal of Hydrology X,"['Sarah H. Ledford', 'Martin Briggs', 'Margaret A. Zimmer']",3,2022-12-01,Connecting diverse disciplines to improve understanding of surface water-groundwater interactions,10.1016/j.hydroa.2022.100141,S2589915522000232
56,Journal of Hydrology X,"['Jannis Epting', 'Love Råman Vinnå', 'Stefan Scheidler']",3,2022-12-01,Impacts of climate change on Swiss alluvial aquifers – A quantitative forecast focused on natural and artificial groundwater recharge by surface water infiltration,10.1016/j.hydroa.2022.100140,S2589915522000220
57,Journal of Hydrology X,"['Francesco Marra', 'Vincenzo Levizzani', 'Elsa Cattani']",3,2022-08-01,Changes in extreme daily precipitation over Africa: Insights from a non-asymptotic statistical approach,10.1016/j.hydroa.2022.100130,S2589915522000128
58,Journal of Hydrology X,"['Florentin Hofmeister', 'Leonardo F. Arias-Rodriguez', 'Gabriele Chiogna']",3,2022-05-01,Intercomparison of Sentinel-2 and modelled snow cover maps in a high-elevation Alpine catchment,10.1016/j.hydroa.2022.100123,S2589915522000050
59,Journal of Hydrology X,"['Ivan Vorobevskii', 'Rico Kronenberg', 'Christian Bernhofer']",3,2022-05-01,"Linking different drought types in a small catchment from a statistical perspective – Case study of the Wernersbach catchment, Germany",10.1016/j.hydroa.2022.100122,S2589915522000049
60,Journal of Hydrology X,"['Mary Rose P. Gabuyo', 'Fernando P. Siringan']",3,2022-01-01,Utility of low-cost recreational-grade echosounders in imaging and characterizing bubbly coastal submarine groundwater discharge,10.1016/j.hydroa.2021.100118,S2589915521000468
61,Journal of Hydrology X,"['David Bretreger', 'In-Young Yeo', 'Greg Hancock']",3,2021-12-01,"Remote sensing’s role in improving transboundary water regulation and compliance: The Murray-Darling Basin, Australia",10.1016/j.hydroa.2021.100112,S2589915521000407
62,Journal of Hydrology X,"['Witold F. Krajewski', 'Ganesh R. Ghimire', 'Ricardo Mantilla']",3,2021-12-01,Real-time streamflow forecasting: AI vs. Hydrologic insights,10.1016/j.hydroa.2021.100110,S2589915521000389
63,Journal of Hydrology X,"['Tasnuva Rouf', 'Manuela Girotto', 'Viviana Maggioni']",3,2021-12-01,Assimilating satellite-based soil moisture observations in a land surface model: The effect of spatial resolution,10.1016/j.hydroa.2021.100105,S258991552100033X
64,Journal of Hydrology X,"['Pierre Jeanne', 'Yves Guglielmi', 'Hiroyuki Umeki']",3,2021-12-01,Evaluation of faults stability due to passing seismic waves: Study case of groundwater level changes induced by the 2011 Tohoku earthquake in Central Japan,10.1016/j.hydroa.2021.100103,S2589915521000316
65,Journal of Hydrology X,"['Ico Broekhuizen', 'Santiago Sandoval', 'Maria Viklander']",3,2021-08-01,Performance comparison of green roof hydrological models for full-scale field sites,10.1016/j.hydroa.2021.100093,S2589915521000201
66,Journal of Hydrology X,"['Zhipeng Zhu', 'Asphota Wasti', 'Patrick A. Ray']",3,2021-05-01,Techniques to evaluate the modifier process of National Weather Service flood forecasts,10.1016/j.hydroa.2020.100073,S2589915520300249
67,Journal of Hydrology X,"['Jannis Epting', 'Adrien Michel', 'Peter Huggenberger']",3,2021-05-01,Climate change effects on groundwater recharge and temperatures in Swiss alluvial aquifers,10.1016/j.hydroa.2020.100071,S2589915520300225
68,Journal of Hydrology X,"['Harm-Jan F. Benninga', 'Rogier van der Velde', 'Zhongbo Su']",3,2020-12-31,Sentinel-1 soil moisture content and its uncertainty over sparsely vegetated fields,10.1016/j.hydroa.2020.100066,S2589915520300171
69,Journal of Hydrology X,"['Michael R. Neale', 'Sybil Sharvelle', 'Chris Goemans']",3,2020-08-31,Assessing tradeoffs of strategies for urban water conservation and fit for purpose water,10.1016/j.hydroa.2020.100059,S2589915520300109
70,Journal of Hydrology X,"['Achut Manandhar', 'Heloise Greeff', 'David A. Clifton']",3,2020-08-31,Shallow aquifer monitoring using handpump vibration data,10.1016/j.hydroa.2020.100057,S2589915520300080
71,Journal of Hydrology X,"['M. G. Hutchins', 'G. Harding', 'M. Loewenthal']",3,2020-08-31,Intense summer floods may induce prolonged increases in benthic respiration rates of more than one year leading to low river dissolved oxygen,10.1016/j.hydroa.2020.100056,S2589915520300079
72,Journal of Hydrology X,"['B. De la Torre', 'M. Mudarra', 'B. Andreo']",3,2020-01-31,Investigating karst aquifers in tectonically complex alpine areas coupling geological and hydrogeological methods,10.1016/j.hydroa.2019.100047,S2589915519300318
73,Journal of Hydrology X,"['Michiel Pezij', 'Denie C. M. Augustijn', 'Suzanne J. M. H. Hulscher']",3,2019-07-31,State updating of root zone soil moisture estimates of an unsaturated zone metamodel for operational water resources management,10.1016/j.hydroa.2019.100040,S2589915519300240
74,Journal of Hydrology X,"['Vince P. Kaandorp', 'Pieter J. Doornenbal', 'Perry G. B. de Louw']",3,2019-04-30,Temperature buffering by groundwater in ecologically valuable lowland streams under current and future climate conditions,10.1016/j.hydroa.2019.100031,S258991551930015X
75,Journal of Hydrology X,"['Ayan Fleischmann', 'Rodrigo Paiva', 'Walter Collischonn']",3,2019-04-30,Can regional to continental river hydrodynamic models be locally relevant? A cross-scale comparison,10.1016/j.hydroa.2019.100027,S2589915519300112
76,Journal of Hydrology X,"['E. Essouayed', 'M. D. Annable', 'O. Atteia']",3,2019-01-31,An innovative tool for groundwater velocity measurement compared with other tools in laboratory and field tests,10.1016/j.hydroa.2018.100008,S2589915518300087
77,Journal of Hydrology X,"['K. L. Jaeger', 'R. Sando', 'K. W. Blasch']",3,2019-01-31,Probability of Streamflow Permanence Model (PROSPER): A spatially continuous model of annual streamflow permanence throughout the Pacific Northwest,10.1016/j.hydroa.2018.100005,S2589915518300051
78,Journal of Hydrology X,"['Samantha H. Hartke', 'Daniel B. Wright', 'Aline S. Falck']",4,2023-01-01,Incorporating IMERG satellite precipitation uncertainty into seasonal and peak streamflow predictions using the Hillslope Link hydrological model,10.1016/j.hydroa.2023.100148,S2589915523000019
79,Journal of Hydrology X,"['Lysander Bresinsky', 'Jannes Kordilla', 'Martin Sauter']",4,2023-01-01,Variably saturated dual-permeability flow modeling to assess distributed infiltration and vadose storage dynamics of a karst aquifer – The Western Mountain Aquifer in Israel and the West Bank,10.1016/j.hydroa.2022.100143,S2589915522000256
80,Journal of Hydrology X,"['Jared E. Siegel', 'Aimee H. Fullerton', 'Chris E. Jordan']",4,2022-12-01,Accounting for snowpack and time-varying lags in statistical models of stream temperature,10.1016/j.hydroa.2022.100136,S2589915522000189
81,Journal of Hydrology X,"['Alberto Casillas-Trasvina', 'Bart Rogiers', 'Kristine Walraevens']",4,2022-12-01,"Using helium-4, tritium, carbon-14 and other hydrogeochemical evidence to evaluate the groundwater age distribution: The case of the Neogene aquifer, Belgium",10.1016/j.hydroa.2022.100132,S2589915522000141
82,Journal of Hydrology X,['C. V. Castro'],4,2022-08-01,"Optimizing nature-based solutions by combining social equity, hydro-environmental performance, and economic costs through a novel Gini coefficient",10.1016/j.hydroa.2022.100127,S2589915522000098
83,Journal of Hydrology X,"['Jordyn M. Wolfand', 'Kristine T. Taniguchi-Quan', 'Terri S. Hogue']",4,2022-05-01,Balancing water reuse and ecological support goals in an effluent dominated river,10.1016/j.hydroa.2022.100124,S2589915522000062
84,Journal of Hydrology X,"['Florentin Hofmeister', 'Leonardo F. Arias-Rodriguez', 'Gabriele Chiogna']",4,2022-05-01,Intercomparison of Sentinel-2 and modelled snow cover maps in a high-elevation Alpine catchment,10.1016/j.hydroa.2022.100123,S2589915522000050
85,Journal of Hydrology X,"['Ivan Vorobevskii', 'Rico Kronenberg', 'Christian Bernhofer']",4,2022-05-01,"Linking different drought types in a small catchment from a statistical perspective – Case study of the Wernersbach catchment, Germany",10.1016/j.hydroa.2022.100122,S2589915522000049
86,Journal of Hydrology X,"['Prabin Rokaya', 'Karl-Erich Lindenschmidt', 'Martyn Clark']",4,2022-05-01,Modelling of ice jam floods under past and future climates: A review,10.1016/j.hydroa.2022.100120,S2589915522000025
87,Journal of Hydrology X,"['Michael H. Wimmer', 'Markus Hollaus', 'Norbert Pfeifer']",4,2021-12-01,Processing of nationwide topographic data for ensuring consistent river network representation,10.1016/j.hydroa.2021.100106,S2589915521000341
88,Journal of Hydrology X,"['Ico Broekhuizen', 'Tone M. Muthanna', 'Maria Viklander']",4,2019-11-30,Urban drainage models for green areas: Structural differences and their effects on simulated runoff,10.1016/j.hydroa.2019.100044,S2589915519300288
89,Journal of Hydrology X,"['Michiel Pezij', 'Denie C. M. Augustijn', 'Suzanne J. M. H. Hulscher']",4,2019-07-31,State updating of root zone soil moisture estimates of an unsaturated zone metamodel for operational water resources management,10.1016/j.hydroa.2019.100040,S2589915519300240
90,Journal of Hydrology X,"['Marc-André Bourgault', 'Marie Larocque', 'Michelle Garneau']",4,2019-07-31,How do hydrogeological setting and meteorological conditions influence water table depth and fluctuations in ombrotrophic peatlands?,10.1016/j.hydroa.2019.100032,S2589915519300161
91,Journal of Hydrology X,"['Renjie Zhou', 'Hongbin Zhan', 'Xin Peng']",4,2018-12-01,Transport in a fully coupled asymmetric stratified system: Comparison of scale dependent and independent dispersion schemes,10.1016/j.hydroa.2018.10.001,S2589915518300014
92,Journal of Hydrology X,"['Alberto Casillas-Trasvina', 'Bart Rogiers', 'Kristine Walraevens']",5,2022-12-01,"Using helium-4, tritium, carbon-14 and other hydrogeochemical evidence to evaluate the groundwater age distribution: The case of the Neogene aquifer, Belgium",10.1016/j.hydroa.2022.100132,S2589915522000141
93,Journal of Hydrology X,['C. V. Castro'],5,2022-08-01,"Optimizing nature-based solutions by combining social equity, hydro-environmental performance, and economic costs through a novel Gini coefficient",10.1016/j.hydroa.2022.100127,S2589915522000098
94,Journal of Hydrology X,"['Prabin Rokaya', 'Karl-Erich Lindenschmidt', 'Martyn Clark']",5,2022-05-01,Modelling of ice jam floods under past and future climates: A review,10.1016/j.hydroa.2022.100120,S2589915522000025
95,Journal of Hydrology X,"['Michael H. Wimmer', 'Markus Hollaus', 'Norbert Pfeifer']",5,2021-12-01,Processing of nationwide topographic data for ensuring consistent river network representation,10.1016/j.hydroa.2021.100106,S2589915521000341
96,Journal of Hydrology X,"['Amina Nouhou Bako', 'Carine Lucas', 'Noémie Gaveau']",5,2021-08-01,"A unifying model framework for soil erosion, river bedload and chemical transport",10.1016/j.hydroa.2021.100082,S2589915521000092
97,Journal of Hydrology X,"['Stéphanie Musy', 'Guillaume Meyzonnat', 'Roland Purtschert']",5,2021-05-01,In-situ sampling for krypton-85 groundwater dating,10.1016/j.hydroa.2021.100075,S258991552100002X
98,Journal of Hydrology X,"['M. Musgrove', 'J. E. Solder', 'J. T. Wilson']",5,2019-07-31,"Timescales of water-quality change in a karst aquifer, south-central Texas",10.1016/j.hydroa.2019.100041,S2589915519300252
99,Journal of Hydrology X,"['DongJoo Joung', 'Laodong Guo', 'Alan M. Shiller']",5,2019-01-31,"Role of the Atchafalaya River Basin in regulating export fluxes of dissolved organic carbon, nutrients, and trace elements to the Louisiana Shelf",10.1016/j.hydroa.2019.100018,S2589915519300021
100,Journal of Hydrology X,"['Renjie Zhou', 'Hongbin Zhan', 'Xin Peng']",5,2018-12-01,Transport in a fully coupled asymmetric stratified system: Comparison of scale dependent and independent dispersion schemes,10.1016/j.hydroa.2018.10.001,S2589915518300014
101,Journal of Hydrology X,"['Jenniver Sehring', 'Rozemarijn ter Horst', 'Alexandra Said']",6,2023-03-24,"Water diplomacy: A man’s world? Insights from the Nile, Rhine and Chu-Talas basins",10.1016/j.hydroa.2023.100152,S2589915523000056
102,Journal of Hydrology X,"['Omar Cenobio-Cruz', 'Pere Quintana-Seguí', 'Santiago Beguería']",6,2023-01-01,Improvement of low flows simulation in the SASER hydrological modeling chain,10.1016/j.hydroa.2022.100147,S2589915522000293
103,Journal of Hydrology X,"['Mayu Fujino', 'Koichi Sakakibara', 'Keisuke Suzuki']",6,2023-01-01,Influence of alpine vegetation on water storage and discharge functions in an alpine headwater of Northern Japan Alps,10.1016/j.hydroa.2022.100146,S2589915522000281
104,Journal of Hydrology X,"['Olga Yu. Lavrova', 'Anna I. Ginzburg', 'Tatiana Yu. Bocharova']",6,2022-12-01,Interannual variability of ice cover in the Caspian Sea,10.1016/j.hydroa.2022.100145,S258991552200027X
105,Journal of Hydrology X,"['Brigitta Czauner', 'Anita Erőss', 'Judit Mádl-Szőnyi']",6,2022-12-01,"From basin-scale groundwater flow to integrated geofluid research in the hydrogeology research group of Eötvös Loránd University, Hungary",10.1016/j.hydroa.2022.100142,S2589915522000244
106,Journal of Hydrology X,"['Sarah H. Ledford', 'Martin Briggs', 'Margaret A. Zimmer']",6,2022-12-01,Connecting diverse disciplines to improve understanding of surface water-groundwater interactions,10.1016/j.hydroa.2022.100141,S2589915522000232
107,Journal of Hydrology X,"['Jannis Epting', 'Love Råman Vinnå', 'Stefan Scheidler']",6,2022-12-01,Impacts of climate change on Swiss alluvial aquifers – A quantitative forecast focused on natural and artificial groundwater recharge by surface water infiltration,10.1016/j.hydroa.2022.100140,S2589915522000220
108,Journal of Hydrology X,"['Junyu Qi', 'Sheng Li', 'Fan-Rui Meng']",6,2022-12-01,Impacts of sampling frequency on the estimation accuracy of exceedance for suspended solids and nitrates in streams in small to medium-sized watersheds,10.1016/j.hydroa.2022.100139,S2589915522000219
109,Journal of Hydrology X,"['Roy Sando', 'Kristin L. Jaeger', 'Alden Shallcross']",6,2022-12-01,Predictions and drivers of sub-reach-scale annual streamflow permanence for the upper Missouri River basin: 1989–2018,10.1016/j.hydroa.2022.100138,S2589915522000207
110,Journal of Hydrology X,"['Jared E. Siegel', 'Aimee H. Fullerton', 'Chris E. Jordan']",6,2022-12-01,Accounting for snowpack and time-varying lags in statistical models of stream temperature,10.1016/j.hydroa.2022.100136,S2589915522000189
111,Journal of Hydrology X,"['Admin Husic', 'Nabil Al-Aamery', 'James F. Fox']",6,2022-12-01,"Simulating hydrologic pathway contributions in fluvial and karst settings: An evaluation of conceptual, physically-based, and deep learning modeling approaches",10.1016/j.hydroa.2022.100134,S2589915522000165
