journal,authors,buzz_id,date,name,doi,pii
Journal of Hydrology: Regional Studies,"['Song-Yue Yang', 'Wei-Ting Chen', 'Bing-Chen Jhong']",0,2023-08-31,"Adaptation strategy with public space for pluvial flood risk mitigation in a densely populated city: A case study in Huwei, Taiwan",10.1016/j.ejrh.2023.101452,S2214581823001398
Journal of Hydrology: Regional Studies,"['Zhaoyu Dong', 'Baisha Weng', 'Hao Wang']",0,2023-08-31,Applicability evaluation of three improved temperature vegetation dryness indices in High Mountain Asia,10.1016/j.ejrh.2023.101464,S2214581823001519
Journal of Hydrology: Regional Studies,"['José Martínez-Fernández', 'Eugenio Molina-Navarro', 'Laura Almendra-Martín']",0,2023-08-31,SWAT soil moisture assessment under Mediterranean conditions: An intercomparison analysis in the Henares basin (Spain),10.1016/j.ejrh.2023.101460,S2214581823001477
Journal of Hydrology: Regional Studies,"['Mingwei Ma', 'Mingming Ren', 'Yanwei Sun']",0,2023-08-31,"Nonstationary quantity-duration-frequency (QDF) relationships of lowflow in the source area of the Yellow River basin, China",10.1016/j.ejrh.2023.101450,S2214581823001374
Journal of Hydrology: Regional Studies,"['Yao Wu', 'Hanyu Ju', 'Yingna Sun']",0,2023-08-31,Increasing flood risk under climate change and social development in the Second Songhua River basin in Northeast China,10.1016/j.ejrh.2023.101459,S2214581823001465
Journal of Hydrology: Regional Studies,"['Xinghai Yang', 'Linguo Yuan', 'Changhai Li']",0,2023-08-31,Investigating terrestrial water storage changes in Southwest China by integrating GNSS and GRACE/GRACE-FO observations,10.1016/j.ejrh.2023.101457,S2214581823001441
Journal of Hydrology: Regional Studies,"['Jun Hou', 'Denghua Yan', 'Zhilei Yu']",0,2023-08-31,Attribution identification of natural runoff variation in the Yiluo River Basin,10.1016/j.ejrh.2023.101455,S2214581823001428
Journal of Hydrology: Regional Studies,"['Zhen Huang', 'Yan-Fang Sang', 'Vijay P. Singh']",0,2023-08-31,Clarification of dominating drivers for streamflow changes in the upper reach of Mekong River Basin,10.1016/j.ejrh.2023.101456,S221458182300143X
Journal of Hydrology: Regional Studies,"['Ali Torabi Haghighi', 'Mahdi Akbari', 'Bjørn Kløve']",0,2023-08-31,The impact of Turkey’s water resources development on the flow regime of the Tigris River in Iraq,10.1016/j.ejrh.2023.101454,S2214581823001416
Journal of Hydrology: Regional Studies,"['Jingxuan Sun', 'Wei Chen', 'Zheng Song']",0,2023-08-31,Roles of reservoirs in regulating basin flood and droughts risks under climate change: Historical assessment and future projection,10.1016/j.ejrh.2023.101453,S2214581823001404
Journal of Hydrology: Regional Studies,"['Milan Fischer', 'Petr Pavlík', 'Miroslav Trnka']",0,2023-08-31,Attributing the drivers of runoff decline in the Thaya river basin,10.1016/j.ejrh.2023.101436,S2214581823001234
Journal of Hydrology: Regional Studies,"['Bowen Sun', 'Wenning Sun', 'Xiaobo Liu']",0,2023-08-31,Multi-approach framework to estimate the mass flux at the sediment-water interface based on the effective diffusivity coefficient: A case study of the largest lake in North China,10.1016/j.ejrh.2023.101449,S2214581823001362
Journal of Hydrology: Regional Studies,"['Helge Bormann', 'Jenny Kebschull']",0,2023-08-31,Model based estimation of climate change impacts on the drainage demand of low lying coastal areas in Northwest Germany along the North Sea,10.1016/j.ejrh.2023.101451,S2214581823001386
Journal of Hydrology: Regional Studies,"['Juan F. Farfán', 'Luis Cea']",0,2023-06-30,Regional streamflow prediction in northwest Spain: A comparative analysis of regionalisation schemes,10.1016/j.ejrh.2023.101427,S2214581823001143
Journal of Hydrology: Regional Studies,"['Leonard O. Ohenhen', 'Micah Mayle', 'Estella A. Atekwana']",0,2023-06-30,"Exploring for groundwater in sub-Saharan Africa: Insights from integrated geophysical characterization of a weathered basement aquifer system, central Malawi",10.1016/j.ejrh.2023.101433,S2214581823001209
Journal of Hydrology: Regional Studies,"['Jiarui Yu', 'Lei Zou', 'Lingfeng Zuo']",0,2023-06-30,"A multi-dimensional framework for improving flood risk assessment: Application in the Han River Basin, China",10.1016/j.ejrh.2023.101434,S2214581823001210
Journal of Hydrology: Regional Studies,"['Xikun Wei', 'Guojie Wang', 'Zheng Duan']",0,2023-06-30,Evaluation of Transformer model and Self-Attention mechanism in the Yangtze River basin runoff prediction,10.1016/j.ejrh.2023.101438,S2214581823001258
Journal of Hydrology: Regional Studies,"['Junming Hao', 'Peiqian Jia', 'Mingli Zhang']",0,2023-06-30,Numerical analysis of the impacts of rainfall on permafrost-related slope stability on the Qinghai–Tibet Plateau,10.1016/j.ejrh.2023.101439,S221458182300126X
Journal of Hydrology: Regional Studies,"['Thanh Duc Dang', 'Mauricio E. Arias', 'Qiong Zhang']",0,2023-06-30,"Modeling temporal and spatial variations of biogeochemical processes in a large subtropical lake: Assessing alternative solutions to algal blooms in Lake Okeechobee, Florida",10.1016/j.ejrh.2023.101441,S2214581823001283
Journal of Hydrology: Regional Studies,"['Sumriti Ranjan Patra', 'Hone-Jay Chu', ' Tatas']",0,2023-06-30,Regional groundwater sequential forecasting using global and local LSTM models,10.1016/j.ejrh.2023.101442,S2214581823001295
Journal of Hydrology: Regional Studies,"['Hanxu Liang', 'Dan Zhang', 'Hengli Wang']",0,2023-06-30,Quantifying future water and energy security in the source area of the western route of China’s South-to-North water diversion project within the context of climatic and societal changes,10.1016/j.ejrh.2023.101443,S2214581823001301
Journal of Hydrology: Regional Studies,"['Huiru Jiang', 'Yonghong Yi', 'Binrong Zhou']",0,2023-06-30,Characterizing precipitation uncertainties in a high-altitudinal permafrost watershed of the Tibetan plateau based on regional water balance and hydrological model simulations,10.1016/j.ejrh.2023.101445,S2214581823001325
Journal of Hydrology: Regional Studies,"['Jitao Zhou', 'Xiaofeng Wang', 'Wenjie Yao']",0,2023-06-30,An approach to select optimum inputs for hydrological modeling to improve simulation accuracy in data-scarce regions,10.1016/j.ejrh.2023.101447,S2214581823001349
Journal of Hydrology: Regional Studies,"['Benjamin S. Linhoff', 'Kimberly R. Beisner', 'Zachary M. Shephard']",0,2023-06-30,Water quality at Chaco Culture National Historical Park and the potential effects of hydrocarbon extraction,10.1016/j.ejrh.2023.101430,S2214581823001179
Journal of Hydrology: Regional Studies,"['Charles Nduhiu Wamucii', 'Adriaan J. Teuling', 'Pieter R. van Oel']",0,2023-06-30,"Human influence on water availability variations in the upper Ewaso Ng’iro river basin, Kenya",10.1016/j.ejrh.2023.101432,S2214581823001192
Journal of Hydrology: Regional Studies,"['Xiaofeng Wang', 'You Tu', 'Zechong Sun']",0,2023-06-30,Coupled vegetation-climate dominates the evapotranspiration variability of Forest Protection Project,10.1016/j.ejrh.2023.101431,S2214581823001180
Journal of Hydrology: Regional Studies,"['Rui Tan', 'Zhaocai Wang', 'Junhao Wu']",0,2023-06-30,"A data-driven model for water quality prediction in Tai Lake, China, using secondary modal decomposition with multidimensional external features",10.1016/j.ejrh.2023.101435,S2214581823001222
Journal of Hydrology: Regional Studies,"['Ismail Abd-Elaty', 'Alban Kuriqi', 'Abdelaziz El Shinawi']",0,2023-06-30,Mitigation of urban waterlogging from flash floods hazards in vulnerable watersheds,10.1016/j.ejrh.2023.101429,S2214581823001167
Journal of Hydrology: Regional Studies,"['Xiaobo Zhai', 'Yongping Li', 'Yanfeng Li']",0,2023-06-30,Assessment of the potential impacts of climate changes on Syr Darya watershed: A hybrid ensemble analysis method,10.1016/j.ejrh.2023.101415,S2214581823001027
Journal of Hydrology: Regional Studies,"['Marta Jemeļjanova', 'Raoul A. Collenteur', 'Andis Kalvāns']",0,2023-06-30,Modeling hydraulic heads with impulse response functions in different environmental settings of the Baltic countries,10.1016/j.ejrh.2023.101416,S2214581823001039
Journal of Hydrology: Regional Studies,"['Yuannan Long', 'Wenwu Chen', 'Xiaofeng Wen']",0,2023-06-30,Improving streamflow simulation in Dongting Lake Basin by coupling hydrological and hydrodynamic models and considering water yields in data-scarce areas,10.1016/j.ejrh.2023.101420,S2214581823001076
Journal of Hydrology: Regional Studies,"['Rodrigo Rojas', 'Dennis Gonzalez', 'Guobin Fu']",0,2023-06-30,"Resilience, stress and sustainability of alluvial aquifers in the Murray-Darling Basin, Australia: Opportunities for groundwater management",10.1016/j.ejrh.2023.101419,S2214581823001064
Journal of Hydrology: Regional Studies,"['Fengyi Zhang', 'Zening Wu', 'Huiliang Wang']",0,2023-06-30,Water resources allocation based on water resources supply-demand forecast and comprehensive values of water resources,10.1016/j.ejrh.2023.101421,S2214581823001088
Journal of Hydrology: Regional Studies,"['Nengfang Chao', 'Jiangyuan Wang', 'Guichong Ouyang']",0,2023-06-30,Multi-Lagrange multiplier method to improve the region-specific GRACE estimation of water storage change in eleven sub-basins of the Yangtze River,10.1016/j.ejrh.2023.101426,S2214581823001131
Journal of Hydrology: Regional Studies,"['Wyeth Wunderlich', 'Margaret Lang', 'Jasper Oshun']",0,2023-06-30,The role of peat-forming bofedales in sustaining baseflow in the humid puna,10.1016/j.ejrh.2023.101394,S2214581823000812
Journal of Hydrology: Regional Studies,"['Bérenger Koffi', 'Alexis Loukou Brou', 'Kouakou Lazare Kouassi']",0,2023-06-30,"Impact of climate and land use/land cover change on Lobo reservoir inflow, West-Central of Côte d'Ivoire",10.1016/j.ejrh.2023.101417,S2214581823001040
Journal of Hydrology: Regional Studies,"['Lei Wen', 'Zhongbo Yu', 'Changjun Liu']",0,2023-06-30,Factors influencing calibration of a semi-distributed mixed runoff hydrological model: A study on nine small mountain catchments in China,10.1016/j.ejrh.2023.101418,S2214581823001052
