affiliation,citations
60015875,32.0
60068688,32.0
109703374,32.0
60017997,32.0
60111732,32.0
60002014,32.0
60029194,32.0
60002488,32.0
60210089,32.0
60031209,32.0
120896997,32.0
60083270,32.0
60106051,32.0
60071834,32.0
117674540,32.0
60005686,32.0
60117841,32.0
60010104,32.0
60019471,32.0
60027856,32.0
100477435,32.0
114784740,32.0
60103561,32.0
60089339,32.0
119850080,32.0
121066915,32.0
60027646,31.0
60078111,31.0
60016590,31.0
122474131,31.0
60015466,31.0
60008221,31.0
60029747,31.0
60009914,31.0
60099073,31.0
60000762,31.0
123665461,31.0
60015407,31.0
112930027,31.0
119074750,31.0
60029457,31.0
125561728,31.0
60187486,31.0
60138276,31.0
125295547,31.0
60102471,31.0
60023075,31.0
60007801,31.0
60087286,31.0
109526389,31.0
60072320,30.0
60021285,30.0
60109868,30.0
60023998,30.0
112108112,30.0
60006793,30.0
60105799,30.0
60018123,30.0
60010110,30.0
60068705,30.0
60085173,30.0
60027844,30.0
119761032,30.0
60080064,30.0
60021227,30.0
60274346,30.0
60018789,30.0
60071452,30.0
60070791,30.0
60224974,30.0
60012007,30.0
60031419,30.0
60008721,30.0
60011883,30.0
115289555,30.0
121513491,30.0
60048669,30.0
120707961,30.0
60011324,29.0
60103368,29.0
112910584,29.0
123993870,29.0
60024872,29.0
60031330,29.0
60020059,29.0
60005813,29.0
60078566,29.0
60032256,29.0
60093785,29.0
60023643,29.0
60111712,29.0
60005096,29.0
60027315,29.0
60025301,29.0
60042595,29.0
60017383,29.0
60001166,29.0
60023005,29.0
118483014,29.0
60005803,29.0
60018273,29.0
60115252,29.0
110006141,29.0
60004680,29.0
60068750,29.0
123988556,29.0
117551310,29.0
60110514,29.0
60008524,29.0
60107554,29.0
121063491,29.0
60001278,29.0
60032330,29.0
60268364,29.0
60007525,29.0
60028426,28.0
60092860,28.0
60027012,28.0
60000521,28.0
60016809,28.0
100320134,28.0
101735963,28.0
60074033,28.0
60013268,28.0
115296764,28.0
60015331,28.0
60002442,28.0
113748820,28.0
60112043,28.0
60107602,28.0
60013575,28.0
60015016,28.0
60117574,28.0
60014318,28.0
60116800,28.0
126157968,28.0
100352662,28.0
60010545,28.0
60118236,28.0
125286183,28.0
60018363,28.0
60083109,28.0
60005603,28.0
60069717,28.0
60024758,28.0
120720542,28.0
60028897,27.0
60011484,27.0
105995534,27.0
60011476,27.0
60141090,27.0
125884661,27.0
122697345,27.0
126278763,27.0
60024427,27.0
60102426,27.0
60159938,27.0
60108579,27.0
126545403,27.0
60000061,27.0
60070813,27.0
106034068,27.0
60195987,27.0
114299218,27.0
60055012,27.0
60071600,27.0
60025506,27.0
60024260,27.0
118764690,27.0
60028761,27.0
60003059,27.0
60014466,27.0
60021747,27.0
60069827,27.0
60008562,27.0
60031536,27.0
60087200,27.0
60007381,26.0
60009037,26.0
60001643,26.0
60033545,26.0
122105784,26.0
60015900,26.0
60118475,26.0
112368871,26.0
60030804,26.0
125225454,26.0
60025578,26.0
60008293,26.0
60073518,26.0
60073600,26.0
60163091,26.0
105940751,26.0
60031214,26.0
60072185,26.0
124998928,26.0
60020990,26.0
100529723,26.0
125303485,26.0
123617431,26.0
115476365,26.0
60121521,26.0
112991031,26.0
60032607,26.0
60010206,26.0
113654644,26.0
60069407,26.0
118342618,26.0
120075175,26.0
60088081,25.0
60003028,25.0
60011047,25.0
60028174,25.0
60009780,25.0
60073496,25.0
60138504,25.0
118899919,25.0
60001490,25.0
60020458,25.0
126777607,25.0
60101860,25.0
114434004,25.0
60108229,25.0
60014497,25.0
60003988,25.0
60073613,25.0
60022522,25.0
113091620,25.0
60071205,25.0
60015986,24.0
60013071,24.0
60068761,24.0
60271961,24.0
60072570,24.0
60013925,24.0
60012296,24.0
60012937,24.0
60002222,24.0
60004969,24.0
113705008,24.0
60015047,24.0
100753814,24.0
60030838,24.0
60012259,24.0
60018163,24.0
60022417,24.0
60009839,24.0
100371807,24.0
60092364,24.0
116244735,24.0
117736477,24.0
118682955,24.0
121343784,24.0
108558335,24.0
60014264,24.0
122120586,24.0
60017880,24.0
112490023,24.0
115736522,24.0
127433568,24.0
60117455,24.0
60165536,24.0
60091119,24.0
125732557,24.0
60069817,24.0
60138493,24.0
117136529,24.0
107931293,24.0
60018089,24.0
122442651,24.0
119750820,24.0
60007902,24.0
60106385,23.0
60008124,23.0
60104850,23.0
60014397,23.0
60022772,23.0
60033019,23.0
60007183,23.0
113064679,23.0
60071386,23.0
60021501,23.0
60050715,23.0
60023439,23.0
60007049,23.0
114293266,23.0
60017080,23.0
60204083,23.0
122308122,23.0
60010618,23.0
60028037,23.0
60117634,23.0
60032083,23.0
60009343,23.0
60008279,22.0
60033154,22.0
60021944,22.0
114081494,22.0
60027652,22.0
60003650,22.0
60019141,22.0
60073621,22.0
60079205,22.0
60007493,22.0
100467757,22.0
116692539,22.0
60013853,22.0
60023520,22.0
60141119,22.0
60017776,22.0
60077474,22.0
60015432,22.0
60030788,22.0
60021988,22.0
60002644,22.0
101339781,22.0
60115307,22.0
60102437,22.0
60117116,22.0
60074283,22.0
60011149,22.0
125513514,22.0
60020861,22.0
109701236,22.0
120457942,22.0
124542983,22.0
60170225,22.0
100333534,22.0
60030373,22.0
60089290,22.0
60022265,22.0
60040326,22.0
60091626,22.0
60064746,22.0
60109046,22.0
60106665,22.0
110106260,22.0
60022457,22.0
60071884,21.0
60011520,21.0
60000509,21.0
60014662,21.0
101789848,21.0
60008009,21.0
60032890,21.0
60016280,21.0
106966547,21.0
120029143,21.0
109639690,21.0
60032751,21.0
118167911,21.0
60007774,21.0
60071790,21.0
60030988,21.0
60074308,21.0
60020825,21.0
100572863,21.0
60002004,21.0
122929078,21.0
123724631,21.0
60020390,21.0
121339036,21.0
60009652,21.0
60117400,20.0
60019523,20.0
125139271,20.0
60011105,20.0
115064198,20.0
60012879,20.0
121926097,20.0
60003230,20.0
60030922,20.0
60029159,20.0
60078723,20.0
60013756,20.0
60030939,20.0
60088079,20.0
60002151,20.0
126394848,20.0
125391649,20.0
60015487,20.0
60002210,20.0
113993193,20.0
122849834,20.0
60009951,20.0
60026881,20.0
60026175,20.0
60040278,20.0
126218431,20.0
60025383,20.0
60070851,20.0
60077951,20.0
125613197,20.0
60072054,20.0
101833800,20.0
60021318,20.0
60076198,20.0
116979751,20.0
60023813,20.0
121926206,20.0
106408904,20.0
60001187,20.0
123659454,20.0
60028010,20.0
117566699,20.0
60005455,19.0
60010580,19.0
60080941,19.0
60013610,19.0
60029216,19.0
60008926,19.0
60008734,19.0
60029251,19.0
60025534,19.0
60019674,19.0
60017841,19.0
60011739,19.0
60007714,19.0
60019816,19.0
60026860,19.0
60024492,19.0
60030114,19.0
60123278,19.0
60092190,19.0
129416245,19.0
120258272,19.0
125139292,19.0
60000414,19.0
60004366,19.0
124538818,19.0
60110970,19.0
126200928,19.0
60209646,19.0
60112930,19.0
125637644,19.0
60108670,19.0
60032269,19.0
101885083,19.0
60105213,19.0
60014256,19.0
116366135,19.0
100679959,19.0
60003725,19.0
60031210,19.0
117493658,19.0
107039007,19.0
60068774,19.0
112593200,19.0
60118456,18.0
60119025,18.0
60026125,18.0
60016529,18.0
60021331,18.0
124007664,18.0
60023589,18.0
60026626,18.0
60024063,18.0
60010537,18.0
60025875,18.0
60199493,18.0
124174179,18.0
100563406,18.0
60007624,18.0
109402692,18.0
60014170,18.0
60002833,18.0
60000163,18.0
115744639,18.0
127682237,18.0
60079446,18.0
125993757,18.0
60031566,18.0
113221366,18.0
122681878,18.0
60274277,18.0
60007948,18.0
60218492,18.0
60105841,18.0
126647593,18.0
60081492,17.0
60068586,17.0
60120074,17.0
60026688,17.0
60020251,17.0
60030551,17.0
60029190,17.0
122663657,17.0
60017806,17.0
60014237,17.0
60274625,17.0
60000514,17.0
60000958,17.0
60013346,17.0
60023539,17.0
60007798,17.0
60017536,17.0
60017915,17.0
112575961,17.0
60022218,17.0
60073585,17.0
101534033,17.0
123534837,17.0
125225303,17.0
60072429,17.0
109437534,17.0
60110814,17.0
60116157,17.0
60000126,17.0
60011648,17.0
60100533,17.0
60000237,17.0
60082938,17.0
60273830,17.0
127069960,17.0
60273024,17.0
60015590,17.0
60134870,17.0
60021260,17.0
101546915,17.0
122160624,17.0
60025797,17.0
122389074,17.0
60029546,17.0
60000874,16.0
60018939,16.0
60014129,16.0
60002208,16.0
60026651,16.0
60271570,16.0
123453364,16.0
123162303,16.0
60011685,16.0
60004582,16.0
60108226,16.0
60004760,16.0
60216191,16.0
120884483,16.0
60073672,16.0
60111356,16.0
60020139,16.0
60103346,16.0
60264738,16.0
60069362,16.0
60028599,16.0
60028311,16.0
100518295,16.0
60029146,16.0
60019713,16.0
60030819,16.0
60021134,16.0
100509257,16.0
100580789,16.0
122388618,16.0
60030434,16.0
60051184,16.0
60273104,16.0
118642749,16.0
60016253,16.0
60000018,16.0
127075399,16.0
60015943,16.0
60013094,16.0
101433579,16.0
116363100,16.0
60113178,16.0
60001558,16.0
60072090,16.0
60027708,16.0
60171626,16.0
114713358,16.0
125595234,16.0
60276923,16.0
125591363,16.0
60273280,16.0
60012271,16.0
60121871,16.0
117724065,16.0
60273133,16.0
60020273,16.0
115332072,16.0
60010080,16.0
101420514,16.0
60002722,16.0
60031892,15.0
60020828,15.0
60072820,15.0
60027428,15.0
113264212,15.0
60026796,15.0
113137443,15.0
60006393,15.0
60006672,15.0
113459127,15.0
60020633,15.0
60138967,15.0
60006502,15.0
60020444,15.0
60009509,15.0
60094200,15.0
60023018,15.0
60014198,15.0
126973768,15.0
124998648,15.0
123985275,15.0
115211558,15.0
112965639,15.0
60121765,15.0
60004954,15.0
60010281,15.0
60023004,15.0
60112834,15.0
60075699,15.0
60003105,15.0
60176271,15.0
60067073,15.0
120310961,15.0
120310869,15.0
60014519,15.0
100465034,15.0
115542150,15.0
60032653,15.0
123395290,15.0
60009669,15.0
60032158,15.0
60104532,15.0
126553912,15.0
