journal_id,volume_id,year,link,doi,date,pii,eid,scopus_id,citations,authors,affiliations,open_access
1,17,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002554,10.1016/j.advwatres.2021.104106,2022-03-01,S0309170821002554,2-s2.0-85122940632,85122940632.0,1.0,"57221612826, 57194180124, 55432042500, 7003429086",60025858:60025858:60025858:60025858,True
1,17,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000057,10.1016/j.advwatres.2022.104126,2022-03-01,S0309170822000057,2-s2.0-85123290277,85123290277.0,8.0,"57212026914, 15623116400, 57205145903, 57346337000, 57347139100, 7006399320, 57211219633","60018038:60018038:60004750, 60075923:60018038:60018038:60018038, 60015881:60020547, 60008665",True
1,18,2022,https://www.sciencedirect.com/science/article/pii/S030917082100227X,10.1016/j.advwatres.2021.104075,2022-02-01,S030917082100227X,2-s2.0-85122515008,85122515008.0,5.0,"56875034700, 24491921500, 25030624100, 7003946703, 7005140533, 57211105639","60000221, 60000221:60000221:60000221, 60029241:60027550:60277579:60000221, 60000221, 60009037",True
1,18,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002591,10.1016/j.advwatres.2021.104110,2022-02-01,S0309170821002591,2-s2.0-85121965020,85121965020.0,4.0,"57207982388, 39863226400, 55617333200, 57217847897","60106385:60106385, 60025278:60106385:60007155, 60272288",True
1,18,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002530,10.1016/j.advwatres.2021.104103,2022-02-01,S0309170821002530,2-s2.0-85121907317,85121907317.0,3.0,"57193004996, 35241136800, 57197876647, 57388580700, 57188731887, 7103145056","60013551, 60024609:60024609:60024609:60013551:60024609:60013551",True
1,19,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002281,10.1016/j.advwatres.2021.104076,2022-01-01,S0309170821002281,2-s2.0-85119201374,85119201374.0,12.0,"57221588218, 57220731395, 23161710900, 57221590407, 57192113682, 57639835500",60120074:60121523:60120074:60120074:60120074:60024324,True
1,19,2022,https://www.sciencedirect.com/science/article/pii/S030917082100230X,10.1016/j.advwatres.2021.104078,2022-01-01,S030917082100230X,2-s2.0-85119626799,85119626799.0,6.0,"55941166600, 57213065576, 23091521100, 15045270000","60005661:60009226:60009226:60005661, 60015206",True
1,19,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002372,10.1016/j.advwatres.2021.104085,2022-01-01,S0309170821002372,2-s2.0-85119898437,85119898437.0,17.0,"55800717100, 56256597400, 57200622200, 6602484637, 7004678424",60015986:60008124:60000481:60000481:60000481,True
1,20,2021,https://www.sciencedirect.com/science/article/pii/S0309170821002177,10.1016/j.advwatres.2021.104064,2021-12-01,S0309170821002177,2-s2.0-85117926440,85117926440.0,8.0,"56829195400, 15047020400, 56480821100, 7005204147",60027666:60027666:60027666:60015150,True
1,20,2021,https://www.sciencedirect.com/science/article/pii/S0309170821002141,10.1016/j.advwatres.2021.104061,2021-12-01,S0309170821002141,2-s2.0-85118503804,85118503804.0,2.0,"56340230100, 55915835900, 53983632500, 7103381012, 57203074833, 7102024878",112871493:60017761:60024324:60024324:60024324:60024324,True
1,21,2021,https://www.sciencedirect.com/science/article/pii/S0309170821002050,10.1016/j.advwatres.2021.104051,2021-11-01,S0309170821002050,2-s2.0-85116549417,85116549417.0,5.0,"57219784370, 57215084336, 57034330100","60014966:60014966:60105683, 60271961",True
1,23,2021,https://www.sciencedirect.com/science/article/pii/S0309170821001664,10.1016/j.advwatres.2021.104011,2021-09-01,S0309170821001664,2-s2.0-85112365893,85112365893.0,8.0,"57226700791, 38862823300, 6507744928",60008827:60008827:60008827,True
1,24,2021,https://www.sciencedirect.com/science/article/pii/S0309170821001202,10.1016/j.advwatres.2021.103965,2021-08-01,S0309170821001202,2-s2.0-85108120792,85108120792.0,7.0,"57203552230, 55665339900, 14819053000",60013918:60009625:60013918,True
1,24,2021,https://www.sciencedirect.com/science/article/pii/S0309170821001238,10.1016/j.advwatres.2021.103968,2021-08-01,S0309170821001238,2-s2.0-85107981484,85107981484.0,3.0,"57224584480, 7202697681, 6701498121",60015138:60015138:60015138,True
1,25,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000968,10.1016/j.advwatres.2021.103941,2021-07-01,S0309170821000968,2-s2.0-85106220310,85106220310.0,8.0,"57201367115, 57215084336, 57034330100",60271961:60014966:60105683,True
1,25,2021,https://www.sciencedirect.com/science/article/pii/S0309170821001032,10.1016/j.advwatres.2021.103948,2021-07-01,S0309170821001032,2-s2.0-85107645826,85107645826.0,6.0,"57221088308, 55489745300, 24461023200, 26531210500","60023237:60023237, 60030101:60030101:60023237",True
1,26,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000658,10.1016/j.advwatres.2021.103910,2021-06-01,S0309170821000658,2-s2.0-85104366064,85104366064.0,23.0,"57222985694, 57222992908, 57222123746, 6603788904, 7004259223",60104850:60104850:60104850:60023256:60121458,True
1,26,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000701,10.1016/j.advwatres.2021.103915,2021-06-01,S0309170821000701,2-s2.0-85104797812,85104797812.0,1.0,"57194393204, 56065831300",60008088:60008088,True
1,26,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000750,10.1016/j.advwatres.2021.103920,2021-06-01,S0309170821000750,2-s2.0-85110285356,85110285356.0,10.0,"57195606529, 12753284100",60030835:60030835,True
1,27,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000464,10.1016/j.advwatres.2021.103891,2021-05-01,S0309170821000464,2-s2.0-85103083121,85103083121.0,5.0,"53663198100, 55698246500, 57198996236, 50660934600, 22735054100, 57191079045, 7006745937","60025804, 60190740:60026553:60025804:60025804:60008506:60108057:60190740",True
1,27,2021,https://www.sciencedirect.com/science/article/pii/S030917082100049X,10.1016/j.advwatres.2021.103894,2021-05-01,S030917082100049X,2-s2.0-85103321142,85103321142.0,2.0,"57211577933, 57222591496, 55788131000, 57214586884",60008988:60008988:60008988:60008988,True
1,27,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000622,10.1016/j.advwatres.2021.103907,2021-05-01,S0309170821000622,2-s2.0-85103779309,85103779309.0,20.0,"57219691859, 57211360296, 7201423744, 36716267000, 57128658900",60003467:60003467:60003467:60011105:115064198,True
1,28,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000336,10.1016/j.advwatres.2021.103878,2021-04-01,S0309170821000336,2-s2.0-85101620213,85101620213.0,18.0,"57194005814, 56123452600, 8706976600","60016087, 60008827:60008827:60016087",True
1,29,2021,https://www.sciencedirect.com/science/article/pii/S0309170820311982,10.1016/j.advwatres.2020.103840,2021-03-01,S0309170820311982,2-s2.0-85100390747,85100390747.0,7.0,"57214805778, 23392463100",60029311:60029311,True
1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170820305716,10.1016/j.advwatres.2020.103797,2021-01-01,S0309170820305716,2-s2.0-85096229505,85096229505.0,9.0,"55991559500, 55539700100, 6603754665, 56430371700","60020739, 60020739, 60011047:123373449:60022109:60011047, 60011047",True
1,31,2021,https://www.sciencedirect.com/science/article/pii/S030917081930908X,10.1016/j.advwatres.2020.103799,2021-01-01,S030917081930908X,2-s2.0-85096166093,85096166093.0,4.0,"54411569700, 55966823500, 7401847849","60029306, 60000745:60000745, 60088409:60000745",True
1,31,2021,https://www.sciencedirect.com/science/article/pii/S030917082030734X,10.1016/j.advwatres.2020.103819,2021-01-01,S030917082030734X,2-s2.0-85097202904,85097202904.0,5.0,"57220181490, 57191256293, 57203223173, 24759250900","60001439, 60104924:60001439, 60024266:60001439:60001439",True
1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170819309418,10.1016/j.advwatres.2020.103715,2021-01-01,S0309170819309418,2-s2.0-85092915555,85092915555.0,12.0,"57000552900, 54911744000, 7102659749, 35115005900, 6603264115, 7006850180","60012708:60013791:60008926:60008926:60012708, 60012708:60012708, 60012708",True
1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170820307107,10.1016/j.advwatres.2020.103821,2021-01-01,S0309170820307107,2-s2.0-85097636076,85097636076.0,11.0,"16634953600, 55907026200","60108496:60108496, 60013373",True
1,32,2020,https://www.sciencedirect.com/science/article/pii/S0309170820303316,10.1016/j.advwatres.2020.103754,2020-12-01,S0309170820303316,2-s2.0-85090893174,85090893174.0,5.0,"57207824609, 7003654901, 7801442218, 57203019247, 57203020700",60110334:60015574:60024266:124461591:112471367,True
1,32,2020,https://www.sciencedirect.com/science/article/pii/S0309170820304565,10.1016/j.advwatres.2020.103753,2020-12-01,S0309170820304565,2-s2.0-85091244985,85091244985.0,3.0,"57208861055, 7401847849",60000745:60000745,True
1,32,2020,https://www.sciencedirect.com/science/article/pii/S0309170820303535,10.1016/j.advwatres.2020.103760,2020-12-01,S0309170820303535,2-s2.0-85092362523,85092362523.0,3.0,"7401873321, 36497672000",60013402:60013402,True
1,33,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311601,10.1016/j.advwatres.2020.103719,2020-11-01,S0309170819311601,2-s2.0-85089211220,85089211220.0,41.0,"44261273200, 55816681900, 36944209800, 14032304800, 8943546300, 55371931400, 57208186231, 55545285200, 57200122300","60118017:60118022, 106728809:60118017:60105683:60029306:60021182, 60272416:60009246:121521083:60105683",True
1,33,2020,https://www.sciencedirect.com/science/article/pii/S0309170820303596,10.1016/j.advwatres.2020.103733,2020-11-01,S0309170820303596,2-s2.0-85089436906,85089436906.0,17.0,"56559886300, 56201290000, 35575138700",60020251:60026688:60000745,True
1,33,2020,https://www.sciencedirect.com/science/article/pii/S0309170820302037,10.1016/j.advwatres.2020.103731,2020-11-01,S0309170820302037,2-s2.0-85090298164,85090298164.0,4.0,"7102067291, 57736756000, 57208080892, 6507744928",60103368:60103368:60103621:60008827,True
1,34,2020,https://www.sciencedirect.com/science/article/pii/S0309170820300531,10.1016/j.advwatres.2020.103708,2020-10-01,S0309170820300531,2-s2.0-85088920396,85088920396.0,6.0,"56542775800, 57208258591, 7005383765",60012708:60012708:60012708,True
1,35,2020,https://www.sciencedirect.com/science/article/pii/S0309170819310462,10.1016/j.advwatres.2020.103661,2020-09-01,S0309170819310462,2-s2.0-85086634234,85086634234.0,27.0,"57196073724, 54402632000, 57207275546, 57195941659, 56086618600, 55843124400","60031150, 60027363:60027363, 60010689:60027363, 60010689:60027363, 60010689:60028891:60031150, 60027363",True
1,35,2020,https://www.sciencedirect.com/science/article/pii/S030917082030110X,10.1016/j.advwatres.2020.103662,2020-09-01,S030917082030110X,2-s2.0-85086799335,85086799335.0,96.0,"56203508900, 7006885932, 37073928100, 7102805852","60000906:60004354:60009860, 60021391:60026479",True
1,35,2020,https://www.sciencedirect.com/science/article/pii/S0309170820303304,10.1016/j.advwatres.2020.103672,2020-09-01,S0309170820303304,2-s2.0-85087198849,85087198849.0,6.0,"7201707877, 7003867581",60023143:60028269,True
1,35,2020,https://www.sciencedirect.com/science/article/pii/S0309170819309054,10.1016/j.advwatres.2020.103683,2020-09-01,S0309170819309054,2-s2.0-85087916949,85087916949.0,14.0,"56875191100, 7006684098, 56874964300, 53980804700, 57193139201, 57195470668, 56899165700, 56908591900, 7403347013","60073530, 60272288, 60018319:60018319:60073530, 60272288:60272288, 60031150, 60020258:60073530, 60272288:60073530, 60272288:60073530, 60272288:60073530, 60272288:60073530, 60272288, 60031150, 60020258",True
1,36,2020,https://www.sciencedirect.com/science/article/pii/S0309170820301366,10.1016/j.advwatres.2020.103619,2020-08-01,S0309170820301366,2-s2.0-85086764960,85086764960.0,109.0,"56123452600, 57201636297, 57217870394, 35561714900",60008827:60029311:60008827:60029311,True
1,36,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311509,10.1016/j.advwatres.2020.103634,2020-08-01,S0309170819311509,2-s2.0-85086449226,85086449226.0,28.0,"57201483621, 36468112300",60008827:60008827,True
1,36,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311546,10.1016/j.advwatres.2020.103656,2020-08-01,S0309170819311546,2-s2.0-85086444508,85086444508.0,65.0,"57863417500, 8724448800","60071360:60071399, 122256399",True
1,37,2020,https://www.sciencedirect.com/science/article/pii/S0309170819312618,10.1016/j.advwatres.2020.103595,2020-07-01,S0309170819312618,2-s2.0-85084632197,85084632197.0,78.0,"57220906438, 15135628300, 56112759300, 57216782359, 57216789473","60021120:60021120, 60021120:60014171:60000712:60000712",True
1,37,2020,https://www.sciencedirect.com/science/article/pii/S0309170819309297,10.1016/j.advwatres.2020.103611,2020-07-01,S0309170819309297,2-s2.0-85084590829,85084590829.0,5.0,"57209150235, 14018810300",60001439:60001439,True
1,37,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311649,10.1016/j.advwatres.2020.103610,2020-07-01,S0309170819311649,2-s2.0-85084840920,85084840920.0,94.0,"55551844800, 57189217396, 35199995800, 6603046931",60023471:60023471:60030447:60023471,True
1,37,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311972,10.1016/j.advwatres.2020.103601,2020-07-01,S0309170819311972,2-s2.0-85085258597,85085258597.0,48.0,"57195470668, 56875191100, 57193837635, 57193139201","60073530, 60272288:60073530, 60272288:60083498:60073530, 60272288",True
1,38,2020,https://www.sciencedirect.com/science/article/pii/S0309170819302222,10.1016/j.advwatres.2020.103582,2020-06-01,S0309170819302222,2-s2.0-85084192281,85084192281.0,38.0,"57214854453, 7003771158, 57192119479, 8683205500",60029306:60029306:60029306:60029306,True
1,38,2020,https://www.sciencedirect.com/science/article/pii/S0309170820302499,10.1016/j.advwatres.2020.103600,2020-06-01,S0309170820302499,2-s2.0-85084420277,85084420277.0,44.0,"57192908721, 56531183900, 6602474410, 36094571600",60025778:100328762:60021624:60025778,True
1,39,2020,https://www.sciencedirect.com/science/article/pii/S0309170819302593,10.1016/j.advwatres.2020.103554,2020-05-01,S0309170819302593,2-s2.0-85081999184,85081999184.0,11.0,"57190181749, 56784367700, 6603585811",60189135:60189135:60189135,True
1,40,2020,https://www.sciencedirect.com/science/article/pii/S0309170819309698,10.1016/j.advwatres.2020.103540,2020-04-01,S0309170819309698,2-s2.0-85079885499,85079885499.0,40.0,"56780709600, 57195695182, 8582889900, 12140530100","60026617, 116154235:60019616:60026617, 116154235:60007711",True
1,40,2020,https://www.sciencedirect.com/science/article/pii/S0309170819308607,10.1016/j.advwatres.2020.103545,2020-04-01,S0309170819308607,2-s2.0-85080045118,85080045118.0,9.0,"57209794335, 9237930900, 57050726100",60029306:60029306:60029306,True
1,40,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311145,10.1016/j.advwatres.2020.103539,2020-04-01,S0309170819311145,2-s2.0-85081649587,85081649587.0,100.0,"57203929407, 57224870875, 57192961869, 26432628300, 23969176400, 6507450938","60013372:60013372:60013372:60013372:60013372, 60013372:60013372, 60013372",True
1,42,2020,https://www.sciencedirect.com/science/article/pii/S0309170819300946,10.1016/j.advwatres.2019.103479,2020-02-01,S0309170819300946,2-s2.0-85077335980,85077335980.0,7.0,"57200494172, 6701689499, 56924522300",60015150:60015150:60102031,True
1,42,2020,https://www.sciencedirect.com/science/article/pii/S0309170819302106,10.1016/j.advwatres.2019.103484,2020-02-01,S0309170819302106,2-s2.0-85077313235,85077313235.0,11.0,"43261550100, 7201707877",60023143:60023143,True
1,42,2020,https://www.sciencedirect.com/science/article/pii/S0309170819300314,10.1016/j.advwatres.2019.103501,2020-02-01,S0309170819300314,2-s2.0-85077494194,85077494194.0,4.0,"57193347687, 14058161700, 57193407755, 35199057600, 55450473100",60003500:60003500:60003500:60003500:60033011,True
1,43,2020,https://www.sciencedirect.com/science/article/pii/S0309170819303896,10.1016/j.advwatres.2019.103462,2020-01-01,S0309170819303896,2-s2.0-85075321157,85075321157.0,6.0,"57075426200, 57202483279, 7102246042",60009226:60009226:60009226,True
1,43,2020,https://www.sciencedirect.com/science/article/pii/S0309170819303501,10.1016/j.advwatres.2019.103476,2020-01-01,S0309170819303501,2-s2.0-85098161805,85098161805.0,4.0,"57200758526, 56918729900, 57211219633, 8627911900, 7409256839, 54394814500, 7410118407, 57196080917, 12798705500","60033100:60033100:60020547, 60008665:60033100:60033100:60021391:60021391:60021391:60021391",True
1,43,2020,https://www.sciencedirect.com/science/article/pii/S0309170819309479,10.1016/j.advwatres.2019.103483,2020-01-01,S0309170819309479,2-s2.0-85076242148,85076242148.0,24.0,"57190609256, 7005106543","60008724:60008724, 60000481",True
1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819300867,10.1016/j.advwatres.2019.103429,2019-12-01,S0309170819300867,2-s2.0-85073234775,85073234775.0,5.0,"57211267509, 9732771900","123295343, 60022758:60029304, 116476673",True
1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819303550,10.1016/j.advwatres.2019.103426,2019-12-01,S0309170819303550,2-s2.0-85073230866,85073230866.0,5.0,"57211271500, 36162053800, 23768259900, 57188727855, 57207876907, 16835126100",60027245:60027245:60027245:60027245:60027245:60027245,True
1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819306736,10.1016/j.advwatres.2019.103443,2019-12-01,S0309170819306736,2-s2.0-85073533160,85073533160.0,8.0,"56818540200, 6602839517","60031828:60031828, 60031828",True
1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819306475,10.1016/j.advwatres.2019.103442,2019-12-01,S0309170819306475,2-s2.0-85073503133,85073503133.0,33.0,"43262136200, 7202010819, 6603397589",60007776:60007776:60025111,True
1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819301307,10.1016/j.advwatres.2019.103430,2019-12-01,S0309170819301307,2-s2.0-85074199334,85074199334.0,8.0,"57211499211, 57190818469, 34876674300",60028333:60028333:60028333,True
1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819304671,10.1016/j.advwatres.2019.103448,2019-12-01,S0309170819304671,2-s2.0-85074275323,85074275323.0,38.0,"56798437200, 13403908800","60022461:60015186, 60189135, 60024445",True
1,45,2019,https://www.sciencedirect.com/science/article/pii/S0309170819302787,10.1016/j.advwatres.2019.103425,2019-11-01,S0309170819302787,2-s2.0-85072538061,85072538061.0,23.0,"36015851700, 57203785442, 35601880000, 26657596700","60002222, 60010065:60010065:60010065:60010065",True
1,47,2019,https://www.sciencedirect.com/science/article/pii/S0309170818303506,10.1016/j.advwatres.2019.07.007,2019-09-01,S0309170818303506,2-s2.0-85068787114,85068787114.0,6.0,"25959184500, 22952478000, 56211532700, 14030760900",60000891:60024324:60024324:60026851,True
1,48,2019,https://www.sciencedirect.com/science/article/pii/S0309170819301824,10.1016/j.advwatres.2019.06.006,2019-08-01,S0309170819301824,2-s2.0-85067297588,85067297588.0,18.0,"8576266200, 56225989200, 9239090400, 57194946212, 57209306708, 56587084500, 8367384200","60108755, 60108755, 60108755:60108755, 60108755:60026626:60108755, 60108755:60108755, 60108755:60031004:60023589",True
1,48,2019,https://www.sciencedirect.com/science/article/pii/S0309170818309540,10.1016/j.advwatres.2019.06.007,2019-08-01,S0309170818309540,2-s2.0-85068264615,85068264615.0,43.0,"57193602833, 30267501800, 56402216700, 55619405800",60007278:60007278:60004862:60001456,True
1,49,2019,https://www.sciencedirect.com/science/article/pii/S0309170818303610,10.1016/j.advwatres.2019.05.003,2019-07-01,S0309170818303610,2-s2.0-85065524183,85065524183.0,9.0,"57205514015, 57194333400, 55817214200, 6603535725, 7005099508","60014129, 60030840:60025858, 60002612:60014129:60014129:60014129",True
1,50,2019,https://www.sciencedirect.com/science/article/pii/S0309170818309370,10.1016/j.advwatres.2019.04.004,2019-06-01,S0309170818309370,2-s2.0-85064428863,85064428863.0,13.0,"35741822600, 8586710200, 15130987300, 12042086300, 7003597952, 57193655357, 14822459600, 57163354500, 7004596144, 6701706244, 56262919300, 57201597656","60009037, 60003892:60009037:60009037:60009037, 60014313:60009037, 60189135:60009037:60009037:60009037:60003892:60009037:60009037:60009037",True
1,50,2019,https://www.sciencedirect.com/science/article/pii/S0309170818308194,10.1016/j.advwatres.2019.04.009,2019-06-01,S0309170818308194,2-s2.0-85064444793,85064444793.0,81.0,"55909919300, 24777164600, 30267501800, 57223642467, 7202204726","60007278, 109491169:60007278:60007278:60007278:60007278",True
1,50,2019,https://www.sciencedirect.com/science/article/pii/S0309170818307759,10.1016/j.advwatres.2019.04.012,2019-06-01,S0309170818307759,2-s2.0-85064647254,85064647254.0,53.0,"57204562563, 8363445500, 24166895100",60020650:60020650:60020650,True
1,51,2019,https://www.sciencedirect.com/science/article/pii/S0309170818308637,10.1016/j.advwatres.2019.03.007,2019-05-01,S0309170818308637,2-s2.0-85063113242,85063113242.0,26.0,"57202136569, 23161710900, 57201935756, 55081453400",60013682:60013682:60013682:60011347,True
1,51,2019,https://www.sciencedirect.com/science/article/pii/S0309170818309011,10.1016/j.advwatres.2019.04.002,2019-05-01,S0309170818309011,2-s2.0-85063991138,85063991138.0,39.0,"56256597400, 36451431900, 57201473097, 7005908295",60007903:60007903:60007903:60007903,True
1,53,2019,https://www.sciencedirect.com/science/article/pii/S0309170818306997,10.1016/j.advwatres.2019.01.002,2019-03-01,S0309170818306997,2-s2.0-85060103858,85060103858.0,13.0,"57188759708, 57216275109, 8697436500, 55351503200","60025778:60025778, 60032624:60015900:60025778",True
1,53,2019,https://www.sciencedirect.com/science/article/pii/S030917081830575X,10.1016/j.advwatres.2019.01.006,2019-03-01,S030917081830575X,2-s2.0-85060091550,85060091550.0,10.0,"57200011459, 6508371007","60018353:60018353, 60017997",True
1,54,2019,https://www.sciencedirect.com/science/article/pii/S030917081830527X,10.1016/j.advwatres.2018.12.006,2019-02-01,S030917081830527X,2-s2.0-85058819577,85058819577.0,23.0,"56984796200, 23478939900, 56091005800, 49964522300, 36078417400",60010851:60010851:60118503:60010851:60117660,True
1,54,2019,https://www.sciencedirect.com/science/article/pii/S0309170818300216,10.1016/j.advwatres.2018.12.010,2019-02-01,S0309170818300216,2-s2.0-85059364436,85059364436.0,27.0,"57194071419, 7003627452, 8889523800",60002658:60002658:60002658,True
