journal,authors,buzz_id,date,name,doi,pii
Ocean Engineering,"['Antti Solonen', 'Ramona Maraia', 'Matti Antola']",0.0,2023-07-11,Hierarchical Bayesian propulsion power models — A simplified example with cruise ships,10.1016/j.oceaneng.2023.115226,S0029801823016104
Ocean Engineering,"['Michal Orych', 'Magnus Östberg', 'Lars Larsson']",0.0,2023-07-11,Speed and delivered power in waves — Predictions with CFD simulations at full scale,10.1016/j.oceaneng.2023.115289,S0029801823016736
Ocean Engineering,"['Victoria Sykes', 'Maurizio Collu', 'Andrea Coraddu']",0.0,2023-07-10,A review and analysis of optimisation techniques applied to floating offshore wind platforms,10.1016/j.oceaneng.2023.115247,S0029801823016311
Journal of Ocean Engineering and Science,"['Xu Li', 'Handi Wei', 'Mingyue Liu']",0.0,2023-07-07,Predicting motions of deepwater platform based on the inverse reconstruction of environmental loads,10.1016/j.joes.2023.06.003,S2468013323000323
Ocean Engineering,"['Nerea Portillo Juan', 'Clara Matutano', 'Vicente Negro Valdecantos']",0.0,2023-07-05,Uncertainties in the application of artificial neural networks in ocean engineering,10.1016/j.oceaneng.2023.115193,S0029801823015779
Journal of Ocean Engineering and Science,"['Xiaocong Wang', 'Renchuan Zhu', 'Yue Gu']",0.0,2023-07-05,Mechanism analysis and prediction of longitudinal cut wave pattern resistance based on CFD simulation,10.1016/j.joes.2023.07.001,S2468013323000347
Ocean Engineering,"[""M. P. O'Neill"", 'A. L. Osuchowski', 'R. Ross']",0.0,2023-07-04,Integrated and data Science-informed seabed characterisation for optimised foundation design,10.1016/j.oceaneng.2023.115095,S0029801823014798
Ocean Engineering,"['Donghao Xu', 'Yijian Huang', 'Haitong Xu']",0.0,2023-07-03,Path following control for large inland ships in a restricted waterway using the nonlinear terminal sliding mode method,10.1016/j.oceaneng.2023.115159,S0029801823015433
Ocean Engineering,"['Ørnulf Jan Rødseth', 'Lars Andreas Lien Wennersberg', 'Håvard Nordahl']",0.0,2023-07-01,Improving safety of interactions between conventional and autonomous ships,10.1016/j.oceaneng.2023.115206,S0029801823015901
Ocean Engineering,"['Baran Yeter', 'Yordan Garbatov', 'Athanasios Kolios']",0.0,2023-07-01,Macroeconomic impact on the risk management of offshore wind farms,10.1016/j.oceaneng.2023.115224,S0029801823016086
Ocean Engineering,"['Sheng Xu', 'Ekaterina Kim']",0.0,2023-06-30,Hybrid causal logic model for estimating the probability of an icebreaker–ship collision in an ice channel during an escort operation along the Northeast Passage,10.1016/j.oceaneng.2023.115264,S0029801823016487
Journal of Ocean Engineering and Science,"['Minxi Zhang', 'Hanyan Zhao', 'Guoliang Yu']",0.0,2023-06-28,Numerical study of the flow at a vertical pile with net-like scour protection matt,10.1016/j.joes.2023.06.002,S2468013323000335
Ocean Engineering,"['Yuhao Cao', 'Xinjian Wang', 'Zhengjiang Liu']",0.0,2023-06-27,"Research in marine accidents: A bibliometric analysis, systematic review and future directions",10.1016/j.oceaneng.2023.115048,S0029801823014324
Ocean Engineering,"['John Saveca', 'Yanxia Sun', 'Zenghui Wang']",0.0,2023-06-27,Machine learning and particle swarm inspired success history based adaptive multi-objective differential evolution for optimization of heaving buoy point absorber,10.1016/j.oceaneng.2023.115189,S0029801823015731
Ocean Engineering,"['Tongtong Wang', 'Robert Skulstad', 'Houxiang Zhang']",0.0,2023-06-25,Knowledge transfer strategy for enhancement of ship maneuvering model,10.1016/j.oceaneng.2023.115122,S0029801823015068
Ocean Engineering,"['Hooshyar Azizpour', 'Edwin R. Galea', 'Helle Oltedal']",0.0,2023-06-22,Analysis of the impact of deploying thermal protective immersion suits on evacuation time for passenger ships operating in polar waters,10.1016/j.oceaneng.2023.114725,S0029801823011095
Ocean Engineering,"['Yi Liu', 'Jian-Min Zhang', 'Zhen-Zhong Hu']",0.0,2023-06-19,A digital twin-based framework for simulation and monitoring analysis of floating wind turbine structures,10.1016/j.oceaneng.2023.115009,S0029801823013938
Ocean Engineering,"['Mingyang Zhang', 'Pentti Kujala', 'Spyros Hirdaris']",0.0,2023-06-16,A machine learning method for the prediction of ship motion trajectories in real operational conditions,10.1016/j.oceaneng.2023.114905,S0029801823012891
Journal of Ocean Engineering and Science,"['Yiwei Zhang', 'Rongxin Cui', 'Fei Deng']",0.0,2023-06-15,Geometric and non-geometric impact on Coanda effect propulsion device for UUV application,10.1016/j.joes.2023.06.001,S2468013323000311
Ocean Engineering,"['Danial Khojasteh', 'Abbas Shamsipour', 'William Glamore']",0.0,2023-06-12,A large-scale review of wave and tidal energy research over the last 20 years,10.1016/j.oceaneng.2023.114995,S0029801823013793
Ocean Engineering,"['Martin Albertsen Brandt', 'Sverre Herland', 'Esten Ingar Grøtli']",0.0,2023-06-11,Towards autonomous contact-free operations in aquaculture,10.1016/j.oceaneng.2023.115005,S0029801823013896
Ocean Engineering,"['Raphaël E. G. Mounet', 'Jiaxin Chen', 'Edward C. C. Steele']",0.0,2023-06-08,Deriving spatial wave data from a network of buoys and ships,10.1016/j.oceaneng.2023.114892,S0029801823012763
Ocean Engineering,['Aritra Ghosh'],0.0,2023-06-08,"A comprehensive review of water based PV: Flotavoltaics, under water, offshore & canal top",10.1016/j.oceaneng.2023.115044,S0029801823014282
Ocean Engineering,"['Weicheng Lei', 'Jikang Chen', 'Xueying Yu']",0.0,2023-06-07,CFD-assisted linearized frequency-domain analysis of motion and structural loads for floating structures with damping plates,10.1016/j.oceaneng.2023.114924,S0029801823013082
Journal of Ocean Engineering and Science,"['Yepin Qu', 'Jianqiang Liu', 'Tao Li']",0.0,2023-06-03,Theory and practice of hull dynamic deformation law and heading angle transfer error correction,10.1016/j.joes.2023.05.005,S246801332300030X
