,journal_id,volume_id,year,link,doi,date,pii,eid,scopus_id,citations,authors,affiliations,open_access
1,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001100,10.1016/j.advwatres.2023.104475,2023-08-01,S0309170823001100,2-s2.0-85161636300,85161636300.0,0.0,"53984251100, 35610240400","60104134:60104134, 60022461",True
7,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001215,10.1016/j.advwatres.2023.104486,2023-08-01,S0309170823001215,2-s2.0-85163143487,85163143487.0,0.0,"58264479500, 7006929576, 58369384900, 8519969000",60030856:60032781:60032781:60032781,True
19,1,1,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000982,10.1016/j.advwatres.2023.104463,2023-07-01,S0309170823000982,2-s2.0-85160420259,85160420259.0,0.0,"57211081797, 15725750100",60032086:60032086,True
24,1,2,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000775,10.1016/j.advwatres.2023.104442,2023-06-01,S0309170823000775,2-s2.0-85157994627,85157994627.0,0.0,"58235576800, 58236260700, 57272419000, 57216077018",60007751:60009512:60007751:60007751,True
64,1,6,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000192,10.1016/j.advwatres.2023.104384,2023-02-01,S0309170823000192,2-s2.0-85147103816,85147103816.0,0.0,"56719959500, 57218532760","60016087, 60016087, 60016087:60016087, 128131440",True
77,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002226,10.1016/j.advwatres.2022.104359,2023-01-01,S0309170822002226,2-s2.0-85143628331,85143628331.0,0.0,"55338683000, 7004782811, 57997760100, 57190062010, 14629944800",60018229:60018229:60018229:60018229:60018229,True
94,1,9,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001713,10.1016/j.advwatres.2022.104308,2022-11-01,S0309170822001713,2-s2.0-85138463719,85138463719.0,3.0,"57201334806, 6507417920, 57194764703",60002970:60002970:117890670,True
97,1,10,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001646,10.1016/j.advwatres.2022.104300,2022-10-01,S0309170822001646,2-s2.0-85136568825,85136568825.0,3.0,"36619129000, 57201351037, 57200684825, 57478283200",60010884:60010884:60010884:60010884,True
99,1,10,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001518,10.1016/j.advwatres.2022.104287,2022-10-01,S0309170822001518,2-s2.0-85136319081,85136319081.0,4.0,"57851453900, 24777164600, 57851454000, 7202204726","60007278:60007278:60007278:60007278, 60007278",True
106,1,11,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001397,10.1016/j.advwatres.2022.104274,2022-09-01,S0309170822001397,2-s2.0-85135695648,85135695648.0,1.0,"57837599800, 57213555867, 57208861055, 7401847849",60000745:60000745:60000745:60000745,True
138,1,13,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001105,10.1016/j.advwatres.2022.104239,2022-07-01,S0309170822001105,2-s2.0-85131452609,85131452609.0,3.0,"57207238767, 7404456922, 57022431700","60105111, 60105111, 60030835:60105111, 60105111:60105111, 60105111",True
140,1,13,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001142,10.1016/j.advwatres.2022.104243,2022-07-01,S0309170822001142,2-s2.0-85133206465,85133206465.0,4.0,"55715457700, 57201009531, 57881682400, 57772513400, 57209204907, 35226809800, 9237931000",60029306:60029306:60029306:60018179:60029306:60002092:60029306,True
142,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000756,10.1016/j.advwatres.2022.104203,2022-06-01,S0309170822000756,2-s2.0-85128517072,85128517072.0,2.0,"57210556788, 26634644000",60007566:60007566,True
160,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000896,10.1016/j.advwatres.2022.104217,2022-06-01,S0309170822000896,2-s2.0-85130386363,85130386363.0,2.0,"57217870394, 56123452600",60008827:60008827,True
166,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000422,10.1016/j.advwatres.2022.104166,2022-05-01,S0309170822000422,2-s2.0-85127163682,85127163682.0,0.0,"57209135909, 56818766700, 27967660700",60019656:60019656:60019656,True
170,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000458,10.1016/j.advwatres.2022.104169,2022-05-01,S0309170822000458,2-s2.0-85127765594,85127765594.0,1.0,"57193403701, 55631444800, 55571370200, 57566648500, 57644488300, 6603931579",60012070:60084916:60012070:60012070:60084916:60012070,True
180,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000240,10.1016/j.advwatres.2022.104146,2022-04-01,S0309170822000240,2-s2.0-85125598043,85125598043.0,1.0,"57203179112, 7103349955, 14048725200",127797122:60015815:60032442,True
188,1,17,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000057,10.1016/j.advwatres.2022.104126,2022-03-01,S0309170822000057,2-s2.0-85123290277,85123290277.0,8.0,"57212026914, 15623116400, 57205145903, 57346337000, 57347139100, 7006399320, 57211219633","60018038:60018038:60004750, 60075923:60018038:60018038:60018038, 60015881:60020547, 60008665",True
189,1,17,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000082,10.1016/j.advwatres.2022.104130,2022-03-01,S0309170822000082,2-s2.0-85123602985,85123602985.0,9.0,"57204200910, 23767199100, 23478139400, 6701640413, 8294840700, 56784004400, 6602739014","60003003, 60021199, 60026905:60021199:60026905:60003003:60086944:60086944:60003003",True
193,1,17,2022,https://www.sciencedirect.com/science/article/pii/S030917082200001X,10.1016/j.advwatres.2022.104122,2022-03-01,S030917082200001X,2-s2.0-85123871724,85123871724.0,0.0,"57204645576, 35230640400, 57189854164","60025858:60025858, 60029445:60025858",True
201,1,18,2022,https://www.sciencedirect.com/science/article/pii/S030917082100227X,10.1016/j.advwatres.2021.104075,2022-02-01,S030917082100227X,2-s2.0-85122515008,85122515008.0,5.0,"56875034700, 24491921500, 25030624100, 7003946703, 7005140533, 57211105639","60000221, 60000221:60000221:60000221, 60029241:60027550:60277579:60000221, 60000221, 60009037",True
202,1,18,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002591,10.1016/j.advwatres.2021.104110,2022-02-01,S0309170821002591,2-s2.0-85121965020,85121965020.0,4.0,"57207982388, 39863226400, 55617333200, 57217847897","60106385:60106385, 60025278:60106385:60007155, 60272288",True
215,1,19,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002281,10.1016/j.advwatres.2021.104076,2022-01-01,S0309170821002281,2-s2.0-85119201374,85119201374.0,12.0,"57221588218, 57220731395, 23161710900, 57221590407, 57192113682, 57639835500",60120074:60121523:60120074:60120074:60120074:60024324,True
230,1,20,2021,https://www.sciencedirect.com/science/article/pii/S0309170821002177,10.1016/j.advwatres.2021.104064,2021-12-01,S0309170821002177,2-s2.0-85117926440,85117926440.0,8.0,"56829195400, 15047020400, 56480821100, 7005204147",60027666:60027666:60027666:60015150,True
232,1,20,2021,https://www.sciencedirect.com/science/article/pii/S0309170821002141,10.1016/j.advwatres.2021.104061,2021-12-01,S0309170821002141,2-s2.0-85118503804,85118503804.0,2.0,"56340230100, 55915835900, 53983632500, 7103381012, 57203074833, 7102024878",112871493:60017761:60024324:60024324:60024324:60024324,True
235,1,21,2021,https://www.sciencedirect.com/science/article/pii/S0309170821002050,10.1016/j.advwatres.2021.104051,2021-11-01,S0309170821002050,2-s2.0-85116549417,85116549417.0,5.0,"57219784370, 57215084336, 57034330100","60014966:60014966:60105683, 60271961",True
239,1,22,2021,https://www.sciencedirect.com/science/article/pii/S0309170821001792,10.1016/j.advwatres.2021.104024,2021-10-01,S0309170821001792,2-s2.0-85114723381,85114723381.0,1.0,57220960913,60012614,True
264,1,23,2021,https://www.sciencedirect.com/science/article/pii/S030917082100172X,10.1016/j.advwatres.2021.104017,2021-09-01,S030917082100172X,2-s2.0-85113157853,85113157853.0,10.0,"57226865535, 7004413991, 57226870991, 55413209600","60007989:60007989, 60084916:60012694:60007989",True
290,1,25,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000944,10.1016/j.advwatres.2021.103939,2021-07-01,S0309170821000944,2-s2.0-85106312116,85106312116.0,4.0,"56721298000, 10539607000, 56709556500, 57205870864, 36840161000, 8911323400","60021508:60021508:60021508, 60005713:60021508:60021508:60004923",True
291,1,25,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000968,10.1016/j.advwatres.2021.103941,2021-07-01,S0309170821000968,2-s2.0-85106220310,85106220310.0,8.0,"57201367115, 57215084336, 57034330100",60271961:60014966:60105683,True
298,1,25,2021,https://www.sciencedirect.com/science/article/pii/S0309170821001032,10.1016/j.advwatres.2021.103948,2021-07-01,S0309170821001032,2-s2.0-85107645826,85107645826.0,6.0,"57221088308, 55489745300, 24461023200, 26531210500","60023237:60023237, 60030101:60030101:60023237",True
307,1,26,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000750,10.1016/j.advwatres.2021.103920,2021-06-01,S0309170821000750,2-s2.0-85110285356,85110285356.0,10.0,"57195606529, 12753284100",60030835:60030835,True
325,1,27,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000622,10.1016/j.advwatres.2021.103907,2021-05-01,S0309170821000622,2-s2.0-85103779309,85103779309.0,20.0,"57219691859, 57211360296, 7201423744, 36716267000, 57128658900",60003467:60003467:60003467:60011105:115064198,True
329,1,28,2021,https://www.sciencedirect.com/science/article/pii/S0309170821000336,10.1016/j.advwatres.2021.103878,2021-04-01,S0309170821000336,2-s2.0-85101620213,85101620213.0,18.0,"57194005814, 56123452600, 8706976600","60016087, 60008827:60008827:60016087",True
345,1,29,2021,https://www.sciencedirect.com/science/article/pii/S0309170820311982,10.1016/j.advwatres.2020.103840,2021-03-01,S0309170820311982,2-s2.0-85100390747,85100390747.0,7.0,"57214805778, 23392463100",60029311:60029311,True
348,1,30,2021,https://www.sciencedirect.com/science/article/pii/S0309170820312008,10.1016/j.advwatres.2020.103842,2021-02-01,S0309170820312008,2-s2.0-85099000059,85099000059.0,1.0,"57218443188, 56112464800, 57221383736, 7402891886, 55470825400",60007566:60015161:60007566:60007566:60007566,True
351,1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170820305716,10.1016/j.advwatres.2020.103797,2021-01-01,S0309170820305716,2-s2.0-85096229505,85096229505.0,9.0,"55991559500, 55539700100, 6603754665, 56430371700","60020739, 60020739, 60011047:123373449:60022109:60011047, 60011047",True
353,1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170820305674,10.1016/j.advwatres.2020.103796,2021-01-01,S0309170820305674,2-s2.0-85095428129,85095428129.0,5.0,"55694055900, 7006365984, 55936263300, 57219773593",60073652:60025038:60073652:60073652,True
355,1,31,2021,https://www.sciencedirect.com/science/article/pii/S030917081930908X,10.1016/j.advwatres.2020.103799,2021-01-01,S030917081930908X,2-s2.0-85096166093,85096166093.0,4.0,"54411569700, 55966823500, 7401847849","60029306, 60000745:60000745, 60088409:60000745",True
358,1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170820303365,10.1016/j.advwatres.2020.103801,2021-01-01,S0309170820303365,2-s2.0-85096653123,85096653123.0,5.0,"57204267182, 56295290200, 6603926774, 37025484700, 35759133600",60028333:60099298:60028333:60028333:60028333,True
361,1,31,2021,https://www.sciencedirect.com/science/article/pii/S030917082030734X,10.1016/j.advwatres.2020.103819,2021-01-01,S030917082030734X,2-s2.0-85097202904,85097202904.0,5.0,"57220181490, 57191256293, 57203223173, 24759250900","60001439, 60104924:60001439, 60024266:60001439:60001439",True
366,1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170819309418,10.1016/j.advwatres.2020.103715,2021-01-01,S0309170819309418,2-s2.0-85092915555,85092915555.0,12.0,"57000552900, 54911744000, 7102659749, 35115005900, 6603264115, 7006850180","60012708:60013791:60008926:60008926:60012708, 60012708:60012708, 60012708",True
367,1,31,2021,https://www.sciencedirect.com/science/article/pii/S0309170820307107,10.1016/j.advwatres.2020.103821,2021-01-01,S0309170820307107,2-s2.0-85097636076,85097636076.0,11.0,"16634953600, 55907026200","60108496:60108496, 60013373",True
373,1,32,2020,https://www.sciencedirect.com/science/article/pii/S0309170820304565,10.1016/j.advwatres.2020.103753,2020-12-01,S0309170820304565,2-s2.0-85091244985,85091244985.0,3.0,"57208861055, 7401847849",60000745:60000745,True
395,1,33,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311601,10.1016/j.advwatres.2020.103719,2020-11-01,S0309170819311601,2-s2.0-85089211220,85089211220.0,41.0,"44261273200, 55816681900, 36944209800, 14032304800, 8943546300, 55371931400, 57208186231, 55545285200, 57200122300","60118017:60118022, 106728809:60118017:60105683:60029306:60021182, 60272416:60009246:121521083:60105683",True
420,1,34,2020,https://www.sciencedirect.com/science/article/pii/S0309170820301780,10.1016/j.advwatres.2020.103707,2020-10-01,S0309170820301780,2-s2.0-85088895861,85088895861.0,5.0,"57209735829, 6701641267, 25631769900",60014153:60014153:60003771,True
421,1,34,2020,https://www.sciencedirect.com/science/article/pii/S0309170820300531,10.1016/j.advwatres.2020.103708,2020-10-01,S0309170820300531,2-s2.0-85088920396,85088920396.0,6.0,"56542775800, 57208258591, 7005383765",60012708:60012708:60012708,True
438,1,35,2020,https://www.sciencedirect.com/science/article/pii/S030917081931139X,10.1016/j.advwatres.2020.103676,2020-09-01,S030917081931139X,2-s2.0-85087739702,85087739702.0,23.0,"56222211300, 6701853591, 57190818469",60028333:60028333:60028333,True
441,1,35,2020,https://www.sciencedirect.com/science/article/pii/S0309170819309054,10.1016/j.advwatres.2020.103683,2020-09-01,S0309170819309054,2-s2.0-85087916949,85087916949.0,14.0,"56875191100, 7006684098, 56874964300, 53980804700, 57193139201, 57195470668, 56899165700, 56908591900, 7403347013","60073530, 60272288, 60018319:60018319:60073530, 60272288:60272288, 60031150, 60020258:60073530, 60272288:60073530, 60272288:60073530, 60272288:60073530, 60272288:60073530, 60272288, 60031150, 60020258",True
456,1,36,2020,https://www.sciencedirect.com/science/article/pii/S0309170820301366,10.1016/j.advwatres.2020.103619,2020-08-01,S0309170820301366,2-s2.0-85086764960,85086764960.0,109.0,"56123452600, 57201636297, 57217870394, 35561714900",60008827:60029311:60008827:60029311,True
471,1,36,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311546,10.1016/j.advwatres.2020.103656,2020-08-01,S0309170819311546,2-s2.0-85086444508,85086444508.0,65.0,"57863417500, 8724448800","60071360:60071399, 122256399",True
474,1,37,2020,https://www.sciencedirect.com/science/article/pii/S0309170819312618,10.1016/j.advwatres.2020.103595,2020-07-01,S0309170819312618,2-s2.0-85084632197,85084632197.0,78.0,"57220906438, 15135628300, 56112759300, 57216782359, 57216789473","60021120:60021120, 60021120:60014171:60000712:60000712",True
481,1,37,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311649,10.1016/j.advwatres.2020.103610,2020-07-01,S0309170819311649,2-s2.0-85084840920,85084840920.0,94.0,"55551844800, 57189217396, 35199995800, 6603046931",60023471:60023471:60030447:60023471,True
496,1,38,2020,https://www.sciencedirect.com/science/article/pii/S0309170820302499,10.1016/j.advwatres.2020.103600,2020-06-01,S0309170820302499,2-s2.0-85084420277,85084420277.0,44.0,"57192908721, 56531183900, 6602474410, 36094571600",60025778:100328762:60021624:60025778,True
500,1,39,2020,https://www.sciencedirect.com/science/article/pii/S0309170819302593,10.1016/j.advwatres.2020.103554,2020-05-01,S0309170819302593,2-s2.0-85081999184,85081999184.0,11.0,"57190181749, 56784367700, 6603585811",60189135:60189135:60189135,True
502,1,40,2020,https://www.sciencedirect.com/science/article/pii/S0309170819309698,10.1016/j.advwatres.2020.103540,2020-04-01,S0309170819309698,2-s2.0-85079885499,85079885499.0,40.0,"56780709600, 57195695182, 8582889900, 12140530100","60026617, 116154235:60019616:60026617, 116154235:60007711",True
504,1,40,2020,https://www.sciencedirect.com/science/article/pii/S0309170819308607,10.1016/j.advwatres.2020.103545,2020-04-01,S0309170819308607,2-s2.0-85080045118,85080045118.0,9.0,"57209794335, 9237930900, 57050726100",60029306:60029306:60029306,True
507,1,40,2020,https://www.sciencedirect.com/science/article/pii/S0309170819311145,10.1016/j.advwatres.2020.103539,2020-04-01,S0309170819311145,2-s2.0-85081649587,85081649587.0,100.0,"57203929407, 57224870875, 57192961869, 26432628300, 23969176400, 6507450938","60013372:60013372:60013372:60013372:60013372, 60013372:60013372, 60013372",True
533,1,42,2020,https://www.sciencedirect.com/science/article/pii/S0309170819300946,10.1016/j.advwatres.2019.103479,2020-02-01,S0309170819300946,2-s2.0-85077335980,85077335980.0,7.0,"57200494172, 6701689499, 56924522300",60015150:60015150:60102031,True
534,1,42,2020,https://www.sciencedirect.com/science/article/pii/S0309170819302106,10.1016/j.advwatres.2019.103484,2020-02-01,S0309170819302106,2-s2.0-85077313235,85077313235.0,11.0,"43261550100, 7201707877",60023143:60023143,True
540,1,42,2020,https://www.sciencedirect.com/science/article/pii/S0309170819305044,10.1016/j.advwatres.2019.103463,2020-02-01,S0309170819305044,2-s2.0-85075337125,85075337125.0,18.0,"57207688501, 57195606529, 57538253900, 12753284100, 12144115600, 26321020600",60030835:60030835:60078524:60030835:60078524:60030835,True
548,1,43,2020,https://www.sciencedirect.com/science/article/pii/S0309170819303501,10.1016/j.advwatres.2019.103476,2020-01-01,S0309170819303501,2-s2.0-85098161805,85098161805.0,4.0,"57200758526, 56918729900, 57211219633, 8627911900, 7409256839, 54394814500, 7410118407, 57196080917, 12798705500","60033100:60033100:60020547, 60008665:60033100:60033100:60021391:60021391:60021391:60021391",True
556,1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819300867,10.1016/j.advwatres.2019.103429,2019-12-01,S0309170819300867,2-s2.0-85073234775,85073234775.0,5.0,"57211267509, 9732771900","123295343, 60022758:60029304, 116476673",True
562,1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819306475,10.1016/j.advwatres.2019.103442,2019-12-01,S0309170819306475,2-s2.0-85073503133,85073503133.0,33.0,"43262136200, 7202010819, 6603397589",60007776:60007776:60025111,True
564,1,44,2019,https://www.sciencedirect.com/science/article/pii/S0309170819301307,10.1016/j.advwatres.2019.103430,2019-12-01,S0309170819301307,2-s2.0-85074199334,85074199334.0,8.0,"57211499211, 57190818469, 34876674300",60028333:60028333:60028333,True
569,1,45,2019,https://www.sciencedirect.com/science/article/pii/S0309170819302179,10.1016/j.advwatres.2019.103406,2019-11-01,S0309170819302179,2-s2.0-85071994275,85071994275.0,14.0,"55694055900, 7006365984, 55936263300, 57196302176, 57210945722",60073652:60025038:60073652:60073652:60073652,True
612,1,48,2019,https://www.sciencedirect.com/science/article/pii/S0309170818308583,10.1016/j.advwatres.2019.05.028,2019-08-01,S0309170818308583,2-s2.0-85067238268,85067238268.0,1.0,"56641707500, 57203048528",60027550:60027550,True
651,1,50,2019,https://www.sciencedirect.com/science/article/pii/S0309170818309370,10.1016/j.advwatres.2019.04.004,2019-06-01,S0309170818309370,2-s2.0-85064428863,85064428863.0,13.0,"35741822600, 8586710200, 15130987300, 12042086300, 7003597952, 57193655357, 14822459600, 57163354500, 7004596144, 6701706244, 56262919300, 57201597656","60009037, 60003892:60009037:60009037:60009037, 60014313:60009037, 60189135:60009037:60009037:60009037:60003892:60009037:60009037:60009037",True
652,1,50,2019,https://www.sciencedirect.com/science/article/pii/S0309170818308194,10.1016/j.advwatres.2019.04.009,2019-06-01,S0309170818308194,2-s2.0-85064444793,85064444793.0,81.0,"55909919300, 24777164600, 30267501800, 57223642467, 7202204726","60007278, 109491169:60007278:60007278:60007278:60007278",True
655,1,50,2019,https://www.sciencedirect.com/science/article/pii/S0309170818307759,10.1016/j.advwatres.2019.04.012,2019-06-01,S0309170818307759,2-s2.0-85064647254,85064647254.0,53.0,"57204562563, 8363445500, 24166895100",60020650:60020650:60020650,True
658,1,50,2019,https://www.sciencedirect.com/science/article/pii/S030917081830959X,10.1016/j.advwatres.2019.04.013,2019-06-01,S030917081830959X,2-s2.0-85064614839,85064614839.0,32.0,"37861469800, 8697727500","60021182, 60023004:60023004, 60023004",True
696,1,53,2019,https://www.sciencedirect.com/science/article/pii/S030917081830575X,10.1016/j.advwatres.2019.01.006,2019-03-01,S030917081830575X,2-s2.0-85060091550,85060091550.0,10.0,"57200011459, 6508371007","60018353:60018353, 60017997",True
701,1,54,2019,https://www.sciencedirect.com/science/article/pii/S030917081830527X,10.1016/j.advwatres.2018.12.006,2019-02-01,S030917081830527X,2-s2.0-85058819577,85058819577.0,23.0,"56984796200, 23478939900, 56091005800, 49964522300, 36078417400",60010851:60010851:60118503:60010851:60117660,True
763,1,57,2018,https://www.sciencedirect.com/science/article/pii/S0309170817311132,10.1016/j.advwatres.2018.04.007,2018-11-01,S0309170817311132,2-s2.0-85054004725,85054004725.0,4.0,"57095132800, 36844295400, 23392463100","60029311:60029311:60029311, 60029311",True
799,1,60,2018,https://www.sciencedirect.com/science/article/pii/S0309170818301052,10.1016/j.advwatres.2018.05.015,2018-08-01,S0309170818301052,2-s2.0-85048191019,85048191019.0,47.0,"55621251200, 9279316500, 54911744000, 45961384800",60013682:60008232:60013791:60001018,True
855,1,65,2018,https://www.sciencedirect.com/science/article/pii/S0309170817305158,10.1016/j.advwatres.2018.01.008,2018-03-01,S0309170817305158,2-s2.0-85044477059,85044477059.0,2.0,"56433584200, 6701579207, 8836762200, 6603362131",60007174:60007174:60007174:60007174,True
872,1,66,2018,https://www.sciencedirect.com/science/article/pii/S0309170817305134,10.1016/j.advwatres.2017.11.026,2018-02-01,S0309170817305134,2-s2.0-85037034495,85037034495.0,68.0,"57198781126, 7201707877",60032205:60023143,True
878,1,66,2018,https://www.sciencedirect.com/science/article/pii/S0309170817304360,10.1016/j.advwatres.2017.12.009,2018-02-01,S0309170817304360,2-s2.0-85040762702,85040762702.0,19.0,"56458836800, 36145416000, 7102649054",60121458:60025038:60121458,True
886,1,66,2018,https://www.sciencedirect.com/science/article/pii/S0309170817308175,10.1016/j.advwatres.2017.12.020,2018-02-01,S0309170817308175,2-s2.0-85044464980,85044464980.0,6.0,"55482151800, 15822266400, 57207518788",60026227:60028333:60008724,True
893,1,67,2018,https://www.sciencedirect.com/science/article/pii/S0309170817303470,10.1016/j.advwatres.2017.10.039,2018-01-01,S0309170817303470,2-s2.0-85033472082,85033472082.0,1.0,"36922578300, 13907643900, 6506500590",60002823:60002823:60002823,True
905,1,67,2018,https://www.sciencedirect.com/science/article/pii/S0309170817309181,10.1016/j.advwatres.2017.11.010,2018-01-01,S0309170817309181,2-s2.0-85035331204,85035331204.0,30.0,"36160730400, 56964098200, 7003736731, 57197859611, 56991194200, 56315378000",60002947:60002947:60002947:60002947:60002947:60002947,True
908,1,67,2018,https://www.sciencedirect.com/science/article/pii/S0309170817306152,10.1016/j.advwatres.2017.10.023,2018-01-01,S0309170817306152,2-s2.0-85037045380,85037045380.0,15.0,"57199059083, 36627944800, 56919232500, 7004382796, 35480792400","113705008:113705008, 60014171:113705008, 60020444:113705008, 60014171:113705008, 60014171",True
916,2,0,2023,https://www.sciencedirect.com/science/article/pii/S1642359323000162,10.1016/j.ecohyd.2023.02.002,2023-04-01,S1642359323000162,2-s2.0-85148726658,85148726658.0,0.0,"58115837800, 55315226500, 57192406217, 57195636544",60105242:60000627:60105242:60000627,True
940,2,2,2022,https://www.sciencedirect.com/science/article/pii/S1642359322000489,10.1016/j.ecohyd.2022.08.002,2022-10-01,S1642359322000489,2-s2.0-85137685089,85137685089.0,1.0,"57201895389, 6507576897, 57884594000, 56486108600, 57884844800","60057297, 60071594:60057297:60057297:60071594:128561211",True
946,2,3,2022,https://www.sciencedirect.com/science/article/pii/S1642359322000179,10.1016/j.ecohyd.2022.03.002,2022-07-01,S1642359322000179,2-s2.0-85127849662,85127849662.0,5.0,57190620800,60071181,True
986,2,6,2021,https://www.sciencedirect.com/science/article/pii/S1642359321000562,10.1016/j.ecohyd.2021.06.002,2021-10-01,S1642359321000562,2-s2.0-85114747389,85114747389.0,5.0,"35249929800, 6506862124, 56954054300, 55417918900, 57191651741","60026260:60021858:60015846:60015846:60274154, 60110524",True
1010,2,8,2021,https://www.sciencedirect.com/science/article/pii/S1642359320300999,10.1016/j.ecohyd.2020.12.002,2021-04-01,S1642359320300999,2-s2.0-85098627653,85098627653.0,6.0,"56034839500, 23089899000","60010851, 125591495:60010851",True
1012,2,8,2021,https://www.sciencedirect.com/science/article/pii/S1642359320300951,10.1016/j.ecohyd.2020.11.005,2021-04-01,S1642359320300951,2-s2.0-85097077928,85097077928.0,9.0,"6601939951, 6507446510, 23033109400, 36020000700, 55253729600, 41261721900, 6603151223, 55366996900, 55352057800, 55240364000, 6508208980, 23490899400",60086878:60086878:60086878:60007672:60086878:60017750:60007672:60086878:60086878:60085173:60013463:60015509,True
1119,2,16,2019,https://www.sciencedirect.com/science/article/pii/S1642359318300661,10.1016/j.ecohyd.2019.01.003,2019-04-01,S1642359318300661,2-s2.0-85062547622,85062547622.0,6.0,"7202535857, 57207458527, 57191334052, 36610450600, 56639976800, 6603958885","60004718, 60004718:60004718, 60004718:60004718, 60004718:60004718:60004718, 60002612:60002612",True
1166,2,20,2018,https://www.sciencedirect.com/science/article/pii/S1642359317300496,10.1016/j.ecohyd.2017.10.004,2018-04-01,S1642359317300496,2-s2.0-85034739893,85034739893.0,12.0,"13402621100, 56486108600",60091720:60071594,True
1172,2,21,2018,https://www.sciencedirect.com/science/article/pii/S1642359317301556,10.1016/j.ecohyd.2017.11.006,2018-01-01,S1642359317301556,2-s2.0-85039438764,85039438764.0,11.0,"57200015086, 7003385358, 57203311183",60017803:60017803:60017803,True
1173,2,21,2018,https://www.sciencedirect.com/science/article/pii/S1642359317301568,10.1016/j.ecohyd.2017.11.007,2018-01-01,S1642359317301568,2-s2.0-85038829229,85038829229.0,11.0,"57200015086, 7003385358, 57203311183",60017803:60017803:60017803,True
1204,3,1,2023,https://www.sciencedirect.com/science/article/pii/S0169772223000712,10.1016/j.jconhyd.2023.104201,2023-05-01,S0169772223000712,2-s2.0-85159115235,85159115235.0,0.0,"57130209600, 10040406500, 6701641267","60010851, 60010851:60010851, 60010851:60014153",True
1208,3,2,2023,https://www.sciencedirect.com/science/article/pii/S0169772223000219,10.1016/j.jconhyd.2023.104151,2023-04-01,S0169772223000219,2-s2.0-85148055445,85148055445.0,0.0,"56588053500, 7103199993, 55727853400, 57223241511, 57278849800","60127212, 60007711:60127212, 60007711:60127212, 60007711:60127212, 60007711:60127212, 60007711",True
1236,3,5,2023,https://www.sciencedirect.com/science/article/pii/S0169772222001693,10.1016/j.jconhyd.2022.104121,2023-01-01,S0169772222001693,2-s2.0-85144744340,85144744340.0,3.0,"56725052200, 53980140700, 6602159385, 36450425300, 6602564974, 57224905700, 57192982389, 57192301809",60011373:60011373:60011373:60011373:112799869:112799869:112799869:60011373,True
1250,3,6,2022,https://www.sciencedirect.com/science/article/pii/S0169772222001267,10.1016/j.jconhyd.2022.104078,2022-12-01,S0169772222001267,2-s2.0-85139328821,85139328821.0,2.0,"57204586028, 56022989800, 56701195800",60006667:60006667:60006667,True
1253,3,6,2022,https://www.sciencedirect.com/science/article/pii/S0169772222001371,10.1016/j.jconhyd.2022.104089,2022-12-01,S0169772222001371,2-s2.0-85139442653,85139442653.0,1.0,"7403023181, 9333458000, 35561493700, 7006222187",125225747:60021285:60029526:60014965,True
1262,3,6,2022,https://www.sciencedirect.com/science/article/pii/S0169772222001486,10.1016/j.jconhyd.2022.104100,2022-12-01,S0169772222001486,2-s2.0-85141317583,85141317583.0,1.0,"57215668605, 57215650600, 57219660607, 24725292100, 55505087400, 57204349747","60071254:60027844, 60009708:60027844:60027844:60027844:60027844",True
