journal,authors,buzz_id,date,name,doi,pii
Advances in Water Resources,"['Ramin Moghadasi', 'Sepideh Goodarzi', 'Auli Niemi']",0,2023-07-07,Pore-scale characterization of residual gas remobilization in CO<ce:inf loc=post>2</ce:inf> geological storage,10.1016/j.advwatres.2023.104499,S0309170823001343
Advances in Water Resources,"['Mengjie Zhao', 'Yuhang Wang', 'Hadi Hajibeygi']",0,2023-06-21,Efficient simulation of CO<ce:inf loc=post>2</ce:inf> migration dynamics in deep saline aquifers using a multi-task deep learning technique with consistency,10.1016/j.advwatres.2023.104494,S030917082300129X
Advances in Water Resources,"['Claudia Deiana', 'Roberto Deidda', 'Francesco Viola']",0,2023-06-17,Geomorphic floodplain mapping in small Mediterranean catchments using LiDAR data,10.1016/j.advwatres.2023.104493,S0309170823001288
Advances in Water Resources,"['Zhaoyang Luo', 'Jun Kong', 'D. A. Barry']",0,2023-06-15,Watertable fluctuations in coastal unconfined aquifers with a sloping sea boundary: Vertical flow and dynamic effective porosity effects,10.1016/j.advwatres.2023.104491,S0309170823001264
Advances in Water Resources,"['Abhinav Gupta', 'Rao S. Govindaraju', 'Venkatesh Merwade']",0,2023-06-10,On constructing limits-of-acceptability in watershed hydrology using decision trees,10.1016/j.advwatres.2023.104486,S0309170823001215
Advances in Water Resources,"['Carlos A. S. Ferreira', 'Hamidreza M. Nick']",0,2023-05-06,Computed-tomography-based discrete fracture-matrix modeling: An integrated framework for deriving fracture networks,10.1016/j.advwatres.2023.104450,S0309170823000854
Advances in Water Resources,"['Lea Friedli', 'Niklas Linde', 'Arnaud Doucet']",0,2023-02-14,Inference of geostatistical hyperparameters with the correlated pseudo-marginal method,10.1016/j.advwatres.2023.104402,S0309170823000374
Advances in Water Resources,"['Maoya Bassiouni', 'Stefano Manzoni', 'Giulia Vico']",0,2023-02-11,Optimal plant water use strategies explain soil moisture variability,10.1016/j.advwatres.2023.104405,S0309170823000404
Advances in Water Resources,"['Abdulla Alhosani', 'Ahmed Selem', 'Martin J. Blunt']",0,2023-01-07,Steady-state three-phase flow in a mixed-wet porous medium: A pore-scale X-ray microtomography study,10.1016/j.advwatres.2023.104382,S0309170823000179
Advances in Water Resources,"['Didi Li', 'Yuhui Zhong', 'Xi Jiang']",0,2023-01-05,Experimental study of impurity effects on convective mixing in Hele-Shaw cell with application to CO<ce:inf loc=post>2</ce:inf> geological sequestration,10.1016/j.advwatres.2023.104379,S0309170823000143
