journal,authors,buzz_id,date,name,doi,pii
Water Research,"['Iftekhar Sunny', 'Stewart Husband', 'Joby Boxall']",0,2023-07-03,Costing of Strategies for Long-term Trunk Main Discolouration Management,10.1016/j.watres.2023.120301,S0043135423007376
Water Research,"['João Pereira', 'Patrícia Neves', 'Annemiek ter Heijne']",0,2023-08-15,Starvation combined with constant anode potential triggers intracellular electron storage in electro-active biofilms,10.1016/j.watres.2023.120278,S0043135423007145
Water Research X,"['Jessica Penny', 'Dibesh Khadka', 'Slobodan Djordjević']",0,2023-09-01,Using multi criteria decision analysis in a geographical information system framework to assess drought risk,10.1016/j.wroa.2023.100190,S2589914723000269
Water Research,"['Charlotte Henkel', 'Jonas Lamprecht', 'Thilo Hofmann']",0,2023-08-15,Environmental factors strongly influence the leaching of di(2-ethylhexyl) phthalate from polyvinyl chloride microplastics,10.1016/j.watres.2023.120235,S0043135423006711
Water Research X,"['Abraham Cullom', 'Mattheu Storme Spencer', 'Marc A. Edwards']",0,2023-06-15,Influence of pipe materials on in-building disinfection of <ce:italic>P. aeruginosa</ce:italic> and <ce:italic>A. baumannii</ce:italic> in simulated hot water plumbing,10.1016/j.wroa.2023.100189,S2589914723000257
Water Research,"['Natnael Demissie', 'Prithvi Simha', 'Björn Vinnerås']",0,2023-08-15,Degradation of 75 organic micropollutants in fresh human urine and water by UV advanced oxidation process,10.1016/j.watres.2023.120221,S0043135423006577
Water Research,"['Mattia Mattei', 'Rosa M. Pintó', 'Alex Arenas']",0,2023-08-15,Analysis of SARS-CoV-2 in wastewater for prevalence estimation and investigating clinical diagnostic test biases,10.1016/j.watres.2023.120223,S0043135423006590
Water Research,"[""Camila D' Bastiani"", 'David Kennedy', 'Anthony Reynolds']",0,2023-08-15,CFD simulation of anaerobic granular sludge reactors: A review,10.1016/j.watres.2023.120220,S0043135423006565
Water Research,"['Signe Haukelidsaeter', 'Alje S. Boersma', 'Caroline P. Slomp']",0,2023-06-10,"Influence of filter age on Fe, Mn and NH<ce:inf loc=post>4</ce:inf><ce:sup loc=post>+</ce:sup> removal in dual media rapid sand filters used for drinking water production",10.1016/j.watres.2023.120184,S0043135423006206
Water Research X,"['Jinha Kim', 'Myung Hwangbo', 'Kung-Hui Chu']",0,2023-09-01,Advances and perspectives of using stable isotope probing (SIP)-based technologies in contaminant biodegradation,10.1016/j.wroa.2023.100187,S2589914723000233
Water Research,"['Frieberg Kim', 'Gago-Ferrero Pablo', 'Lundqvist Johan']",0,2023-08-15,Effect-based evaluation of water quality in a system of indirect reuse of wastewater for drinking water production,10.1016/j.watres.2023.120147,S0043135423005833
Water Research,"['Luca Carena', 'Ángela García-Gil', 'Davide Vione']",0,2023-08-01,Global modeling of lake-water indirect photochemistry based on the equivalent monochromatic wavelength approximation: The case of the triplet states of chromophoric dissolved organic matter,10.1016/j.watres.2023.120153,S0043135423005894
Water Research,"['Jiaxing Fang', 'Zihan Dai', 'Gang Liu']",0,2023-08-01,Service-lines as major contributor to water quality deterioration at customer ends,10.1016/j.watres.2023.120143,S0043135423005791
Water Research,"['Mingchen Yao', 'Yue Zhang', 'Gang Liu']",0,2023-08-01,Building water quality deterioration during water supply restoration after interruption: Influences of premise plumbing configuration,10.1016/j.watres.2023.120149,S0043135423005857
Water Research,"['Niamh A. Martin', 'Laura Sala-Comorera', 'Wim G. Meijer']",0,2023-08-15,Inclusion of hydrodynamic properties of bathing waters is critical in selecting faecal indicators to assess public health impacts of faecal contamination,10.1016/j.watres.2023.120137,S0043135423005730
Water Research,"['Péter Polcz', 'Kálmán Tornai', 'Gábor Szederkényi']",0,2023-08-01,"Wastewater-based modeling, reconstruction, and prediction for COVID-19 outbreaks in Hungary caused by highly immune evasive variants",10.1016/j.watres.2023.120098,S0043135423005341
Water Research,"['Tianqi Zhang', 'Urs von Gunten']",0,2023-08-15,Chlorination of amides: Kinetics and mechanisms of formation of <ce:italic>N</ce:italic>-chloramides and their reactions with phenolic compounds,10.1016/j.watres.2023.120131,S0043135423005675
Water Research,"['Anna Kukkola', 'Robert L. Runkel', 'Stefan Krause']",0,2023-07-15,Prevailing impacts of river management on microplastic transport in contrasting US streams: Rethinking global microplastic flux estimations,10.1016/j.watres.2023.120112,S0043135423005481
Water Research,"['Xiaotong Cen', 'Jiuling Li', 'Min Zheng']",0,2023-07-15,A critical review of chemical uses in urban sewer systems,10.1016/j.watres.2023.120108,S0043135423005444
Water Research,"['Eva Reynaert', 'Philipp Steiner', 'Eberhard Morgenroth']",0,2023-07-15,Predicting microbial water quality in on-site water reuse systems with online sensors,10.1016/j.watres.2023.120075,S0043135423005110
Water Research,"['Tracy J. Mincer', 'Ryan P. Bos', 'Linda A. Amaral-Zettler']",0,2023-05-03,Sargasso Sea <ce:italic>Vibrio</ce:italic> bacteria: Underexplored potential pathovars in a perturbed habitat,10.1016/j.watres.2023.120033,S0043135423004694
Water Research X,"['E. Mackey', 'R. Hofmann', 'S. A. Andrews']",0,2023-05-01,UV-chlorine advanced oxidation for potable water reuse: A review of the current state of the art and research needs,10.1016/j.wroa.2023.100183,S2589914723000191
Water Research X,"['Mei Bai', 'Zhiyao Wang', 'Deli Chen']",0,2023-05-01,Long-term onsite monitoring of a sewage sludge drying pan finds methane emissions consistent with IPCC default emission factor,10.1016/j.wroa.2023.100184,S2589914723000208
Water Research,"['Laura Varga', 'Kathrin Fenner', 'Mark Honti']",0,2023-07-01,From market to environment – consumption-normalised pharmaceutical emissions in the Rhine catchment,10.1016/j.watres.2023.120017,S0043135423004530
Water Research,"['Epting Jannis', 'Love Råman Vinnå', 'Oliver S. Schilling']",0,2023-06-30,Climate change adaptation and mitigation measures for alluvial aquifers - Solution approaches based on the thermal exploitation of managed aquifer (MAR) and surface water recharge (MSWR),10.1016/j.watres.2023.119988,S0043135423004244
Water Research,"['Suman Acharya', 'Aleicia Holland', 'Ewen Silvester']",0,2023-06-15,Relevance of tributary inflows for driving molecular composition of dissolved organic matter (DOM) in a regulated river system,10.1016/j.watres.2023.119975,S0043135423004116
Water Research,"['Alison M. Brown', 'Adrian M. Bass', 'Amy E. Pickard']",0,2023-06-01,Urban landscapes and legacy industry provide hotspots for riverine greenhouse gases: A source-to-sea study of the River Clyde,10.1016/j.watres.2023.119969,S0043135423004050
Water Research,"['Vincent Pons', 'Elhadi Mohsen Hassan Abdalla', 'Tone Merete Muthanna']",0,2023-06-01,Practice makes the model: A critical review of stormwater green infrastructure modelling practice,10.1016/j.watres.2023.119958,S0043135423003949
Water Research,"['Žiga Pandur', 'Jure Zevnik', 'Matevž Dular']",0,2023-06-01,Water treatment by cavitation: Understanding it at a single bubble - bacterial cell level,10.1016/j.watres.2023.119956,S0043135423003925
Water Research,"['Dianneke van Wijk', 'Manqi Chang', 'Wolf M. Mooij']",0,2023-08-15,Regime shifts in shallow lakes explained by critical turbidity,10.1016/j.watres.2023.119950,S004313542300386X
Water Research X,"['Richard Bade', 'Nikolaos Rousis', 'Jochen F. Mueller']",0,2023-05-01,Three years of wastewater surveillance for new psychoactive substances from 16 countries,10.1016/j.wroa.2023.100179,S2589914723000154
Water Research,"['Youen Pericault', 'Maria Viklander', 'Annelie Hedström']",0,2023-06-01,Modelling the long-term sustainability impacts of coordination policies for urban infrastructure rehabilitation,10.1016/j.watres.2023.119912,S0043135423003482
Water Research,"['Franciszek Bydalek', 'Gordon Webster', 'Jannis Wenk']",0,2023-05-15,"Microplastic biofilm, associated pathogen and antimicrobial resistance dynamics through a wastewater treatment process incorporating a constructed wetland",10.1016/j.watres.2023.119936,S004313542300372X
Water Research,"['Claudia Sanchez-Huerta', 'Julie Sanchez Medina', 'Pei-Ying Hong']",0,2023-06-01,Understanding the role of sorption and biodegradation in the removal of organic micropollutants by membrane aerated biofilm reactor (MABR) with different biofilm thickness,10.1016/j.watres.2023.119935,S0043135423003718
Water Research,"['Stephanie C. Remke', 'Joanna Houska', 'Silvio Canonica']",0,2023-07-01,Impact of chlorination and ozonation of dissolved organic matter on its photo-induced production of long-lived photooxidants and excited triplet states,10.1016/j.watres.2023.119921,S0043135423003573
Water Research,"['David Calderón-Franco', 'Francesc Corbera-Rubio', 'David G. Weissbrodt']",0,2023-05-15,"Microbiome, resistome and mobilome of chlorine-free drinking water treatment systems",10.1016/j.watres.2023.119905,S004313542300341X
Water Research,"['Andrea-Lorena Garduño-Jiménez', 'Juan-Carlos Durán-Álvarez', 'Rachel L. Gomes']",0,2023-06-30,"Delivering on sustainable development goals in wastewater reuse for agriculture: Initial prioritization of emerging pollutants in the Tula Valley, Mexico",10.1016/j.watres.2023.119903,S0043135423003391
Water Research,"['Carolin Seller', 'Laura Varga', 'Mark Honti']",0,2023-05-15,Do biotransformation data from laboratory experiments reflect micropollutant degradation in a large river basin?,10.1016/j.watres.2023.119908,S0043135423003445
Water Research,"['Zi Wang', 'Abolghasem Pilechi', 'Parisa A. Ariya']",0,2023-05-15,<ce:italic>In-situ</ce:italic> and real-time nano/microplastic coatings and dynamics in water using nano-DIHM: A novel capability for the plastic life cycle research,10.1016/j.watres.2023.119898,S0043135423003342
Water Research,"['Rachel Hurley', 'Hans Fredrik Veiteberg Braaten', 'Marianne Olsen']",0,2023-05-15,"Measuring riverine macroplastic: Methods, harmonisation, and quality control",10.1016/j.watres.2023.119902,S004313542300338X
Water Research,"['Wenhui Wu', 'Behzad Jamali', 'Ana Deletic']",0,2023-05-15,Water Sensitive Urban Design (WSUD) Spatial Prioritisation through Global Sensitivity Analysis for Effective Urban Pluvial Flood Mitigation,10.1016/j.watres.2023.119888,S004313542300324X
Water Research,"['Sina Moradi', 'Amr Omar', 'Greg Leslie']",0,2023-05-15,Forecasting and Optimizing Dual Media Filter Performance via Machine Learning,10.1016/j.watres.2023.119874,S0043135423003093
Water Research,"['Xingaoyuan Xiong', 'Yanan Shang', 'Zongsu Wei']",0,2023-05-15,Complete defluorination of perfluorooctanoic acid (PFOA) by ultrasonic pyrolysis towards zero fluoro-pollution,10.1016/j.watres.2023.119829,S0043135423002646
Water Research,"['Jeil Oh', 'Matthew Bartos']",0,2023-05-15,Model predictive control of stormwater basins coupled with real-time data assimilation enhances flood and pollution control under uncertainty,10.1016/j.watres.2023.119825,S0043135423002609
Water Research,"['Malihe Mehdizadeh Allaf', 'Kevin J. Erratt', 'Hassan Peerhossaini']",0,2023-05-01,Comparative assessment of algaecide performance on freshwater phytoplankton: Understanding differential sensitivities to frame cyanobacteria management,10.1016/j.watres.2023.119811,S0043135423002464
Water Research,"['V. A. Haaksman', 'M. Schouteren', 'M. Pronk']",0,2023-04-15,Impact of the anaerobic feeding mode on substrate distribution in aerobic granular sludge,10.1016/j.watres.2023.119803,S0043135423002385
Water Research,"['Ghadeer Hasanin', 'Ana Maria Mosquera', 'Graciela Gonzalez-Gil']",0,2023-04-15,The microbial growth potential of antiscalants used in seawater desalination,10.1016/j.watres.2023.119802,S0043135423002373
Water Research,"['Jonatan Romero-Matos', 'Carlos R. Cánovas', 'Jose Miguel Nieto']",0,2023-04-15,Wildfire effects on the hydrogeochemistry of a river severely polluted by acid mine drainage,10.1016/j.watres.2023.119791,S0043135423002269
Water Research,"['Tarek Manasfi', 'Joanna Houska', 'Urs von Gunten']",0,2023-06-15,Formation of carbonyl compounds during ozonation of lake water and wastewater: Development of a non-target screening method and quantification of target compounds,10.1016/j.watres.2023.119751,S0043135423001860
Water Research,"['Ana S. Oliveira', 'Marta Alves', 'Catarina L. Amorim']",0,2023-04-15,Bioremediation of coastal aquaculture effluents spiked with florfenicol using microalgae-based granular sludge – a promising solution for recirculating aquaculture systems,10.1016/j.watres.2023.119733,S0043135423001689
Water Research,"['Shuxin Zhang', 'Jiahua Shi', 'Guangming Jiang']",0,2023-04-15,In-sewer decay and partitioning of <ce:italic>Campylobacter jejuni</ce:italic> and <ce:italic>Campylobacter coli</ce:italic> and implications for their wastewater surveillance,10.1016/j.watres.2023.119737,S0043135423001720
Water Research,"['Andreu Rico', 'Paula E. Redondo-Hasselerharm', 'Theresa Schell']",0,2023-04-01,Large-scale monitoring and risk assessment of microplastics in the Amazon River,10.1016/j.watres.2023.119707,S0043135423001422
Water Research,"['A. S. Hooper', 'P. Kille', 'R. G. Perkins']",0,2023-04-01,The importance of nutrient ratios in determining elevations in geosmin synthase (<ce:italic>geoA</ce:italic>) and 2-MIB cyclase (<ce:italic>mic</ce:italic>) resulting in taste and odour events,10.1016/j.watres.2023.119693,S0043135423001288
Water Research,"['N. R. H. Rao', 'K. L. Linge', 'R. K. Henderson']",0,2023-04-15,Relating algal-derived extracellular and intracellular dissolved organic nitrogen with nitrogenous disinfection by-product formation,10.1016/j.watres.2023.119695,S0043135423001306
Water Research X,"['Magnus Arnell', 'Maya Miltell', 'Gustaf Olsson']",0,2023-05-01,Making waves: A vision for digital water utilities,10.1016/j.wroa.2023.100170,S2589914723000063
Water Research,"['Philip McCleaf', 'William Stefansson', 'Lutz Ahrens']",0,2023-04-01,Drinking water nanofiltration with concentrate foam fractionation—A novel approach for removal of per- and polyfluoroalkyl substances (PFAS),10.1016/j.watres.2023.119688,S0043135423001239
Water Research,"['Javier Moreno-Andrés', 'Miguel Tierno-Galán', 'Enrique Nebot']",0,2023-04-01,"Inactivation of the waterborne marine pathogen <ce:italic>Vibrio alginolyticus</ce:italic> by photo-chemical processes driven by UV-A, UV-B, or UV-C LED combined with H<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>2</ce:inf> or HSO<ce:inf loc=post>5</ce:inf><ce:sup loc=post>−</ce:sup>",10.1016/j.watres.2023.119686,S0043135423001215
