,journal,authors,buzz_id,date,name,doi,pii
17,Water Science and Engineering,"['Nur Azalina Suzianti Feisal', 'Noor Haziqah Kamaludin', 'Tengku Nilam Baizura Tengku Ibrahim']",0,2023-01-13,"Anthropogenic disturbance of aquatic biodiversity and water quality of an urban river in Penang, Malaysia",10.1016/j.wse.2023.01.003,S1674237023000108
18,Water Science and Engineering,"['Li-jie Jiang', 'Bin Zhang', 'Yu Shao']",0,2023-06-30,Analysis of fluidized zone in transparent soil under jet induced by pipe leakage,10.1016/j.wse.2023.01.002,S1674237023000091
19,Water Science and Engineering,"['D. M. N. H. Jayasuriya', 'Kannan Nadarajah']",0,2023-06-30,Understanding association between methylene blue dye and biosorbent: Palmyrah sprout casing in adsorption process in aqueous phase,10.1016/j.wse.2022.12.006,S1674237022000977
20,Water Science and Engineering,"['Li-liang Ren', 'Shan-shui Yuan', 'Yi-qi Yan']",0,2023-06-30,Initiatives to clarify mechanisms of hydrological evolution in human-influenced Yellow River Basin,10.1016/j.wse.2023.01.001,S167423702300008X
21,Water Science and Engineering,"['Kai Chen', 'Qi-meng Liu', 'Zi-tao Wang']",0,2023-06-30,"Source apportionment of river water pollution in a typical agricultural city of Anhui Province, eastern China using multivariate statistical techniques with APCS–MLR",10.1016/j.wse.2022.12.007,S1674237022000989
22,Water Science and Engineering,"['Kobita Roy', 'Thuhin Kumar Dey', 'Md. Elias Uddin']",0,2023-06-30,Fabrication of graphene oxide–keratin–chitosan nanocomposite as an adsorbent to remove turbidity from tannery wastewater,10.1016/j.wse.2022.12.003,S1674237022000941
23,Water Science and Engineering,"['Alireza Mehrabani Bashar', 'Hamed Nozari', 'Ahad Ahadiiman']",0,2023-06-30,Investigation of factors affecting rural drinking water consumption using intelligent hybrid models,10.1016/j.wse.2022.12.002,S167423702200093X
24,Water Science and Engineering,"['Mohammad Saeed Fakhimjoo', 'Abdollah Ardeshir', 'Hojat Karami']",0,2023-03-31,Experimental investigation and flow analysis of clear-water scour around pier and abutment in proximity,10.1016/j.wse.2022.12.001,S1674237022000928
25,Water Science and Engineering,"['Ran Gong', 'Hui-ya Wang', 'Yi-ping Li']",1,2023-06-21,Simulation of internal nitrogen release from bottom sediments in an urban lake using a nitrogen flux model,10.1016/j.wse.2023.06.002,S1674237023000625
26,Water Science and Engineering,"['Pei-pei Zhang', 'Yi-qing Gong', 'Jing-qiao Mao']",1,2023-06-03,Numerical study of submerged bending vegetation under unidirectional flow,10.1016/j.wse.2023.06.001,S1674237023000613
27,Water Science and Engineering,"['Diana Marcela Cuesta Parra', 'Felipe Correa Mahecha', 'Miguel Fernando Jimenez Jimenez']",1,2023-05-29,A prototype for on-site generation of chlorinated disinfectant for use in rural aqueducts,10.1016/j.wse.2023.05.005,S1674237023000601
28,Water Science and Engineering,"['Wen-zhuo Wang', 'Zeng-chuan Dong', 'Teng Wu']",1,2023-05-21,Mixed D-vine copula-based conditional quantile model for stochastic monthly streamflow simulation,10.1016/j.wse.2023.05.004,S1674237023000595
29,Water Science and Engineering,"['Farhad Bahmanpouri', 'Carlo Gualtieri', 'Hubert Chanson']",1,2023-05-15,Experiments on two-phase flow in hydraulic jump on pebbled rough bed: Part 1–Turbulence properties and particle chord time and length,10.1016/j.wse.2023.05.002,S1674237023000571
30,Water Science and Engineering,"['Farhad Bahmanpouri', 'Carlo Gualtieri', 'Hubert Chanson']",1,2023-05-13,Experiments on two-phase flow in hydraulic jump on pebbled rough bed: Part 2–Bubble clustering,10.1016/j.wse.2023.05.003,S1674237023000583
31,Water Science and Engineering,"['Rui-hua Nie', 'Qi-hang Zhou', 'Lu Wang']",1,2023-04-29,Impact of backwater on water surface profile in curved channels,10.1016/j.wse.2023.04.006,S1674237023000558
32,Water Science and Engineering,"['Ahsan Shah', 'Arun Arjunan', 'Julia Zakharova']",1,2023-04-14,A review of physicochemical and biological contaminants in drinking water and their impacts on human health,10.1016/j.wse.2023.04.003,S1674237023000522
33,Water Science and Engineering,"['Rouya Hdeib', 'Marwan Aouad']",1,2023-04-14,Rainwater harvesting systems: An urban flood risk mitigation measure in arid areas,10.1016/j.wse.2023.04.004,S1674237023000534
34,Water Science and Engineering,"['Amudham Radha Amal Raj', 'Prabhakaran Mylsamy', 'T. G. Sunitha']",1,2023-04-06,Heavy metal pollution of river water and eco-friendly remediation using potent microalgal species,10.1016/j.wse.2023.04.001,S1674237023000509
35,Water Science and Engineering,"['Huan-ling Wang', 'Xu-fei Zhao', 'Wei-ya Xu']",1,2023-04-05,Evaluation of toppling rock slopes using a composite cloud model with DEMATEL–CRITIC method,10.1016/j.wse.2023.04.002,S1674237023000510
36,Water Science and Engineering,"['Charles S. Melching', 'Jennifer Wasik', 'Thomas Minarik']",1,2023-03-29,Operational guidance for aeration and flow augmentation for the Chicago Area Waterway System—A case study,10.1016/j.wse.2023.03.003,S1674237023000492
37,Water Science and Engineering,"['Yoshiteru Hamatani', 'Takahiro Watari', 'Toshihiko Konda']",1,2023-03-17,Greenhouse gas reduction of co-benefit-type wastewater treatment system for fish-processing industry: A real-scale case study in Indonesia,10.1016/j.wse.2023.03.001,S1674237023000327
38,Water Science and Engineering,"['Peter Olusakin Oladoye', 'Timothy Oladiran Ajiboye', 'Mayowa Ezekiel Oladipo']",1,2023-03-16,Insights into remediation technology for malachite green wastewater treatment,10.1016/j.wse.2023.03.002,S1674237023000339
39,Water Science and Engineering,"['Wen-de Zhao', 'Li-ping Chen', 'Yan Jiao']",1,2023-06-30,Preparation of activated carbon from sunflower straw through H<ce:inf loc=post>3</ce:inf>PO<ce:inf loc=post>4</ce:inf> activation and its application for acid fuchsin dye adsorption,10.1016/j.wse.2023.02.002,S1674237023000315
40,Water Science and Engineering,"['Piyawan Nuengmatcha', 'Arnannit Kuyyogsuy', 'Prawit Nuengmatcha']",1,2023-02-02,Efficient degradation of dye pollutants in wastewater via photocatalysis using a magnetic zinc oxide/graphene/iron oxide-based catalyst,10.1016/j.wse.2023.01.004,S167423702300011X
41,Water Science and Engineering,"['Nur Azalina Suzianti Feisal', 'Noor Haziqah Kamaludin', 'Tengku Nilam Baizura Tengku Ibrahim']",1,2023-01-13,"Anthropogenic disturbance of aquatic biodiversity and water quality of an urban river in Penang, Malaysia",10.1016/j.wse.2023.01.003,S1674237023000108
42,Water Science and Engineering,"['Li-jie Jiang', 'Bin Zhang', 'Yu Shao']",1,2023-06-30,Analysis of fluidized zone in transparent soil under jet induced by pipe leakage,10.1016/j.wse.2023.01.002,S1674237023000091
43,Water Science and Engineering,"['D. M. N. H. Jayasuriya', 'Kannan Nadarajah']",1,2023-06-30,Understanding association between methylene blue dye and biosorbent: Palmyrah sprout casing in adsorption process in aqueous phase,10.1016/j.wse.2022.12.006,S1674237022000977
44,Water Science and Engineering,"['Li-liang Ren', 'Shan-shui Yuan', 'Yi-qi Yan']",1,2023-06-30,Initiatives to clarify mechanisms of hydrological evolution in human-influenced Yellow River Basin,10.1016/j.wse.2023.01.001,S167423702300008X
45,Water Science and Engineering,"['Kai Chen', 'Qi-meng Liu', 'Zi-tao Wang']",1,2023-06-30,"Source apportionment of river water pollution in a typical agricultural city of Anhui Province, eastern China using multivariate statistical techniques with APCS–MLR",10.1016/j.wse.2022.12.007,S1674237022000989
46,Water Science and Engineering,"['Kobita Roy', 'Thuhin Kumar Dey', 'Md. Elias Uddin']",1,2023-06-30,Fabrication of graphene oxide–keratin–chitosan nanocomposite as an adsorbent to remove turbidity from tannery wastewater,10.1016/j.wse.2022.12.003,S1674237022000941
47,Water Science and Engineering,"['Alireza Mehrabani Bashar', 'Hamed Nozari', 'Ahad Ahadiiman']",1,2023-06-30,Investigation of factors affecting rural drinking water consumption using intelligent hybrid models,10.1016/j.wse.2022.12.002,S167423702200093X
48,Water Science and Engineering,"['Mohammad Saeed Fakhimjoo', 'Abdollah Ardeshir', 'Hojat Karami']",1,2023-03-31,Experimental investigation and flow analysis of clear-water scour around pier and abutment in proximity,10.1016/j.wse.2022.12.001,S1674237022000928
49,Water Science and Engineering,"['Tim J. Grandjean', 'Jaco C. de Smit', 'Tjeerd J. Bouma']",1,2023-03-31,Morphodynamic signatures derived from daily surface elevation dynamics can explain the morphodynamic development of tidal flats,10.1016/j.wse.2022.11.003,S1674237022000916
50,Water Science and Engineering,"['Zeng Zhou', 'Meng-jiao Liang', 'Chang-kuan Zhang']",2,2022-06-30,"Processes, feedbacks, and morphodynamic evolution of tidal flat–marsh systems: Progress and challenges",10.1016/j.wse.2021.07.002,S1674237022000217
51,Water Science and Engineering,"['Alvise Finotello', 'Marco Marani', ""Andrea D'alpaos""]",2,2020-03-31,Control of wind-wave power on morphological shape of salt marsh margins,10.1016/j.wse.2020.03.006,S167423702030020X
52,Water Science and Engineering,"['Guo-qing Wang', 'Jian-yun Zhang', 'Xin-yue Yang']",2,2017-04-30,Estimation of future water resources of Xiangjiang River Basin with VIC model under multiple climate scenarios,10.1016/j.wse.2017.06.003,S1674237017300583
53,Water Science and Engineering,"['Ahsan Shah', 'Arun Arjunan', 'Julia Zakharova']",3,2023-04-14,A review of physicochemical and biological contaminants in drinking water and their impacts on human health,10.1016/j.wse.2023.04.003,S1674237023000522
54,Water Science and Engineering,"['Charles S. Melching', 'Jennifer Wasik', 'Thomas Minarik']",3,2023-03-29,Operational guidance for aeration and flow augmentation for the Chicago Area Waterway System—A case study,10.1016/j.wse.2023.03.003,S1674237023000492
55,Water Science and Engineering,"['Lin Shi', 'Jian Zhang', 'Xu-yun Chen']",3,2023-06-30,Water hammer protection for diversion systems in front of pumps in long-distance water supply projects,10.1016/j.wse.2023.02.001,S1674237023000303
56,Water Science and Engineering,"['Xiang-kun Li', 'Ying-jun Yang', 'Xiao-chen Ma']",3,2023-03-31,Enhanced nitrogen removal at low temperature with mixed anoxic/oxic process,10.1016/j.wse.2022.08.005,S1674237022000655
57,Water Science and Engineering,"['Yu-jun Bao', 'Chang-ying Ji', 'Bing Zhang']",3,2022-09-30,Prediction of dissolved oxygen content changes based on two-dimensional behavior features of fish school and T–S fuzzy neural network,10.1016/j.wse.2022.06.001,S1674237022000412
58,Water Science and Engineering,"['Shan-hu Jiang', 'Lin-yong Wei', 'Hao Cui']",3,2023-03-31,"Evaluation of IMERG, TMPA, ERA5, and CPC precipitation products over mainland China: Spatiotemporal patterns and extremes",10.1016/j.wse.2022.05.001,S1674237022000394
59,Water Science and Engineering,"['Peng Wang', 'Xia Shen', 'Yi-xin Ma']",3,2022-06-30,"Laboratory simulation of soil respiration response to environmental conditions in intertidal zones of Jiangsu Province, China",10.1016/j.wse.2022.02.001,S1674237022000151
60,Water Science and Engineering,"['Da-wei Guan', 'Yu-xuan Xie', 'Jin-hai Zheng']",3,2022-03-31,Local scour at offshore windfarm monopile foundations: A review,10.1016/j.wse.2021.12.006,S167423702100123X
61,Water Science and Engineering,"['Mohammad Delnavaz', 'Javad Farahbakhsh', 'Seyed Sajad Mahdian']",3,2021-06-30,Photodegradation of reactive blue 19 dye using magnetic nanophotocatalyst <ce:italic>α</ce:italic>-Fe<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>/WO<ce:inf loc=post>3</ce:inf>: A comparison study of <ce:italic>α</ce:italic>-Fe<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>/WO<ce:inf loc=post>3</ce:inf> and WO<ce:inf loc=post>3</ce:inf>/NaOH,10.1016/j.wse.2021.06.007,S1674237021000454
62,Water Science and Engineering,"['Lu Lin', 'Ran Li', 'You-quan Yuan']",3,2021-03-31,Microanalysis of supersaturated gas release based on wall-attached bubbles,10.1016/j.wse.2021.01.001,S1674237021000181
63,Water Science and Engineering,"['Jin-liang Zhang', 'Yi-zi Shang', 'Meng Cui']",3,2020-12-31,"Improved ecological development model for lower Yellow River floodplain, China",10.1016/j.wse.2020.12.006,S1674237020300995
64,Water Science and Engineering,"['Hui-fang Wu', 'Jun-ping Wang', 'Guo-qing Zhang']",3,2020-09-30,Phosphorus removal by adsorbent based on poly-aluminum chloride sludge,10.1016/j.wse.2020.09.006,S1674237020300739
65,Water Science and Engineering,"['Hassan Vosoughi', 'Hooman Hajikandi']",3,2020-06-30,Scour around submarine pipes due to high-amplitude transient waves,10.1016/j.wse.2020.06.003,S1674237020300491
66,Water Science and Engineering,"['Matteo Rubinato', 'Andrew Nichols', 'Simon Tait']",3,2019-12-31,Urban and river flooding: Comparison of flood risk management approaches in the UK and China and an assessment of future knowledge needs,10.1016/j.wse.2019.12.004,S1674237019301255
67,Water Science and Engineering,"['Ke Zhang', 'Li-jun Chao', 'Jin-yin Ye']",3,2019-06-30,Using multi-satellite microwave remote sensing observations for retrieval of daily surface soil moisture across China,10.1016/j.wse.2019.06.001,S1674237019300596
68,Water Science and Engineering,"['He Yang', 'Shou-yi Xie', 'Jian-fu Shao']",3,2017-04-30,Experimental study and modeling of hydromechanical behavior of concrete fracture,10.1016/j.wse.2017.06.002,S1674237017300571
69,Water Science and Engineering,"['Ran Gong', 'Hui-ya Wang', 'Yi-ping Li']",4,2023-06-21,Simulation of internal nitrogen release from bottom sediments in an urban lake using a nitrogen flux model,10.1016/j.wse.2023.06.002,S1674237023000625
70,Water Science and Engineering,"['Li-jie Jiang', 'Bin Zhang', 'Yu Shao']",4,2023-06-30,Analysis of fluidized zone in transparent soil under jet induced by pipe leakage,10.1016/j.wse.2023.01.002,S1674237023000091
71,Water Science and Engineering,['Anya Zhang'],4,2022-09-30,"Delineation of spring capture zones in southern Great Basin, USA based on modeling results and geochemical data",10.1016/j.wse.2021.12.009,S1674237021001265
72,Water Science and Engineering,"['Da-wei Guan', 'Yu-xuan Xie', 'Jin-hai Zheng']",4,2022-03-31,Local scour at offshore windfarm monopile foundations: A review,10.1016/j.wse.2021.12.006,S167423702100123X
73,Water Science and Engineering,"['Jie Zhou', 'Cheng Zeng', 'Yu-ran Yin']",4,2021-12-31,Energy and momentum correction coefficients within contraction zone in open-channel combining flows,10.1016/j.wse.2021.09.002,S1674237021000958
74,Water Science and Engineering,"['Aysha Akter', 'Ahad Hasan Tanim', 'Md. Kamrul Islam']",4,2020-06-30,Possibilities of urban flood reduction through distributed-scale rainwater harvesting,10.1016/j.wse.2020.06.001,S1674237020300478
75,Water Science and Engineering,"['Pedro Xavier Ramos', 'Laurent Schindfessel', 'Tom De Mulder']",4,2019-09-30,Influence of bed elevation discordance on flow patterns and head losses in an open-channel confluence,10.1016/j.wse.2019.09.005,S167423701930081X
76,Water Science and Engineering,"['De-gao Zou', 'Jing-mao Liu', 'Qing-po Yang']",4,2018-10-31,A simple permanent deformation model of rockfill materials,10.1016/j.wse.2018.12.001,S1674237018300966
77,Water Science and Engineering,"['Peng Dai', 'Ji-sheng Zhang', 'Zi-xuan Tang']",4,2018-07-31,Numerical study of hydrodynamic mechanism of dynamic tidal power,10.1016/j.wse.2018.09.004,S1674237018300735
78,Water Science and Engineering,"['Mohammad Mehedi Hasan', 'Guido Wyseure']",4,2018-04-30,"Impact of climate change on hydropower generation in Rio Jubones Basin, Ecuador",10.1016/j.wse.2018.07.002,S1674237018300528
79,Water Science and Engineering,"['Jia-heng Zhao', 'Ilhan Özgen', 'Reinhard Hinkelmann']",4,2017-10-31,Comparison of depth-averaged concentration and bed load flux sediment transport models of dam-break flow,10.1016/j.wse.2017.12.006,S1674237017301059
80,Water Science and Engineering,"['Jia-he Zhang', 'Jian Wang', 'Li-sha Chai']",4,2017-04-30,Factors influencing hysteresis characteristics of concrete dam deformation,10.1016/j.wse.2017.03.007,S1674237017300297
81,Water Science and Engineering,"['Tao Wang', 'Hai-li Xu', 'Wei-min Bao']",4,2016-10-31,Application of isotopic information for estimating parameters in Philip infiltration model,10.1016/j.wse.2017.01.005,S1674237017300054
82,Water Science and Engineering,"['Ran Gong', 'Hui-ya Wang', 'Yi-ping Li']",5,2023-06-21,Simulation of internal nitrogen release from bottom sediments in an urban lake using a nitrogen flux model,10.1016/j.wse.2023.06.002,S1674237023000625
83,Water Science and Engineering,['Anya Zhang'],5,2022-09-30,"Delineation of spring capture zones in southern Great Basin, USA based on modeling results and geochemical data",10.1016/j.wse.2021.12.009,S1674237021001265
84,Water Science and Engineering,"['Aysha Akter', 'Ahad Hasan Tanim', 'Md. Kamrul Islam']",5,2020-06-30,Possibilities of urban flood reduction through distributed-scale rainwater harvesting,10.1016/j.wse.2020.06.001,S1674237020300478
85,Water Science and Engineering,"['Lin-lin Chu', 'Yao-hu Kang', 'Shu-qin Wan']",5,2020-06-30,Effects of water application intensity of micro-sprinkler irrigation and soil salinity on environment of coastal saline soils,10.1016/j.wse.2020.06.002,S167423702030048X
86,Water Science and Engineering,"['Qun-chao Wang', 'Shu-gen Liu', 'Hua-ping Gao']",5,2019-03-31,Treatment of hydroxyquinone-containing wastewater using precipitation method with barium salt,10.1016/j.wse.2019.03.003,S1674237019300201
87,Water Science and Engineering,"['Peng Dai', 'Ji-sheng Zhang', 'Zi-xuan Tang']",5,2018-07-31,Numerical study of hydrodynamic mechanism of dynamic tidal power,10.1016/j.wse.2018.09.004,S1674237018300735
88,Water Science and Engineering,"['Mohammad Mehedi Hasan', 'Guido Wyseure']",5,2018-04-30,"Impact of climate change on hydropower generation in Rio Jubones Basin, Ecuador",10.1016/j.wse.2018.07.002,S1674237018300528
89,Water Science and Engineering,"['Jia-heng Zhao', 'Ilhan Özgen', 'Reinhard Hinkelmann']",5,2017-10-31,Comparison of depth-averaged concentration and bed load flux sediment transport models of dam-break flow,10.1016/j.wse.2017.12.006,S1674237017301059
90,Water Science and Engineering,"['Jia-he Zhang', 'Jian Wang', 'Li-sha Chai']",5,2017-04-30,Factors influencing hysteresis characteristics of concrete dam deformation,10.1016/j.wse.2017.03.007,S1674237017300297
91,Water Science and Engineering,"['Tao Wang', 'Hai-li Xu', 'Wei-min Bao']",5,2016-10-31,Application of isotopic information for estimating parameters in Philip infiltration model,10.1016/j.wse.2017.01.005,S1674237017300054
92,Water Science and Engineering,"['Ran Gong', 'Hui-ya Wang', 'Yi-ping Li']",6,2023-06-21,Simulation of internal nitrogen release from bottom sediments in an urban lake using a nitrogen flux model,10.1016/j.wse.2023.06.002,S1674237023000625
93,Water Science and Engineering,"['Pei-pei Zhang', 'Yi-qing Gong', 'Jing-qiao Mao']",6,2023-06-03,Numerical study of submerged bending vegetation under unidirectional flow,10.1016/j.wse.2023.06.001,S1674237023000613
94,Water Science and Engineering,"['Diana Marcela Cuesta Parra', 'Felipe Correa Mahecha', 'Miguel Fernando Jimenez Jimenez']",6,2023-05-29,A prototype for on-site generation of chlorinated disinfectant for use in rural aqueducts,10.1016/j.wse.2023.05.005,S1674237023000601
95,Water Science and Engineering,"['Yi-ming Hu', 'Zhong-min Liang', 'Bin-quan Li']",6,2023-05-22,Assessment of first-order-moment-based sample reconstruction method for design flood estimation in changing environment,10.1016/j.wse.2023.05.001,S167423702300056X
96,Water Science and Engineering,"['Wen-zhuo Wang', 'Zeng-chuan Dong', 'Teng Wu']",6,2023-05-21,Mixed D-vine copula-based conditional quantile model for stochastic monthly streamflow simulation,10.1016/j.wse.2023.05.004,S1674237023000595
97,Water Science and Engineering,"['Farhad Bahmanpouri', 'Carlo Gualtieri', 'Hubert Chanson']",6,2023-05-15,Experiments on two-phase flow in hydraulic jump on pebbled rough bed: Part 1–Turbulence properties and particle chord time and length,10.1016/j.wse.2023.05.002,S1674237023000571
98,Water Science and Engineering,"['Farhad Bahmanpouri', 'Carlo Gualtieri', 'Hubert Chanson']",6,2023-05-13,Experiments on two-phase flow in hydraulic jump on pebbled rough bed: Part 2–Bubble clustering,10.1016/j.wse.2023.05.003,S1674237023000583
99,Water Science and Engineering,"['Rui-hua Nie', 'Qi-hang Zhou', 'Lu Wang']",6,2023-04-29,Impact of backwater on water surface profile in curved channels,10.1016/j.wse.2023.04.006,S1674237023000558
100,Water Science and Engineering,"['Ahsan Shah', 'Arun Arjunan', 'Julia Zakharova']",6,2023-04-14,A review of physicochemical and biological contaminants in drinking water and their impacts on human health,10.1016/j.wse.2023.04.003,S1674237023000522
101,Water Science and Engineering,"['Rouya Hdeib', 'Marwan Aouad']",6,2023-04-14,Rainwater harvesting systems: An urban flood risk mitigation measure in arid areas,10.1016/j.wse.2023.04.004,S1674237023000534
102,Water Science and Engineering,"['Amudham Radha Amal Raj', 'Prabhakaran Mylsamy', 'T. G. Sunitha']",6,2023-04-06,Heavy metal pollution of river water and eco-friendly remediation using potent microalgal species,10.1016/j.wse.2023.04.001,S1674237023000509
103,Water Science and Engineering,"['Huan-ling Wang', 'Xu-fei Zhao', 'Wei-ya Xu']",6,2023-04-05,Evaluation of toppling rock slopes using a composite cloud model with DEMATEL–CRITIC method,10.1016/j.wse.2023.04.002,S1674237023000510
104,Water Science and Engineering,"['Charles S. Melching', 'Jennifer Wasik', 'Thomas Minarik']",6,2023-03-29,Operational guidance for aeration and flow augmentation for the Chicago Area Waterway System—A case study,10.1016/j.wse.2023.03.003,S1674237023000492
105,Water Science and Engineering,"['Yoshiteru Hamatani', 'Takahiro Watari', 'Toshihiko Konda']",6,2023-03-17,Greenhouse gas reduction of co-benefit-type wastewater treatment system for fish-processing industry: A real-scale case study in Indonesia,10.1016/j.wse.2023.03.001,S1674237023000327
106,Water Science and Engineering,"['Peter Olusakin Oladoye', 'Timothy Oladiran Ajiboye', 'Mayowa Ezekiel Oladipo']",6,2023-03-16,Insights into remediation technology for malachite green wastewater treatment,10.1016/j.wse.2023.03.002,S1674237023000339
107,Water Science and Engineering,"['Wen-de Zhao', 'Li-ping Chen', 'Yan Jiao']",6,2023-06-30,Preparation of activated carbon from sunflower straw through H<ce:inf loc=post>3</ce:inf>PO<ce:inf loc=post>4</ce:inf> activation and its application for acid fuchsin dye adsorption,10.1016/j.wse.2023.02.002,S1674237023000315
108,Water Science and Engineering,"['Piyawan Nuengmatcha', 'Arnannit Kuyyogsuy', 'Prawit Nuengmatcha']",6,2023-02-02,Efficient degradation of dye pollutants in wastewater via photocatalysis using a magnetic zinc oxide/graphene/iron oxide-based catalyst,10.1016/j.wse.2023.01.004,S167423702300011X
109,Water Science and Engineering,"['Nur Azalina Suzianti Feisal', 'Noor Haziqah Kamaludin', 'Tengku Nilam Baizura Tengku Ibrahim']",6,2023-01-13,"Anthropogenic disturbance of aquatic biodiversity and water quality of an urban river in Penang, Malaysia",10.1016/j.wse.2023.01.003,S1674237023000108
110,Water Science and Engineering,"['Li-jie Jiang', 'Bin Zhang', 'Yu Shao']",6,2023-06-30,Analysis of fluidized zone in transparent soil under jet induced by pipe leakage,10.1016/j.wse.2023.01.002,S1674237023000091
111,Water Science and Engineering,"['D. M. N. H. Jayasuriya', 'Kannan Nadarajah']",6,2023-06-30,Understanding association between methylene blue dye and biosorbent: Palmyrah sprout casing in adsorption process in aqueous phase,10.1016/j.wse.2022.12.006,S1674237022000977
112,Water Science and Engineering,"['Li-liang Ren', 'Shan-shui Yuan', 'Yi-qi Yan']",6,2023-06-30,Initiatives to clarify mechanisms of hydrological evolution in human-influenced Yellow River Basin,10.1016/j.wse.2023.01.001,S167423702300008X
113,Water Science and Engineering,"['Kai Chen', 'Qi-meng Liu', 'Zi-tao Wang']",6,2023-06-30,"Source apportionment of river water pollution in a typical agricultural city of Anhui Province, eastern China using multivariate statistical techniques with APCS–MLR",10.1016/j.wse.2022.12.007,S1674237022000989
