au_id
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57566648500
57218628827
57218628827
57700023400
57768087400
57273371400
57939188900
57910558500
58126192000
57840784900
58018686900
57214095389
57962774100
57866563100
57869283500
57710406900
55938288400
57840476100
44161021100
57212848690
57403082500
57218455611
55744609000
57206274266
56412009100
58177927500
57223305319
57218582957
57208328510
58242500900
57211190008
58038862400
57840784900
57840784900
40762579200
57690736600
57872473400
57852357800
56435801200
57411850900
57211649796
57403979000
57217389900
57217389900
57063470300
57195571827
57191416144
57195571827
57206963964
57195571827
24554157600
56602660100
57195571827
24554157600
58072050200
58073054200
57156656400
57882225900
56606253500
36925248100
57397266900
7409906300
57408107700
57201864235
57218707191
57216730365
57218582957
57215719418
57210373434
56606253500
57712982000
57193411980
57979719300
57223903800
55331248800
57983423300
25223509900
57211606435
57475637200
7005782378
57212410458
57216622088
14060539100
22233639600
57982701900
57983880700
57209323491
57214885046
55568412900
7401432454
57223399205
57957108800
57204820140
56000919600
57211614733
57210150714
57470240900
57202911543
57469989100
7005423840
57218172338
57193353496
56383895300
57211606435
7501839950
36634677600
14048601300
56014525200
37032592100
57852575200
56440949100
57561833200
57211606435
57575451400
57217309228
57881288000
57847927000
8262625200
57993717000
6506527898
57194493569
57204946239
58042639000
57208528892
36170377500
58042922900
57226279141
55806383200
57480616100
57205271137
55761574000
43762231600
58042283800
57219726949
57208211127
58042379800
15061610200
57543747200
57224813354
7003783383
56735127300
57197792695
58064227000
57712332900
57712943400
57861987500
57438935000
57208328104
56366497100
57218125905
35148017700
57875611600
56975715000
57992831300
57433520200
57992831400
57051685900
56373470600
57202123601
57226021200
56921254900
56402164900
34770480100
57219256231
57779423400
57213618165
57437576600
7203025443
57021889500
56117608500
37071841800
56798615100
57212391269
56117608500
54419522800
37102064200
57189343678
56946489700
35221077800
57708863800
56274753600
57206938716
57222053100
57820167600
57370873100
57810147300
55459022800
36118664900
57927372800
57239601800
57215582430
57999634600
57192541622
57195468119
57193644638
57192654713
6506961237
57222747894
57204908487
57192214256
6701553153
57205513986
7409596327
57543659300
58003614000
58003062900
7103154968
57188999888
57211557494
57224757340
7003588235
7005849897
58042265000
56470646500
58042985700
57226057133
58042554100
58041986200
58042129900
57208528520
57431079500
57279111500
57211079189
55868174400
6602298048
58280867800
55669940800
57844202500
57843946600
35294592000
57845230700
26651926700
57716498600
57455199000
57869324700
7202892568
8675855400
57212375364
6602813519
57204421129
56986405100
7401956872
57079049300
58018315700
6603637098
6602879316
56701220500
56366381700
14919453800
57195105971
35181118500
6701500142
35757389000
57209973594
36995793700
57999836000
57356942200
56155970700
56463503500
58000972800
57216152222
57223213658
57949326700
57196220763
55924042500
9040231400
58017878700
55761977300
36142159100
58017275900
57264609100
36092099100
22734416400
56442542900
57212383175
56875338600
56388337200
57429607000
57828325500
58018456500
57197875441
57193349473
57195603849
57188750324
58026429200
57208075530
16303265700
57216884781
56549988500
57447855100
56313195700
57203871876
7007049344
57211516871
8899214100
57414743400
55347479300
57197369382
57353302300
55473005100
57442955900
