vol_index,paper_link
0,https://www.sciencedirect.com/science/article/pii/S0378377423002809
0,https://www.sciencedirect.com/science/article/pii/S0378377423002688
0,https://www.sciencedirect.com/science/article/pii/S0378377423002731
0,https://www.sciencedirect.com/science/article/pii/S0378377423002743
0,https://www.sciencedirect.com/science/article/pii/S0378377423002755
0,https://www.sciencedirect.com/science/article/pii/S0378377423002810
0,https://www.sciencedirect.com/science/article/pii/S0378377423002834
0,https://www.sciencedirect.com/science/article/pii/S0378377423002676
0,https://www.sciencedirect.com/science/article/pii/S0378377423002871
0,https://www.sciencedirect.com/science/article/pii/S0378377423002901
0,https://www.sciencedirect.com/science/article/pii/S037837742300286X
0,https://www.sciencedirect.com/science/article/pii/S0378377423002846
0,https://www.sciencedirect.com/science/article/pii/S0378377423002779
0,https://www.sciencedirect.com/science/article/pii/S0378377423002780
0,https://www.sciencedirect.com/science/article/pii/S0378377423002718
0,https://www.sciencedirect.com/science/article/pii/S0378377423002858
0,https://www.sciencedirect.com/science/article/pii/S0378377423002925
0,https://www.sciencedirect.com/science/article/pii/S0378377423002937
0,https://www.sciencedirect.com/science/article/pii/S0378377423002822
0,https://www.sciencedirect.com/science/article/pii/S0378377423002895
0,https://www.sciencedirect.com/science/article/pii/S0378377423002949
0,https://www.sciencedirect.com/science/article/pii/S0378377423002883
0,https://www.sciencedirect.com/science/article/pii/S0378377423002664
0,https://www.sciencedirect.com/science/article/pii/S0378377423003001
0,https://www.sciencedirect.com/science/article/pii/S0378377423002974
1,https://www.sciencedirect.com/science/article/pii/S0378377423002421
1,https://www.sciencedirect.com/science/article/pii/S0378377423002469
1,https://www.sciencedirect.com/science/article/pii/S037837742300241X
1,https://www.sciencedirect.com/science/article/pii/S0378377423002500
1,https://www.sciencedirect.com/science/article/pii/S0378377423002482
1,https://www.sciencedirect.com/science/article/pii/S0378377423002524
1,https://www.sciencedirect.com/science/article/pii/S0378377423002512
1,https://www.sciencedirect.com/science/article/pii/S0378377423002597
1,https://www.sciencedirect.com/science/article/pii/S0378377423002573
1,https://www.sciencedirect.com/science/article/pii/S0378377423002561
1,https://www.sciencedirect.com/science/article/pii/S0378377423002494
1,https://www.sciencedirect.com/science/article/pii/S0378377423002548
1,https://www.sciencedirect.com/science/article/pii/S0378377423002366
1,https://www.sciencedirect.com/science/article/pii/S0378377423002640
1,https://www.sciencedirect.com/science/article/pii/S0378377423002627
1,https://www.sciencedirect.com/science/article/pii/S0378377423002652
1,https://www.sciencedirect.com/science/article/pii/S0378377423002639
1,https://www.sciencedirect.com/science/article/pii/S0378377423002615
1,https://www.sciencedirect.com/science/article/pii/S037837742300269X
1,https://www.sciencedirect.com/science/article/pii/S0378377423002603
1,https://www.sciencedirect.com/science/article/pii/S0378377423002585
1,https://www.sciencedirect.com/science/article/pii/S0378377423002706
1,https://www.sciencedirect.com/science/article/pii/S037837742300272X
1,https://www.sciencedirect.com/science/article/pii/S0378377423002767
1,https://www.sciencedirect.com/science/article/pii/S037837742300255X
2,https://www.sciencedirect.com/science/article/pii/S0378377423002202
2,https://www.sciencedirect.com/science/article/pii/S0378377423002226
2,https://www.sciencedirect.com/science/article/pii/S0378377423002147
2,https://www.sciencedirect.com/science/article/pii/S0378377423002317
2,https://www.sciencedirect.com/science/article/pii/S0378377423001944
2,https://www.sciencedirect.com/science/article/pii/S037837742300238X
2,https://www.sciencedirect.com/science/article/pii/S0378377423002299
2,https://www.sciencedirect.com/science/article/pii/S0378377423002251
2,https://www.sciencedirect.com/science/article/pii/S0378377423002287
2,https://www.sciencedirect.com/science/article/pii/S0378377423002305
2,https://www.sciencedirect.com/science/article/pii/S0378377423002354
2,https://www.sciencedirect.com/science/article/pii/S0378377423002457
2,https://www.sciencedirect.com/science/article/pii/S0378377423002391
