vol_index,paper_link
0,https://www.sciencedirect.com/science/article/pii/S1001605816608053
0,https://www.sciencedirect.com/science/article/pii/S1001605816608065
0,https://www.sciencedirect.com/science/article/pii/S1001605816608077
0,https://www.sciencedirect.com/science/article/pii/S1001605816608089
0,https://www.sciencedirect.com/science/article/pii/S1001605816608090
0,https://www.sciencedirect.com/science/article/pii/S1001605816608107
0,https://www.sciencedirect.com/science/article/pii/S1001605816608119
0,https://www.sciencedirect.com/science/article/pii/S1001605816608120
0,https://www.sciencedirect.com/science/article/pii/S1001605816608132
0,https://www.sciencedirect.com/science/article/pii/S1001605816608144
0,https://www.sciencedirect.com/science/article/pii/S1001605816608156
0,https://www.sciencedirect.com/science/article/pii/S1001605816608168
0,https://www.sciencedirect.com/science/article/pii/S100160581660817X
0,https://www.sciencedirect.com/science/article/pii/S1001605816608181
0,https://www.sciencedirect.com/science/article/pii/S1001605816608193
0,https://www.sciencedirect.com/science/article/pii/S100160581660820X
0,https://www.sciencedirect.com/science/article/pii/S1001605816608016
0,https://www.sciencedirect.com/science/article/pii/S1001605816608211
0,https://www.sciencedirect.com/science/article/pii/S1001605816608223
0,https://www.sciencedirect.com/science/article/pii/S1001605816608235
0,https://www.sciencedirect.com/science/article/pii/S1001605817300100
0,https://www.sciencedirect.com/science/article/pii/S1001605817300112
1,https://www.sciencedirect.com/science/article/pii/S1001605816607850
1,https://www.sciencedirect.com/science/article/pii/S1001605816607862
1,https://www.sciencedirect.com/science/article/pii/S1001605816607874
1,https://www.sciencedirect.com/science/article/pii/S1001605816607886
1,https://www.sciencedirect.com/science/article/pii/S1001605816607898
1,https://www.sciencedirect.com/science/article/pii/S1001605816607904
1,https://www.sciencedirect.com/science/article/pii/S1001605816607916
1,https://www.sciencedirect.com/science/article/pii/S1001605816607928
1,https://www.sciencedirect.com/science/article/pii/S100160581660793X
1,https://www.sciencedirect.com/science/article/pii/S1001605816607941
1,https://www.sciencedirect.com/science/article/pii/S1001605816607953
1,https://www.sciencedirect.com/science/article/pii/S1001605816607965
1,https://www.sciencedirect.com/science/article/pii/S1001605816607977
1,https://www.sciencedirect.com/science/article/pii/S1001605816607989
1,https://www.sciencedirect.com/science/article/pii/S1001605816607990
1,https://www.sciencedirect.com/science/article/pii/S1001605816608004
1,https://www.sciencedirect.com/science/article/pii/S1001605816608028
1,https://www.sciencedirect.com/science/article/pii/S100160581660803X
1,https://www.sciencedirect.com/science/article/pii/S1001605816608041
1,https://www.sciencedirect.com/science/article/pii/S1001605817300082
2,https://www.sciencedirect.com/science/article/pii/S1001605816607667
2,https://www.sciencedirect.com/science/article/pii/S1001605816607679
2,https://www.sciencedirect.com/science/article/pii/S1001605816607680
2,https://www.sciencedirect.com/science/article/pii/S1001605816607692
2,https://www.sciencedirect.com/science/article/pii/S1001605816607709
2,https://www.sciencedirect.com/science/article/pii/S1001605816607710
2,https://www.sciencedirect.com/science/article/pii/S1001605816607722
2,https://www.sciencedirect.com/science/article/pii/S1001605816607734
2,https://www.sciencedirect.com/science/article/pii/S1001605816607746
2,https://www.sciencedirect.com/science/article/pii/S1001605816607758
2,https://www.sciencedirect.com/science/article/pii/S100160581660776X
2,https://www.sciencedirect.com/science/article/pii/S1001605816607771
2,https://www.sciencedirect.com/science/article/pii/S1001605816607795
2,https://www.sciencedirect.com/science/article/pii/S1001605816607783
2,https://www.sciencedirect.com/science/article/pii/S1001605816607801
2,https://www.sciencedirect.com/science/article/pii/S1001605816607813
2,https://www.sciencedirect.com/science/article/pii/S1001605816607825
2,https://www.sciencedirect.com/science/article/pii/S1001605816607837
2,https://www.sciencedirect.com/science/article/pii/S1001605816607849
2,https://www.sciencedirect.com/science/article/pii/S1001605817300070
3,https://www.sciencedirect.com/science/article/pii/S1001605816607473
3,https://www.sciencedirect.com/science/article/pii/S1001605816607485
3,https://www.sciencedirect.com/science/article/pii/S1001605816607497
3,https://www.sciencedirect.com/science/article/pii/S1001605816607503
3,https://www.sciencedirect.com/science/article/pii/S1001605816607515
3,https://www.sciencedirect.com/science/article/pii/S1001605816607527
3,https://www.sciencedirect.com/science/article/pii/S1001605816607539
3,https://www.sciencedirect.com/science/article/pii/S1001605816607540
3,https://www.sciencedirect.com/science/article/pii/S1001605816607552
3,https://www.sciencedirect.com/science/article/pii/S1001605816607564
3,https://www.sciencedirect.com/science/article/pii/S1001605816607576
3,https://www.sciencedirect.com/science/article/pii/S1001605816607588
3,https://www.sciencedirect.com/science/article/pii/S100160581660759X
3,https://www.sciencedirect.com/science/article/pii/S1001605816607606
3,https://www.sciencedirect.com/science/article/pii/S1001605816607618
3,https://www.sciencedirect.com/science/article/pii/S100160581660762X
3,https://www.sciencedirect.com/science/article/pii/S1001605816607631
3,https://www.sciencedirect.com/science/article/pii/S1001605816607643
3,https://www.sciencedirect.com/science/article/pii/S1001605816607655
3,https://www.sciencedirect.com/science/article/pii/S1001605817300057
4,https://www.sciencedirect.com/science/article/pii/S1001605816607308
4,https://www.sciencedirect.com/science/article/pii/S100160581660731X
4,https://www.sciencedirect.com/science/article/pii/S1001605816607321
4,https://www.sciencedirect.com/science/article/pii/S1001605816607333
4,https://www.sciencedirect.com/science/article/pii/S1001605816607345
4,https://www.sciencedirect.com/science/article/pii/S1001605816607357
4,https://www.sciencedirect.com/science/article/pii/S1001605816607369
4,https://www.sciencedirect.com/science/article/pii/S1001605816607370
4,https://www.sciencedirect.com/science/article/pii/S1001605816607382
4,https://www.sciencedirect.com/science/article/pii/S1001605816607394
4,https://www.sciencedirect.com/science/article/pii/S1001605816607400
4,https://www.sciencedirect.com/science/article/pii/S1001605816607412
4,https://www.sciencedirect.com/science/article/pii/S1001605816607424
4,https://www.sciencedirect.com/science/article/pii/S1001605816607436
4,https://www.sciencedirect.com/science/article/pii/S1001605816607448
4,https://www.sciencedirect.com/science/article/pii/S100160581660745X
4,https://www.sciencedirect.com/science/article/pii/S1001605816607461
4,https://www.sciencedirect.com/science/article/pii/S1001605817300033
5,https://www.sciencedirect.com/science/article/pii/S1001605816607126
5,https://www.sciencedirect.com/science/article/pii/S1001605816607138
5,https://www.sciencedirect.com/science/article/pii/S1001605816607151
5,https://www.sciencedirect.com/science/article/pii/S100160581660714X
5,https://www.sciencedirect.com/science/article/pii/S1001605816607163
5,https://www.sciencedirect.com/science/article/pii/S1001605816607175
5,https://www.sciencedirect.com/science/article/pii/S1001605816607187
5,https://www.sciencedirect.com/science/article/pii/S1001605816607199
5,https://www.sciencedirect.com/science/article/pii/S1001605816607205
5,https://www.sciencedirect.com/science/article/pii/S1001605816607217
5,https://www.sciencedirect.com/science/article/pii/S1001605816607229
5,https://www.sciencedirect.com/science/article/pii/S1001605816607230
5,https://www.sciencedirect.com/science/article/pii/S1001605816607242
5,https://www.sciencedirect.com/science/article/pii/S1001605816607254
5,https://www.sciencedirect.com/science/article/pii/S1001605816607266
5,https://www.sciencedirect.com/science/article/pii/S1001605816607278
5,https://www.sciencedirect.com/science/article/pii/S100160581660728X
5,https://www.sciencedirect.com/science/article/pii/S1001605816607291
6,https://www.sciencedirect.com/science/article/pii/S1001605816606947
6,https://www.sciencedirect.com/science/article/pii/S1001605816606959
6,https://www.sciencedirect.com/science/article/pii/S1001605816606960
6,https://www.sciencedirect.com/science/article/pii/S1001605816606972
6,https://www.sciencedirect.com/science/article/pii/S1001605816606984
6,https://www.sciencedirect.com/science/article/pii/S1001605816606996
6,https://www.sciencedirect.com/science/article/pii/S100160581660700X
6,https://www.sciencedirect.com/science/article/pii/S1001605816607011
6,https://www.sciencedirect.com/science/article/pii/S1001605816607023
6,https://www.sciencedirect.com/science/article/pii/S1001605816607035
6,https://www.sciencedirect.com/science/article/pii/S1001605816607047
6,https://www.sciencedirect.com/science/article/pii/S1001605816607060
6,https://www.sciencedirect.com/science/article/pii/S1001605816607072
6,https://www.sciencedirect.com/science/article/pii/S1001605816607084
6,https://www.sciencedirect.com/science/article/pii/S1001605816607096
6,https://www.sciencedirect.com/science/article/pii/S1001605816607102
6,https://www.sciencedirect.com/science/article/pii/S1001605816607114
7,https://www.sciencedirect.com/science/article/pii/S1001605816606753
7,https://www.sciencedirect.com/science/article/pii/S1001605816606765
7,https://www.sciencedirect.com/science/article/pii/S1001605816606777
7,https://www.sciencedirect.com/science/article/pii/S1001605816606789
7,https://www.sciencedirect.com/science/article/pii/S1001605816606790
7,https://www.sciencedirect.com/science/article/pii/S1001605816606807
7,https://www.sciencedirect.com/science/article/pii/S1001605816606819
7,https://www.sciencedirect.com/science/article/pii/S1001605816606832
7,https://www.sciencedirect.com/science/article/pii/S1001605816606844
7,https://www.sciencedirect.com/science/article/pii/S1001605816606820
7,https://www.sciencedirect.com/science/article/pii/S1001605816606856
7,https://www.sciencedirect.com/science/article/pii/S1001605816606868
7,https://www.sciencedirect.com/science/article/pii/S1001605816607059
7,https://www.sciencedirect.com/science/article/pii/S100160581660687X
