year,link
2023,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/8/issue/3
2023,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/8/issue/2
2023,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/8/issue/1
2022,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/7/issue/6
2022,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/7/issue/5
2022,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/7/issue/4
2022,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/7/issue/3
2022,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/7/issue/2
2022,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/7/issue/1
2021,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/6/issue/4
2021,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/6/issue/3
2021,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/6/issue/2
2021,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/6/issue/1
2020,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/5/issue/4
2020,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/5/issue/3
2020,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/5/issue/2
2020,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/5/issue/1
2019,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/4/issue/4
2019,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/4/issue/3
2019,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/4/issue/2
2019,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/4/issue/1
2018,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/3/issue/4
2018,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/3/issue/3
2018,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/3/issue/2
2018,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/3/issue/1
2017,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/2/issue/4
2017,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/2/issue/3
2017,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/2/issue/2
2017,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/2/issue/1
2016,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/1/issue/4
2016,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/1/issue/3
2016,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/1/issue/2
2016,https://www.sciencedirect.com/journal/journal-of-ocean-engineering-and-science/vol/1/issue/1
