,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1357,0,0,0,0,0,0,0,19,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
1361,0,0,0,0,0,0,0,13,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,34,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0
1365,28,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1380,47,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0
1410,13,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0
1427,24,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1429,53,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0
1431,24,3,0,0,0,0,0,7,0,0,2,0,2,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0
1441,98,0,0,2,0,0,0,1,0,0,26,0,1,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0
1451,3,0,0,0,1,0,0,25,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,13,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1476,35,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0
1496,3,0,0,0,0,1,0,35,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1563,0,0,0,0,0,0,0,14,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,0,0,0,0,0,0,0,26,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,45,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
1616,11,1,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1667,12,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0
1671,3,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,1
1674,0,0,0,0,0,0,0,12,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,30,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,38,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,6,1,10,0,1,0,0,0,0,0,0
1697,129,0,5,1,0,0,0,4,0,0,2,1,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,1
1721,4,0,0,0,0,10,0,5,0,0,0,0,1,0,0,0,0,0,3,10,0,0,1,0,0,0,0,0,0
1722,14,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
1724,51,2,0,0,0,0,0,4,2,0,1,0,2,0,0,0,2,0,54,0,4,0,0,0,0,0,0,0,0
1731,25,0,0,0,0,1,0,42,0,0,0,0,0,1,0,0,0,0,7,1,0,0,4,0,0,0,0,0,1
1740,26,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1756,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
1777,54,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0,0,0
1781,1,3,0,0,0,23,0,7,0,0,0,0,4,0,0,0,0,0,4,23,0,0,6,0,0,0,0,0,0
1785,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0
1790,38,0,0,3,0,0,0,27,0,0,3,3,0,0,0,0,0,0,4,2,12,0,3,0,0,0,0,0,0
1801,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,13,0,1,0,0,0,0,0,0
1803,0,0,0,0,0,2,0,24,0,0,0,0,1,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0
1811,101,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0
1814,22,6,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1820,37,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1828,32,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0
1829,15,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0
1847,29,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
1856,11,0,0,0,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1859,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1865,50,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,22,1,8,0,3,0,0,0,0,0,0
1866,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
1869,0,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
1878,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0
1890,24,1,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0
1893,30,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
1895,16,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1914,1,0,0,0,0,0,0,22,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1917,34,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1922,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1924,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1935,33,0,0,0,0,0,0,15,0,0,2,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0
1940,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1943,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0
1946,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,0,0
1950,39,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0
1955,46,1,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0
1956,13,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1957,17,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
1963,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
1984,32,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0
1991,41,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,11,0,2,0,0,0,0,0,0,0,0
2010,31,2,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2020,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2022,44,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0
2026,71,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0
2027,13,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2032,64,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0
2044,58,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,19,0,8,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,10,0,3,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0
2063,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
2072,29,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,1
2088,43,1,0,0,0,0,0,97,1,0,0,0,2,0,0,0,1,0,6,0,9,0,0,0,0,0,0,0,0
2090,30,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0
2095,24,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2110,14,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,29,1,1,0,2,0,0,0,0,0,0
2112,27,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2127,68,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0
2132,22,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
2133,1,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,1,0,0,14,0,0,2,0,0,0,0,0,0
2136,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
2153,16,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
2165,27,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2185,14,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0
2189,102,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0
2209,2,4,0,0,0,0,0,39,0,0,0,0,3,0,0,0,0,0,13,0,1,0,3,0,0,0,0,0,0
2214,21,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0
2216,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2225,50,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,18,3,3,0,1,0,0,0,0,0,0
2230,33,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,1
2238,21,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0
2241,49,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,42,6,1,0,1,0,0,0,0,0,0
2259,7,0,0,0,0,24,0,15,0,0,0,0,1,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0
2264,9,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2265,46,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2277,33,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0
2282,6,16,0,0,0,0,0,59,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2283,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
2289,28,0,0,0,0,0,0,27,2,0,1,0,1,0,0,0,2,0,15,0,1,0,0,0,0,0,0,0,0
2291,16,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
2302,18,1,0,0,0,0,0,46,2,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0
2304,32,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,126,0,2,0,0,0,0,0,0,0,0
2319,45,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2322,38,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2324,40,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0
2342,18,2,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,10,0,0,0,1,0,0,0,0,2,0
2354,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
2361,11,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2371,44,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,29,17,1,0,0,0,0,0,0,0,0
2385,21,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2390,49,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0
2399,38,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
2405,10,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
2406,35,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,2,2,0,1,0,0,0,0,0,0
2418,52,1,0,0,0,0,1,21,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2430,13,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
