,journal_id,volume_id,year,link,doi,date,pii,eid,scopus_id,citations,authors,affiliations,open_access
0,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001094,10.1016/j.advwatres.2023.104474,2023-08-01,S0309170823001094,2-s2.0-85161258968,85161258968.0,0.0,"58307014400, 36008901600, 26635952600",60031268:60031268:60007989,True
1,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001100,10.1016/j.advwatres.2023.104475,2023-08-01,S0309170823001100,2-s2.0-85161636300,85161636300.0,0.0,"53984251100, 35610240400","60104134:60104134, 60022461",True
3,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001124,10.1016/j.advwatres.2023.104477,2023-08-01,S0309170823001124,2-s2.0-85161661769,85161661769.0,0.0,"57210424267, 36160282300, 7404296426",60018394:60018394:60018394,True
4,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001203,10.1016/j.advwatres.2023.104485,2023-08-01,S0309170823001203,2-s2.0-85161678744,85161678744.0,0.0,"56708113100, 7202660185",60030447:60007566,True
5,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000763,10.1016/j.advwatres.2023.104441,2023-08-01,S0309170823000763,2-s2.0-85161836812,85161836812.0,0.0,"57886962200, 36559092800",60010065:60010065,True
6,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001227,10.1016/j.advwatres.2023.104487,2023-08-01,S0309170823001227,2-s2.0-85161979557,85161979557.0,0.0,"57200314177, 7404458474",60030101:60030101,True
7,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001215,10.1016/j.advwatres.2023.104486,2023-08-01,S0309170823001215,2-s2.0-85163143487,85163143487.0,0.0,"58264479500, 7006929576, 58369384900, 8519969000",60030856:60032781:60032781:60032781,True
11,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001288,10.1016/j.advwatres.2023.104493,2023-08-01,S0309170823001288,2-s2.0-85163003446,85163003446.0,0.0,"58355884500, 6603318220, 36238598900",60032259:60032259:60032259,True
12,1,0,2023,https://www.sciencedirect.com/science/article/pii/S0309170823001239,10.1016/j.advwatres.2023.104488,2023-08-01,S0309170823001239,2-s2.0-85162794095,85162794095.0,0.0,"57212413059, 36467187500","60019141:60019141, 129854979",True
13,1,1,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000866,10.1016/j.advwatres.2023.104451,2023-07-01,S0309170823000866,2-s2.0-85159558881,85159558881.0,0.0,"25226581600, 13403908800, 46361855100",60003892:60002306:60032179,True
19,1,1,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000982,10.1016/j.advwatres.2023.104463,2023-07-01,S0309170823000982,2-s2.0-85160420259,85160420259.0,0.0,"57211081797, 15725750100",60032086:60032086,True
24,1,2,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000775,10.1016/j.advwatres.2023.104442,2023-06-01,S0309170823000775,2-s2.0-85157994627,85157994627.0,0.0,"58235576800, 58236260700, 57272419000, 57216077018",60007751:60009512:60007751:60007751,True
25,1,2,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000842,10.1016/j.advwatres.2023.104449,2023-06-01,S0309170823000842,2-s2.0-85158898359,85158898359.0,0.0,"57223395720, 58242200900, 7202204726, 7005052907","60007278:60007278:60007278, 60007278:60007278, 60007278",True
26,1,2,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000957,10.1016/j.advwatres.2023.104460,2023-06-01,S0309170823000957,2-s2.0-85159095946,85159095946.0,0.0,"57220003815, 55839333400, 7003843849",60002306:60002306:60002306,True
28,1,3,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000623,10.1016/j.advwatres.2023.104427,2023-05-01,S0309170823000623,2-s2.0-85151498345,85151498345.0,0.0,"58168796800, 55438080300, 58168796900, 58169163400, 21735269200, 7404067594",60014652:60014652:60009463:60009463:60009463:60014652,True
32,1,3,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000441,10.1016/j.advwatres.2023.104409,2023-05-01,S0309170823000441,2-s2.0-85151786884,85151786884.0,0.0,"24597017800, 56958438700, 7003619622, 7202227832",60003138:60003138:60003138:60025858,True
34,1,3,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000647,10.1016/j.advwatres.2023.104429,2023-05-01,S0309170823000647,2-s2.0-85151791948,85151791948.0,1.0,"57204599591, 57194611415, 36697382600, 24069534300, 23986994300, 57966058200, 7005383765",60012708:60012708:60032179:60012708:60000745:60012708:60012708,True
35,1,3,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000751,10.1016/j.advwatres.2023.104440,2023-05-01,S0309170823000751,2-s2.0-85153501856,85153501856.0,0.0,"35998676200, 6701763216, 55184572800",60011347:60011347:60011347,True
37,1,4,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000544,10.1016/j.advwatres.2023.104419,2023-04-01,S0309170823000544,2-s2.0-85150049041,85150049041.0,0.0,"57916543700, 57916733200, 57916354900, 58142038400",60032356:60032356:60032356:60032356,True
38,1,4,2023,https://www.sciencedirect.com/science/article/pii/S030917082300043X,10.1016/j.advwatres.2023.104408,2023-04-01,S030917082300043X,2-s2.0-85150308669,85150308669.0,0.0,"57218995417, 7103237168","60020547, 60003269:60020547",True
39,1,4,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000593,10.1016/j.advwatres.2023.104424,2023-04-01,S0309170823000593,2-s2.0-85151028496,85151028496.0,1.0,"57205212578, 54388359000, 54391355500, 6603128766, 7006091071","60031514:60031514, 116578798:60015815:60015815, 60015815:60031514",True
42,1,4,2023,https://www.sciencedirect.com/science/article/pii/S030917082300057X,10.1016/j.advwatres.2023.104422,2023-04-01,S030917082300057X,2-s2.0-85151243723,85151243723.0,0.0,"57201797935, 57196419412, 57755352900, 25923519800","60011373:60011373:60011373:60011373, 60011226",True
44,1,5,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000234,10.1016/j.advwatres.2023.104388,2023-03-01,S0309170823000234,2-s2.0-85147542395,85147542395.0,5.0,"56256597400, 56968147600, 13403908800","60000481, 60008124:60071885, 60071885:60002306",True
45,1,5,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000271,10.1016/j.advwatres.2023.104392,2023-03-01,S0309170823000271,2-s2.0-85149759737,85149759737.0,0.0,"57209204907, 57201009531, 55715457700, 56093744600, 57798890900, 55633508800, 9337610700, 57216482546, 9237931000",60029306:60029306:60029306:60029625:60002092:60029306:60029306:60029306:60029306,True
47,1,5,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000027,10.1016/j.advwatres.2023.104367,2023-03-01,S0309170823000027,2-s2.0-85147420296,85147420296.0,1.0,"7004121216, 35611573400",60071768:60070941,True
48,1,5,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000155,10.1016/j.advwatres.2023.104380,2023-03-01,S0309170823000155,2-s2.0-85149027686,85149027686.0,0.0,"35430542800, 55458950300, 15720724100, 58120508200, 57191984493, 7406729982, 57217245654, 6603723163",60014171:60014171:60002366:60002366:60107489:60107489:129236511:60014171,True
51,1,5,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000398,10.1016/j.advwatres.2023.104404,2023-03-01,S0309170823000398,2-s2.0-85148014270,85148014270.0,0.0,"57218544316, 58102190100, 55347646200, 56808392000, 57471870200, 56152586200",60031031:60031031:112846307:60031031:60031031:60031031,True
52,1,5,2023,https://www.sciencedirect.com/science/article/pii/S030917082300026X,10.1016/j.advwatres.2023.104391,2023-03-01,S030917082300026X,2-s2.0-85147937417,85147937417.0,0.0,"55920263100, 57287289400","60192082, 60028897:60192082",True
55,1,6,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002275,10.1016/j.advwatres.2022.104364,2023-02-01,S0309170822002275,2-s2.0-85145975748,85145975748.0,1.0,"56900876700, 57210553328, 16021746200, 57214137074, 14624807000","60025858:60025858, 60019663:60012894:60025858:60025858",True
59,1,6,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000179,10.1016/j.advwatres.2023.104382,2023-02-01,S0309170823000179,2-s2.0-85146233742,85146233742.0,0.0,"57201700421, 57219531317, 55796646400, 6602886182, 7005204147","60015150:60015150:60015150:60015150:60015150, 60023256",True
61,1,6,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000167,10.1016/j.advwatres.2023.104381,2023-02-01,S0309170823000167,2-s2.0-85146536336,85146536336.0,0.0,"57219421549, 58073446100, 57219414756, 57209311990, 24339061500",60028349:60028349:116400952:116400952:60028349,True
62,1,6,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000039,10.1016/j.advwatres.2023.104368,2023-02-01,S0309170823000039,2-s2.0-85146841967,85146841967.0,0.0,"57221612826, 57209044105, 55432042500, 7003429086",60025858:60025858:60025858:60025858,True
63,1,6,2023,https://www.sciencedirect.com/science/article/pii/S0309170823000180,10.1016/j.advwatres.2023.104383,2023-02-01,S0309170823000180,2-s2.0-85146734941,85146734941.0,0.0,"58075186700, 7004094578",60018208:60018208,True
66,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822001993,10.1016/j.advwatres.2022.104336,2023-01-01,S0309170822001993,2-s2.0-85141915909,85141915909.0,2.0,"7401928371, 7004113999, 25650432600, 22995064000",60013141:60010348:60010348:60013141,True
67,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002019,10.1016/j.advwatres.2022.104338,2023-01-01,S0309170822002019,2-s2.0-85142183033,85142183033.0,0.0,"57222638722, 37261211300, 7006214329","60008950:60008950, 60015574:60008950",True
68,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002159,10.1016/j.advwatres.2022.104352,2023-01-01,S0309170822002159,2-s2.0-85144059944,85144059944.0,3.0,"57200220644, 55796646400, 55240188600, 7005204147, 6602886182",60015150:60015150:60015150:60015150:60015150,True
71,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002056,10.1016/j.advwatres.2022.104342,2023-01-01,S0309170822002056,2-s2.0-85142730137,85142730137.0,0.0,"57982775600, 55498611300",60014153:60014153,True
73,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002172,10.1016/j.advwatres.2022.104354,2023-01-01,S0309170822002172,2-s2.0-85142868464,85142868464.0,3.0,"56416908800, 57201572241, 57190763593, 10040406500, 36078417400, 7202480447","60028186:60010851, 60010851:60022144:60010851:60117660:60028186",True
74,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002184,10.1016/j.advwatres.2022.104355,2023-01-01,S0309170822002184,2-s2.0-85143532730,85143532730.0,1.0,"57428991700, 23996145100",60000481:60000481,True
75,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002238,10.1016/j.advwatres.2022.104360,2023-01-01,S0309170822002238,2-s2.0-85143305119,85143305119.0,0.0,"57062084600, 22952478000",60024324:60024324,True
76,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002202,10.1016/j.advwatres.2022.104357,2023-01-01,S0309170822002202,2-s2.0-85144370502,85144370502.0,3.0,"23008756100, 57201449261",60001881:60001881,True
77,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002226,10.1016/j.advwatres.2022.104359,2023-01-01,S0309170822002226,2-s2.0-85143628331,85143628331.0,0.0,"55338683000, 7004782811, 57997760100, 57190062010, 14629944800",60018229:60018229:60018229:60018229:60018229,True
78,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002160,10.1016/j.advwatres.2022.104353,2023-01-01,S0309170822002160,2-s2.0-85147093603,85147093603.0,0.0,"57200248279, 36810761200, 55882972600, 55361998300","60029689:60029689:60029689, 60004967:60029689",True
79,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002251,10.1016/j.advwatres.2022.104362,2023-01-01,S0309170822002251,2-s2.0-85143701868,85143701868.0,0.0,"57999640900, 57201094336, 8508927200, 35502075000",60010365:60017592:60016005:60010365,True
81,1,7,2023,https://www.sciencedirect.com/science/article/pii/S0309170822002263,10.1016/j.advwatres.2022.104363,2023-01-01,S0309170822002263,2-s2.0-85145261523,85145261523.0,1.0,"57223342092, 57208381722, 7005162974, 25631769900","60003771, 60103610:60003771:60003771:60000481",True
82,1,8,2022,https://www.sciencedirect.com/science/article/pii/S030917082200183X,10.1016/j.advwatres.2022.104320,2022-12-01,S030917082200183X,2-s2.0-85140138889,85140138889.0,7.0,"57201408506, 57560555100, 57560995800, 55634313400, 55892543200","60007798, 60107010:60007798, 60107010:60007798, 60107010:60007798, 60107010:60007798, 60107010, 60010586",True
85,1,8,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001853,10.1016/j.advwatres.2022.104322,2022-12-01,S0309170822001853,2-s2.0-85141000192,85141000192.0,0.0,"57212137163, 23667017400, 54893612600, 57208474640, 56219701500","60014059:60030318:60012345, 128274718:60014059:60014059",True
87,1,8,2022,https://www.sciencedirect.com/science/article/pii/S0309170822002007,10.1016/j.advwatres.2022.104337,2022-12-01,S0309170822002007,2-s2.0-85141340018,85141340018.0,0.0,55265785000,60084192,True
88,1,8,2022,https://www.sciencedirect.com/science/article/pii/S0309170822002044,10.1016/j.advwatres.2022.104341,2022-12-01,S0309170822002044,2-s2.0-85141547845,85141547845.0,3.0,"57658927300, 56086013600, 7005204147, 55796646400, 57958372900, 57195471338, 57678627000","60105111, 60105111:60105111, 60105111:60015150:60015150:60105111:60105111, 60105111:60105111, 60105111",True
89,1,8,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001877,10.1016/j.advwatres.2022.104324,2022-12-01,S0309170822001877,2-s2.0-85141664412,85141664412.0,1.0,"57447567000, 57960616800, 55674480800, 35489641300, 58166630300","60029170:60119937:60029170:60117834, 60003970:60030270",True
90,1,9,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001701,10.1016/j.advwatres.2022.104307,2022-11-01,S0309170822001701,2-s2.0-85138062678,85138062678.0,0.0,"57220568233, 7003389025, 8413682000, 7401847849",60007751:60014171:60003079:60000745,True
91,1,9,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001671,10.1016/j.advwatres.2022.104303,2022-11-01,S0309170822001671,2-s2.0-85138824684,85138824684.0,1.0,"57216530669, 55821128800, 57201797935, 57194083695, 53980140700, 25923519800",60011373:60019215:60011373:60015815:60011373:60011373,True
94,1,9,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001713,10.1016/j.advwatres.2022.104308,2022-11-01,S0309170822001713,2-s2.0-85138463719,85138463719.0,3.0,"57201334806, 6507417920, 57194764703",60002970:60002970:117890670,True
96,1,9,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001828,10.1016/j.advwatres.2022.104319,2022-11-01,S0309170822001828,2-s2.0-85139321232,85139321232.0,1.0,"8912176000, 8327157000, 57916473100, 55708600000, 7003945734",60006317:60006317:60006317:60030052:60006317,True
98,1,10,2022,https://www.sciencedirect.com/science/article/pii/S030917082200152X,10.1016/j.advwatres.2022.104288,2022-10-01,S030917082200152X,2-s2.0-85136154334,85136154334.0,1.0,"57194527101, 57847534900, 57206646419, 56681601600, 57192274150, 57189525450, 56060609100, 57847988700, 35336839400, 55701457800",60015573:60015573:60013372:60014966:60016087:60016087:60017244:60016087:60105111:60015573,True
99,1,10,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001518,10.1016/j.advwatres.2022.104287,2022-10-01,S0309170822001518,2-s2.0-85136319081,85136319081.0,4.0,"57851453900, 24777164600, 57851454000, 7202204726","60007278:60007278:60007278:60007278, 60007278",True
100,1,10,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001658,10.1016/j.advwatres.2022.104301,2022-10-01,S0309170822001658,2-s2.0-85136485812,85136485812.0,2.0,"35146801000, 35614045900","60026914, 60026914:60028333",True
101,1,10,2022,https://www.sciencedirect.com/science/article/pii/S030917082200149X,10.1016/j.advwatres.2022.104285,2022-10-01,S030917082200149X,2-s2.0-85136556442,85136556442.0,0.0,"57264310700, 12646671600, 22979777600, 7003835248","60007843, 60000745:60007843:60023471:60000745",True
102,1,10,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001555,10.1016/j.advwatres.2022.104291,2022-10-01,S0309170822001555,2-s2.0-85136644723,85136644723.0,0.0,"57219249764, 7005094270, 57211010415",60019656:60019656:60019656,True
106,1,11,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001397,10.1016/j.advwatres.2022.104274,2022-09-01,S0309170822001397,2-s2.0-85135695648,85135695648.0,1.0,"57837599800, 57213555867, 57208861055, 7401847849",60000745:60000745:60000745:60000745,True
108,1,11,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001506,10.1016/j.advwatres.2022.104286,2022-09-01,S0309170822001506,2-s2.0-85135876039,85135876039.0,1.0,"57217222855, 7004569892, 6701312529, 56190446800","60073652, 60007592, 60103754, 128464166:60103754, 128464166:60007592, 128464166:60103754, 128464166, 60108494",True
109,1,11,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001543,10.1016/j.advwatres.2022.104290,2022-09-01,S0309170822001543,2-s2.0-85135917723,85135917723.0,2.0,"23996203400, 57844759200, 57233460000, 13002718900, 7410347458, 7501893250","60031430:60024666:60024666:60003105:60018405:60024666, 60024666",True
111,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001099,10.1016/j.advwatres.2022.104238,2022-08-01,S0309170822001099,2-s2.0-85131419993,85131419993.0,2.0,"57212865497, 15064577400, 57210428738, 7004516918",60052453:60015875:127898783:60052453,True
113,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001087,10.1016/j.advwatres.2022.104236,2022-08-01,S0309170822001087,2-s2.0-85127280936,85127280936.0,4.0,"36094968500, 57204561545, 24332815800, 55941956400, 24335378300, 6507819055","60024594, 60015986:60015986:60024594:60024594:60024594:60015986",True
115,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000975,10.1016/j.advwatres.2022.104225,2022-08-01,S0309170822000975,2-s2.0-85132214991,85132214991.0,1.0,"35408824100, 57217833961, 36609843100, 55540010400, 7004255742","60004967:60004967, 60102125, 128236197:60004967:128236197:60102125",True
119,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001269,10.1016/j.advwatres.2022.104256,2022-08-01,S0309170822001269,2-s2.0-85132738842,85132738842.0,1.0,"57762125300, 57214524029, 16028041800, 8858902100","60022091:60015986, 128263381:60022091, 60006288:60022091, 60006288, 60102538",True
121,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001233,10.1016/j.advwatres.2022.104253,2022-08-01,S0309170822001233,2-s2.0-85132508988,85132508988.0,0.0,"57194642136, 57758833500, 57759223100, 57758833600",126173823:126173823:128254941:126173823,True
122,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001257,10.1016/j.advwatres.2022.104255,2022-08-01,S0309170822001257,2-s2.0-85134570166,85134570166.0,2.0,"24478928900, 6701589806",60004969:60015300,True
123,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001221,10.1016/j.advwatres.2022.104252,2022-08-01,S0309170822001221,2-s2.0-85133481389,85133481389.0,1.0,"57205291546, 16646150300, 23100239900",60000239:60000239:60068581,True
124,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001300,10.1016/j.advwatres.2022.104260,2022-08-01,S0309170822001300,2-s2.0-85133304564,85133304564.0,0.0,"57203655425, 7202678991, 56316746500, 57209519226, 57775926600, 57195298279","60103926, 60026981:60026981:60103926:60103926:60103926:60103926",True
126,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001312,10.1016/j.advwatres.2022.104261,2022-08-01,S0309170822001312,2-s2.0-85133287636,85133287636.0,4.0,"57205719337, 7003310745",60016005:60016005,True
130,1,12,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001324,10.1016/j.advwatres.2022.104266,2022-08-01,S0309170822001324,2-s2.0-85134345531,85134345531.0,3.0,"57219778418, 56039435400, 55849515300, 24824356000, 7003966918",60012708:60012708:60012708:60012708:60012708,True
131,1,13,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000707,10.1016/j.advwatres.2022.104198,2022-07-01,S0309170822000707,2-s2.0-85129852689,85129852689.0,2.0,"15019438400, 7102355008, 57679802600",60014982:60121458:60014982,True
132,1,13,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000859,10.1016/j.advwatres.2022.104213,2022-07-01,S0309170822000859,2-s2.0-85130560902,85130560902.0,0.0,"57221600763, 6604040986, 7003429086",60025858:60118545:60025858,True
134,1,13,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000847,10.1016/j.advwatres.2022.104212,2022-07-01,S0309170822000847,2-s2.0-85131421633,85131421633.0,2.0,"57218181536, 18041940600, 56134847400, 55323514200, 57191872094, 57196190454, 55073323400, 56060841400, 57729231700, 6603927890, 7004928517, 14523673200, 6507766991, 54685166000, 57202913533, 57195195518, 55804883700","60015138:60015138:60015138:60015138:60015138:60018229:60031150:60007762, 60116084:60005322:60017134, 60017134:60030939:60031150:60025182:60025288:60031707:60019497:60030939, 60000099",True
136,1,13,2022,https://www.sciencedirect.com/science/article/pii/S030917082200094X,10.1016/j.advwatres.2022.104222,2022-07-01,S030917082200094X,2-s2.0-85130619536,85130619536.0,3.0,"57190965399, 36240104200",60007652:60007652,True
138,1,13,2022,https://www.sciencedirect.com/science/article/pii/S0309170822001105,10.1016/j.advwatres.2022.104239,2022-07-01,S0309170822001105,2-s2.0-85131452609,85131452609.0,3.0,"57207238767, 7404456922, 57022431700","60105111, 60105111, 60030835:60105111, 60105111:60105111, 60105111",True
143,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000720,10.1016/j.advwatres.2022.104200,2022-06-01,S0309170822000720,2-s2.0-85128566665,85128566665.0,2.0,"57222053823, 6506503487","60013372, 60013372:60013372, 60013372",True
144,1,14,2022,https://www.sciencedirect.com/science/article/pii/S030917082200063X,10.1016/j.advwatres.2022.104188,2022-06-01,S030917082200063X,2-s2.0-85129502034,85129502034.0,3.0,"36552024600, 56233335400, 26641879700, 35600014900","60016809, 60104286:60020599:60104286:60104286",True
148,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000744,10.1016/j.advwatres.2022.104202,2022-06-01,S0309170822000744,2-s2.0-85130164458,85130164458.0,0.0,"57695475400, 7003559793",60026610:60026610,True
150,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000884,10.1016/j.advwatres.2022.104216,2022-06-01,S0309170822000884,2-s2.0-85129332203,85129332203.0,3.0,"56386183800, 35585162000, 56683816900",60029470:60029470:60029470,True
151,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000689,10.1016/j.advwatres.2022.104195,2022-06-01,S0309170822000689,2-s2.0-85129434120,85129434120.0,2.0,"57208125004, 57204880701, 23100777800",60027392:60027392:60027392,True
152,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000641,10.1016/j.advwatres.2022.104189,2022-06-01,S0309170822000641,2-s2.0-85129739202,85129739202.0,2.0,"55965638900, 57202118077, 56654938000, 55543982900, 7005917676, 7201779789, 35615436100","60015150, 60015150:60015150, 60015150:60015150, 60015150:60015150:60015150:60015150, 60015150:60015150",True
153,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000690,10.1016/j.advwatres.2022.104197,2022-06-01,S0309170822000690,2-s2.0-85129387154,85129387154.0,0.0,6506010011,126232761,True
155,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000446,10.1016/j.advwatres.2022.104168,2022-06-01,S0309170822000446,2-s2.0-85129563018,85129563018.0,2.0,"56377145700, 7003334461","60014439, 60014129:60014439",True
161,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000938,10.1016/j.advwatres.2022.104221,2022-06-01,S0309170822000938,2-s2.0-85130899880,85130899880.0,13.0,"57715324900, 57223009392, 57190729953, 23090524600, 24477182500",60118019:60118019:60118019:60118019:60118019,True
162,1,14,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000914,10.1016/j.advwatres.2022.104219,2022-06-01,S0309170822000914,2-s2.0-85130962389,85130962389.0,1.0,"57219756335, 55191373900","60026479, 60026479, 128154190:60026479, 128154190, 60111768",True
163,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000410,10.1016/j.advwatres.2022.104165,2022-05-01,S0309170822000410,2-s2.0-85126617676,85126617676.0,24.0,"57223009392, 57190729953, 57224640032, 23090524600, 24477182500",60118019:60118019:60118019:60118019:60118019,True
165,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000434,10.1016/j.advwatres.2022.104167,2022-05-01,S0309170822000434,2-s2.0-85127186903,85127186903.0,25.0,"57224890584, 23004267300, 23004182400",60029622:60029622:60029622,True
167,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000550,10.1016/j.advwatres.2022.104179,2022-05-01,S0309170822000550,2-s2.0-85127532375,85127532375.0,2.0,"57559830200, 57226420125, 57183819700, 37085251600, 56790432000","60016912:60016912:60016912:60029445, 60029445:60031430",True
169,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000616,10.1016/j.advwatres.2022.104185,2022-05-01,S0309170822000616,2-s2.0-85127655571,85127655571.0,0.0,"57189360338, 57204776172, 36990196700",60011604:60011604:60011604,True
171,1,15,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000604,10.1016/j.advwatres.2022.104186,2022-05-01,S0309170822000604,2-s2.0-85128217375,85128217375.0,5.0,"57202131878, 56265824000, 36495815800, 8921150700, 6604071725",60008134:60008134:60008134:60001666:60006288,True
172,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000252,10.1016/j.advwatres.2022.104147,2022-04-01,S0309170822000252,2-s2.0-85124591570,85124591570.0,1.0,"57223877994, 7201824823, 10040406500","60010851, 60010851:60020828, 60020828:60010851, 60010851",True
175,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000318,10.1016/j.advwatres.2022.104155,2022-04-01,S0309170822000318,2-s2.0-85125138600,85125138600.0,1.0,"57197482343, 35789320900, 6602871454",60022210:60024836:60022210,True
179,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000306,10.1016/j.advwatres.2022.104154,2022-04-01,S0309170822000306,2-s2.0-85125420805,85125420805.0,2.0,"57195588474, 56986447900, 7005383765",114293714:114293714:114293714,True
180,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000240,10.1016/j.advwatres.2022.104146,2022-04-01,S0309170822000240,2-s2.0-85125598043,85125598043.0,1.0,"57203179112, 7103349955, 14048725200",127797122:60015815:60032442,True
181,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000409,10.1016/j.advwatres.2022.104164,2022-04-01,S0309170822000409,2-s2.0-85125594970,85125594970.0,11.0,"57222758840, 56368412900, 57208803344, 57218563106, 26430533300","60023380, 60023380:60023380, 60023380:60023380, 60023380:60011846:60163091",True
182,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000185,10.1016/j.advwatres.2022.104140,2022-04-01,S0309170822000185,2-s2.0-85125732400,85125732400.0,0.0,"57226117117, 57211956698",60029622:60029622,True
183,1,16,2022,https://www.sciencedirect.com/science/article/pii/S0309170822000392,10.1016/j.advwatres.2022.104163,2022-04-01,S0309170822000392,2-s2.0-85126452674,85126452674.0,5.0,"56108208600, 7101736041",60014171:60014171,True
184,1,17,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002694,10.1016/j.advwatres.2021.104121,2022-03-01,S0309170821002694,2-s2.0-85122835847,85122835847.0,4.0,"35072475800, 9840675300, 7004388534, 6602318281",60055678:60055678:60030838:60030838,True
185,1,17,2022,https://www.sciencedirect.com/science/article/pii/S0309170821002554,10.1016/j.advwatres.2021.104106,2022-03-01,S0309170821002554,2-s2.0-85122940632,85122940632.0,1.0,"57221612826, 57194180124, 55432042500, 7003429086",60025858:60025858:60025858:60025858,True
