journal,authors,buzz_id,date,name,doi,pii
Water Resources and Industry,"['Mahdi Sanavi Fard', 'Ali Ehsani', 'Fariba Soleimani']",0,2023-07-06,Optimization of Toluenediamine degradation in synthetic wastewater by a UV/H2O2 process using full factorial design,10.1016/j.wri.2023.100218,S2212371723000185
Water Resources and Industry,"['Paweł Lochyński', 'Magdalena Szymańska', 'Justyna Kubicz']",0,2023-06-12,Raman spectroscopy and XRF identification: First step in industrial wastewater management,10.1016/j.wri.2023.100216,S2212371723000161
Water Resources and Industry,"['Yasaman Tadayon', 'Mohammad Ebrahim Bahrololoom', 'Sirus Javadpour']",0,2023-06-03,An experimental study of sunflower seed husk and zeolite as adsorbents of Ni(II) ion from industrial wastewater,10.1016/j.wri.2023.100214,S2212371723000148
Water Resources and Industry,"['Mohammed Mahmoodur Rahman', 'Ali Al-Hamzah', 'Ibrahim M. Al-Farsani']",0,2023-05-08,Film-forming amine product as an alternative to carbohydrazide oxygen scavenger in high pressure boilers,10.1016/j.wri.2023.100212,S2212371723000124
Water Resources and Industry,"['Kagiso Samuel More', 'Christian Wolkersdorfer']",0,2023-04-14,Application of machine learning algorithms for nonlinear system forecasting through analytics — A case study with mining influenced water data,10.1016/j.wri.2023.100209,S2212371723000094
Water Resources and Industry,"['Zahra Askarniya', 'Manoj P. Rayaroth', 'Grzegorz Boczkaj']",0,2023-04-10,Degradation of bisphenol S – a contaminant of emerging concern - by synergistic ozone and percarbonate based AOP,10.1016/j.wri.2023.100208,S2212371723000082
Water Resources and Industry,"['Ghorban Asgari', 'Mohammad Khazaei', 'Somayeh Talebi']",0,2023-03-31,Reclamation of treated municipal wastewater in cooling towers of thermal power plants: Determination of the wastewater quality index,10.1016/j.wri.2023.100207,S2212371723000070
Water Resources and Industry,"['V. Masindi', 'M. Tekere', 'S. Foteinis']",0,2023-02-21,Treatment of real tannery wastewater using facile synthesized magnesium oxide nanoparticles: Experimental results and geochemical modeling,10.1016/j.wri.2023.100205,S2212371723000057
Water Resources and Industry,"['Ireneusz Laks', 'Zbigniew Walczak', 'Natalia Walczak']",0,2023-02-17,Fuzzy analytical hierarchy process methods in changing the damming level of a small hydropower plant: Case study of Rosko SHP in Poland,10.1016/j.wri.2023.100204,S2212371723000045
Water Resources and Industry,"['Aleksandra Wdowczyk', 'Agata Szymańska-Pulikowska']",0,2023-02-10,Effect of substrates on the potential of <ce:italic>Phragmites australis</ce:italic> to accumulate and translocate selected contaminants from landfill leachate,10.1016/j.wri.2023.100203,S2212371723000033
