,journal,authors,buzz_id,date,name,doi,pii
0,Groundwater for Sustainable Development,"['Andrew J. Lewis', 'Stefanie Kunze', 'Abraham E. Springer']",0,2023-08-31,Human perceptions of competing interests in springs ecosystem management on public land in southwestern United States,10.1016/j.gsd.2023.100966,S2352801X23000668
1,Groundwater for Sustainable Development,"['S. R. Rusli', 'V. F. Bense', 'A. H. Weerts']",0,2023-08-31,"Quantifying basin-scale changes in groundwater storage using GRACE and one-way coupled hydrological and groundwater flow model in the data-scarce Bandung groundwater Basin, Indonesia",10.1016/j.gsd.2023.100953,S2352801X2300053X
2,Groundwater for Sustainable Development,"['Alejandro García-Gil', 'Carlos Baquedano', 'Juan C. Santamarta']",0,2023-05-31,A 3D geological model of El Hierro volcanic island reflecting intraplate volcanism cycles,10.1016/j.gsd.2023.100936,S2352801X2300036X
3,Groundwater for Sustainable Development,"['Vivian Kimambo', 'Fanuel Josephat Ligate', 'Prosun Bhattacharya']",0,2023-05-31,Optimization of fluoride removal using calcined bauxite: Adsorption isotherms and kinetics,10.1016/j.gsd.2023.100922,S2352801X2300022X
4,Groundwater for Sustainable Development,"['Udita Sanga', 'Upasana Koli']",0,2023-05-31,"Mental models of sustainable groundwater management among farmers in semi-arid regions of Maharashtra, India",10.1016/j.gsd.2023.100904,S2352801X23000048
5,Groundwater for Sustainable Development,"['Malis Absametov', 'Janay Sagin', 'Ermek Murtazin']",0,2023-05-31,Assessment of the groundwater for household and drinking purposes in central Kazakhstan,10.1016/j.gsd.2023.100907,S2352801X23000073
6,Groundwater for Sustainable Development,['John M. Asprilla-Echeverría'],0,2023-02-28,"Aquifers and climate: Incentives, information and institutions",10.1016/j.gsd.2022.100900,S2352801X22001771
7,Groundwater for Sustainable Development,"['Musaab A. A. Mohammed', 'Norbert P. Szabó', 'Péter Szűcs']",0,2023-02-28,"Exploring hydrogeological parameters by integration of geophysical and hydrogeological methods in northern Khartoum state, Sudan",10.1016/j.gsd.2022.100891,S2352801X22001680
8,Groundwater for Sustainable Development,"['Zsóka Szabó', 'Daniele Pedretti', 'Judit Mádl-Szőnyi']",0,2023-02-28,"Rooftop rainwater harvesting by a shallow well – Impacts and potential from a field experiment in the Danube-Tisza Interfluve, Hungary",10.1016/j.gsd.2022.100884,S2352801X22001618
9,Groundwater for Sustainable Development,['John M. Asprilla Echeverría'],0,2022-11-30,Drivers of adaptation to water scarcity: Extraction capping in field experiments,10.1016/j.gsd.2022.100827,S2352801X22001047
10,Groundwater for Sustainable Development,"['Yassine El Yousfi', 'Mahjoub Himi', 'Abdennabi Alitane']",0,2022-11-30,"Hydrogeochemical and statistical approach to characterize groundwater salinity in the Ghiss-Nekkor coastal aquifers in the Al Hoceima province, Morocco",10.1016/j.gsd.2022.100818,S2352801X22000959
11,Groundwater for Sustainable Development,"['Giuseppe Nocella', 'Luciano Gutierrez', 'Alberto Carletti']",0,2022-11-30,Insights to promote safe drinking water behavioural changes in zones affected by fluorosis in the East-African Rift Valley,10.1016/j.gsd.2022.100809,S2352801X22000868
12,Groundwater for Sustainable Development,"['Ayesha Y. Ahmad', 'Mohammad A. Al-Ghouti', 'Nabil Zouari']",0,2022-08-31,Development and application of bio-waste-derived adsorbents for the removal of boron from groundwater,10.1016/j.gsd.2022.100793,S2352801X22000704
13,Groundwater for Sustainable Development,"['Md Annaduzzaman', 'Luuk C. Rietveld', 'Doris van Halem']",0,2022-05-31,Sequential Fe<ce:sup loc=post>2+</ce:sup> oxidation to mitigate the inhibiting effect of phosphate and silicate on arsenic removal,10.1016/j.gsd.2022.100749,S2352801X22000261
14,Groundwater for Sustainable Development,"['Regina Irunde', 'Julian Ijumulana', 'Prosun Bhattacharya']",0,2022-08-31,"Arsenic in Africa: potential sources, spatial variability, and the state of the art for arsenic removal using locally available materials",10.1016/j.gsd.2022.100746,S2352801X22000236
15,Groundwater for Sustainable Development,"['Tesfaye Tessema Gintamo', 'Haile Mengistu', 'Thokozani Kanyerere']",0,2021-11-30,"GIS-based modelling of climate variability impacts on groundwater quality: Cape Flats aquifer, Cape Town, South Africa",10.1016/j.gsd.2021.100663,S2352801X2100120X
16,Groundwater for Sustainable Development,['John Asprilla-Echeverria'],0,2021-11-30,The social drivers of cooperation in groundwater management and implications for sustainability,10.1016/j.gsd.2021.100668,S2352801X21001259
17,Groundwater for Sustainable Development,"['Nur Farahin Che Nordin', 'Nuruol Syuhadaa Mohd', 'Ahmed El-Shafie']",0,2021-08-31,Groundwater quality forecasting modelling using artificial intelligence: A review,10.1016/j.gsd.2021.100643,S2352801X21001004
18,Groundwater for Sustainable Development,"['Julian Ijumulana', 'Fanuel Ligate', 'Felix Mtalo']",0,2021-08-31,Spatial uncertainties in fluoride levels and health risks in endemic fluorotic regions of northern Tanzania,10.1016/j.gsd.2021.100618,S2352801X21000758
19,Groundwater for Sustainable Development,['John M. Asprilla Echeverría'],0,2021-08-31,Plan B water assessment: Efficiency and circularity for agricultural and municipal adaptation to water scarcity,10.1016/j.gsd.2021.100602,S2352801X2100059X
20,Groundwater for Sustainable Development,"['Rajaram Prajapati', 'Surabhi Upadhyay', 'Jeffrey C. Davids']",0,2021-08-31,"Investigating the nexus of groundwater levels, rainfall and land-use in the Kathmandu Valley, Nepal",10.1016/j.gsd.2021.100584,S2352801X21000400
21,Groundwater for Sustainable Development,"['Balram Ambade', 'Shrikanta Shankar Sethi', 'Tapan Kumar Sankar']",0,2021-05-31,"Toxicity and health risk assessment of polycyclic aromatic hydrocarbons in surface water, sediments and groundwater vulnerability in Damodar River Basin",10.1016/j.gsd.2021.100553,S2352801X21000096
22,Groundwater for Sustainable Development,"['Ammar Abulibdeh', 'Talal Al-Awadhi', 'Montasser Abdelghani']",0,2021-02-28,"Spatiotemporal mapping of groundwater salinity in Al-Batinah, Oman",10.1016/j.gsd.2021.100551,S2352801X21000072
23,Groundwater for Sustainable Development,"['Solomon T. Owolabi', 'Kakaba Madi', 'Christopher Baiyegunhi']",0,2021-02-28,"A geomagnetic analysis for lineament detection and lithologic characterization impacting groundwater prospecting; a case study of Buffalo catchment, Eastern Cape, South Africa",10.1016/j.gsd.2020.100531,S2352801X20306652
24,Groundwater for Sustainable Development,"['Ayesha Y. Ahmad', 'Mohammad A. Al-Ghouti', 'Nabil Zouari']",0,2020-10-31,Hydrogeochemical characterization and quality evaluation of groundwater suitability for domestic and agricultural uses in the state of Qatar,10.1016/j.gsd.2020.100467,S2352801X20301302
25,Groundwater for Sustainable Development,"['Andrew J. Lewis', 'Stefanie Kunze', 'Abraham E. Springer']",1,2023-08-31,Human perceptions of competing interests in springs ecosystem management on public land in southwestern United States,10.1016/j.gsd.2023.100966,S2352801X23000668
26,Groundwater for Sustainable Development,"['Iván Hernández Ríos', 'Noelia Cruz-Pérez', 'Juan C. Santamarta']",1,2023-08-31,Proposed recharge of island aquifer by deep wells with regenerated water in Gran Canaria (Spain),10.1016/j.gsd.2023.100959,S2352801X23000590
27,Groundwater for Sustainable Development,"['S. R. Rusli', 'V. F. Bense', 'A. H. Weerts']",1,2023-08-31,"Quantifying basin-scale changes in groundwater storage using GRACE and one-way coupled hydrological and groundwater flow model in the data-scarce Bandung groundwater Basin, Indonesia",10.1016/j.gsd.2023.100953,S2352801X2300053X
28,Groundwater for Sustainable Development,"['Alejandro García-Gil', 'Carlos Baquedano', 'Juan C. Santamarta']",1,2023-05-31,A 3D geological model of El Hierro volcanic island reflecting intraplate volcanism cycles,10.1016/j.gsd.2023.100936,S2352801X2300036X
29,Groundwater for Sustainable Development,"['Vivian Kimambo', 'Fanuel Josephat Ligate', 'Prosun Bhattacharya']",1,2023-05-31,Optimization of fluoride removal using calcined bauxite: Adsorption isotherms and kinetics,10.1016/j.gsd.2023.100922,S2352801X2300022X
30,Groundwater for Sustainable Development,"['Udita Sanga', 'Upasana Koli']",1,2023-05-31,"Mental models of sustainable groundwater management among farmers in semi-arid regions of Maharashtra, India",10.1016/j.gsd.2023.100904,S2352801X23000048
31,Groundwater for Sustainable Development,"['Malis Absametov', 'Janay Sagin', 'Ermek Murtazin']",1,2023-05-31,Assessment of the groundwater for household and drinking purposes in central Kazakhstan,10.1016/j.gsd.2023.100907,S2352801X23000073
32,Groundwater for Sustainable Development,['John M. Asprilla-Echeverría'],1,2023-02-28,"Aquifers and climate: Incentives, information and institutions",10.1016/j.gsd.2022.100900,S2352801X22001771
33,Groundwater for Sustainable Development,"['Musaab A. A. Mohammed', 'Norbert P. Szabó', 'Péter Szűcs']",1,2023-02-28,"Exploring hydrogeological parameters by integration of geophysical and hydrogeological methods in northern Khartoum state, Sudan",10.1016/j.gsd.2022.100891,S2352801X22001680
