year,link
2023,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/23/suppl/C
2023,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/22/suppl/C
2023,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/21/suppl/C
2023,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/20/suppl/C
2022,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/19/suppl/C
2022,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/18/suppl/C
2022,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/17/suppl/C
2022,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/16/suppl/C
2021,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/15/suppl/C
2021,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/14/suppl/C
2021,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/13/suppl/C
2021,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/12/suppl/C
2020,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/11/suppl/C
2020,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/10/suppl/C
2019,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/9/suppl/C
2019,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/8/suppl/C
2018,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/7/suppl/C
2018,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/6/suppl/C
2017,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/5/suppl/C
2017,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/4/suppl/C
2016,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/2/suppl/C
2015,https://www.sciencedirect.com/journal/groundwater-for-sustainable-development/vol/1/issue/1
